ts,Tipo,DOW_name,ROI,score_oos,score_all,score_source
2025-08-29 10:25:00,FT,Sex,-1.0,0.3964859394721489,0.4173162717431478,global_fallback
2025-08-29 10:26:00,FT,Sex,0.37,0.39618149825980586,0.4174394079699759,global_fallback
2025-08-29 10:28:00,FT,Sex,1.1110000000000002,0.3972032255821988,0.41539302909200965,global_fallback
2025-08-29 10:31:00,FT,Sex,-1.0,0.4162091782541361,0.41607695663222016,global_fallback
2025-08-29 10:31:00,FT,Sex,0.0,0.40612149009494125,0.4139570945524992,global_fallback
2025-08-29 10:47:00,FH,Sex,-1.0,0.3958136449046849,0.41553887939576956,global_fallback
2025-08-29 10:53:00,FT,Sex,0.0,0.377816063326233,0.3862960103334379,global_fallback
2025-08-29 10:55:00,FT,Sex,-1.0,0.39567445293599907,0.41740934066305957,global_fallback
2025-08-29 11:04:00,FT,Sex,0.7090000000000001,0.648908754086497,0.6466131822143609,global_fallback
2025-08-29 11:04:00,FT,Sex,0.81,0.39680630194037686,0.40053768817397367,global_fallback
2025-08-30 10:26:00,FH,Sáb,1.0630000000000002,0.3926058183005193,0.4105306281481192,global_fallback
2025-08-30 10:31:00,FH,Sáb,0.9099999999999999,0.43299970538919647,0.44484596877127563,global_fallback
2025-08-30 10:33:00,FH,Sáb,-1.0,0.3952453217957965,0.4099664119248313,global_fallback
2025-08-30 10:33:00,FT,Sáb,0.8500000000000001,0.42306476660609793,0.4220368362344595,global_fallback
2025-08-30 10:34:00,FT,Sáb,0.78,0.39275978565622555,0.3980228580667834,global_fallback
2025-08-30 10:36:00,FT,Sáb,-1.0,0.39915992216726404,0.4010365196969584,global_fallback
2025-08-30 10:37:00,FH,Sáb,-1.0,0.40837896154577646,0.4200195897862087,global_fallback
2025-08-30 10:45:00,FH,Sáb,-1.0,0.4110339686655626,0.4209361018163842,global_fallback
2025-08-30 11:21:00,FH,Sáb,1.0750000000000002,0.41158092702301907,0.4228834270470166,global_fallback
2025-08-30 11:24:00,FT,Sáb,0.839,0.391553655536376,0.40606091666678423,global_fallback
2025-08-30 11:31:00,FT,Sáb,-1.0,0.38888273180057564,0.3948444225915991,global_fallback
2025-08-30 11:31:00,FT,Sáb,-1.0,0.38888038429442306,0.39484215854018656,global_fallback
2025-08-30 11:31:00,FT,Sáb,-1.0,0.4130993521656137,0.4230378545612282,global_fallback
2025-08-30 11:42:00,FT,Sáb,-1.0,0.4092884420581791,0.41486071219197734,global_fallback
2025-08-30 11:43:00,FH,Sáb,1.052,0.3818070279616565,0.3915049206936085,global_fallback
2025-09-04 18:48:00,FT,Qui,-1.0,0.3790919456228433,0.39884862100213964,global_fallback
2025-09-04 18:55:00,FT,Qui,-0.5,0.3834450315431228,0.406516154203138,global_fallback
2025-09-04 19:11:00,FT,Qui,1.298,0.41476923268003935,0.41512128367183854,global_fallback
2025-09-04 19:21:00,FT,Qui,-1.0,0.38517495188704554,0.40314504227113984,global_fallback
2025-09-04 21:48:00,FH,Qui,-1.0,0.3776308366876926,0.3971716817419792,global_fallback
2025-09-04 22:23:00,FT,Qui,0.77,0.3994636502636379,0.415747639059677,global_fallback
2025-09-04 22:59:00,FT,Qui,-1.0,0.37040878623533363,0.3864570928298475,global_fallback
2025-09-05 09:24:00,FT,Sex,1.4,0.3767871190591124,0.3858488480281972,global_fallback
2025-09-05 09:30:00,FH,Sex,-1.0,0.4113736642760746,0.424325845053317,global_fallback
2025-09-05 09:30:00,FH,Sex,-1.0,0.4113736642760746,0.424325845053317,global_fallback
2025-09-05 09:41:00,FH,Sex,0.76,0.4039483517366975,0.41506902736207424,global_fallback
2025-09-05 09:44:00,FT,Sex,1.1389999999999998,0.39192521528534147,0.40992129419025297,global_fallback
2025-09-05 10:00:00,FH,Sex,-0.5,0.3796024860603795,0.4063217948351367,global_fallback
2025-09-05 10:02:00,FH,Sex,0.0,0.398791106012081,0.4023862894810523,global_fallback
2025-09-05 10:04:00,FT,Sex,-1.0,0.39709211727939925,0.40239100176327947,global_fallback
2025-09-05 10:05:00,FT,Sex,1.2799999999999998,0.40493216919518027,0.41319183393752196,global_fallback
2025-09-05 10:06:00,FT,Sex,-1.0,0.402808518439747,0.41028614922565343,global_fallback
2025-09-05 10:46:00,FT,Sex,-1.0,0.40451667933973906,0.41474104657154226,global_fallback
2025-09-05 10:47:00,FT,Sex,1.0299999999999998,0.4056934912960915,0.41287309020726554,global_fallback
2025-09-05 11:31:00,FH,Sex,-1.0,0.37754249130017825,0.39312938995286567,global_fallback
2025-09-05 11:58:00,FT,Sex,1.029,0.38151811893002996,0.3884016337833325,global_fallback
2025-09-05 12:22:00,FT,Sex,0.9299999999999999,0.40737580700859327,0.42085191576882053,global_fallback
2025-09-05 12:25:00,FH,Sex,-1.0,0.41178733643302595,0.4239955691402463,global_fallback
2025-09-05 12:34:00,FT,Sex,-1.0,0.4056054476181317,0.4135060927973174,global_fallback
