ts,Tipo_raw,Subtipo da Aposta,Casa aposta vencedora,StakeMax_USD,Número de casas disponíveis no momento da aposta,Dif % maior odd e segunda maior,Dif % maior odd e odd mediana,Dif Odds RB & BIA,MinutesToMatchStart,TempoApostas.Tempo total bot,Result,Odds,Tipo,wd,Dia Semana Aposta (UTC),DOW_name,Turno Aposta (UTC),Dif percent maior odd e segunda maior,Dif percent maior odd e odd mediana,Dif Odds RB E BIA,ROI,score,stake,pnl
2025-12-02 10:09:00,Asian handicap,0,mbook,300.0,6.0,1.0,1.0,-0.0400684931506849,351.0,,Void,2.92,FT,1,terça-feira,Ter,manhã,1.0,1.0,-0.0400684931506849,0.0,0.9991605406192304,300.0,0.0
2025-12-02 10:28:00,Asian handicap,0,pin88,707.0,5.0,1.0,0.03,0.0,1862.0,,Win,1.74,FT,1,terça-feira,Ter,manhã,1.0,0.03,0.0,0.74,0.999999879551379,707.0,523.18
2025-12-02 11:56:00,Asian handicap,"-0,5",bf,125.0,3.0,0.06,0.06,0.0712765957446808,184.0,,Win,1.88,FT,1,terça-feira,Ter,manhã,0.06,0.06,0.0712765957446808,0.8799999999999999,0.528235229133961,125.0,109.99999999999999
2025-12-02 12:05:00,Asian handicap,-1,pin88,50.0,1.0,,0.0,0.0,715.0,,Win,2.3,FT,1,terça-feira,Ter,tarde,,0.0,0.0,1.2999999999999998,0.668263494137521,50.0,64.99999999999999
2025-12-02 14:43:00,Asian handicap,"-0,25",pin88,236.0,4.0,0.05,0.06,0.0,197.0,,Lose,1.793,FT,1,terça-feira,Ter,tarde,0.05,0.06,0.0,-1.0,0.5250346771445144,236.0,-236.0
2025-12-02 16:23:00,Asian handicap,0,pin88,564.0,9.0,0.02,0.03,0.0,97.0,,Win,2.37,FT,1,terça-feira,Ter,tarde,0.02,0.03,0.0,1.37,0.6302665438770857,564.0,772.6800000000001
2025-12-02 18:09:00,Asian handicap,"+0,25",bf,375.0,4.0,1.0,0.02,0.102654867256637,51.0,,Lose,2.26,FT,1,terça-feira,Ter,noite,1.0,0.02,0.102654867256637,-1.0,0.999995872344032,375.0,-375.0
2025-12-02 18:10:00,Asian handicap,"-0,75",pin88,145.0,2.0,0.09,0.04,0.0588235294117647,1340.0,,Lose,2.176,FT,1,terça-feira,Ter,noite,0.09,0.04,0.0588235294117647,-1.0,0.77720274681725,145.0,-145.0
2025-12-02 18:10:00,Asian handicap,"-0,75",pin88,145.0,2.0,0.09,0.04,0.0854779411764706,1340.0,,Lose,2.176,FT,1,terça-feira,Ter,noite,0.09,0.04,0.0854779411764706,-1.0,0.7014056139082443,145.0,-145.0
2025-12-02 18:39:00,Asian handicap,"+0,25",bf,83.0,3.0,1.0,1.0,0.0715736040609137,1461.0,,Win,1.97,FT,1,terça-feira,Ter,noite,1.0,1.0,0.0715736040609137,0.97,0.9985419095370184,83.0,80.50999999999999
2025-12-02 19:13:00,Asian handicap,"+0,25",pin88,83.0,2.0,0.35,0.18,0.0048413125336201,2866.0,,Win,1.859,FT,1,terça-feira,Ter,noite,0.35,0.18,0.0048413125336201,0.859,0.9949845414316436,83.0,71.297
2025-12-02 19:13:00,Asian handicap,"+0,25",pin88,83.0,2.0,0.35,0.18,0.1382463690155997,2866.0,,Win,1.859,FT,1,terça-feira,Ter,noite,0.35,0.18,0.1382463690155997,0.859,0.9648054470202369,83.0,71.297
2025-12-02 21:55:00,Asian handicap,"+0,75",bf,375.0,3.0,0.0,0.0,-0.0416326530612244,143.0,,Lose,2.45,FT,1,terça-feira,Ter,noite,0.0,0.0,-0.0416326530612244,-1.0,0.7531963965009981,375.0,-375.0
2025-12-02 22:49:00,Asian handicap,"-0,25",pin88,25.0,1.0,,0.0,-0.0544554455445543,2291.0,,Lose,2.02,FT,1,terça-feira,Ter,noite,,0.0,-0.0544554455445543,-1.0,0.9202764143095457,25.0,-25.0
2025-12-02 23:08:00,Asian handicap,"+1,25",pin88,75.0,2.0,0.09,0.05,0.0,2572.0,,Win,2.82,FT,1,terça-feira,Ter,noite,0.09,0.05,0.0,1.82,0.9042031769837082,75.0,136.5
2025-12-02 23:44:00,Asian handicap,0,pin88,50.0,1.0,,0.0,-0.0040983606557378,1876.0,,Void,2.44,FT,1,terça-feira,Ter,noite,,0.0,-0.0040983606557378,0.0,0.8948647374230659,50.0,0.0
2025-12-09 03:02:00,Asian handicap,"-0,75",pin88,50.0,2.0,1.0,0.05,-0.0004977600796415,2398.0,,HalfWin,2.009,FT,1,terça-feira,Ter,madrugada,1.0,0.05,-0.0004977600796415,0.5045,0.9999998496097746,50.0,25.224999999999998
2025-12-09 03:02:00,Asian handicap,"-0,75",pin88,50.0,2.0,1.0,0.05,0.0890990542558486,2398.0,,HalfWin,2.009,FT,1,terça-feira,Ter,madrugada,1.0,0.05,0.0890990542558486,0.5045,0.999999431801379,50.0,25.224999999999998
2025-12-09 03:02:00,Asian handicap,"-0,75",pin88,50.0,2.0,1.0,0.05,-0.0004977600796415,2398.0,,HalfWin,2.009,FT,1,terça-feira,Ter,madrugada,1.0,0.05,-0.0004977600796415,0.5045,0.9999998496097746,50.0,25.224999999999998
2025-12-09 03:05:00,Asian handicap,"-0,75",pin88,125.0,4.0,0.03,0.03,0.0126582278481013,595.0,,Win,2.37,FT,1,terça-feira,Ter,madrugada,0.03,0.03,0.0126582278481013,1.37,0.6786236441177739,125.0,171.25
2025-12-09 03:05:00,Asian handicap,"-0,75",pin88,125.0,4.0,0.03,0.03,0.0126582278481013,595.0,,Win,2.37,FT,1,terça-feira,Ter,madrugada,0.03,0.03,0.0126582278481013,1.37,0.6786236441177739,125.0,171.25
2025-12-09 06:33:00,Asian handicap,"+0,75",bf,237.0,4.0,0.04,0.05,0.08,26.0,,Lose,1.85,FT,1,terça-feira,Ter,manhã,0.04,0.05,0.08,-1.0,0.4188193843077444,237.0,-237.0
2025-12-09 06:33:00,Asian handicap,"+0,75",bf,237.0,4.0,0.04,0.05,0.08,26.0,,Lose,1.85,FT,1,terça-feira,Ter,manhã,0.04,0.05,0.08,-1.0,0.4188193843077444,237.0,-237.0
2025-12-09 07:46:00,Asian handicap,"-1,25",bf,75.0,3.0,0.04,0.04,-0.0366379310344827,718.0,,Lose,2.32,FT,1,terça-feira,Ter,manhã,0.04,0.04,-0.0366379310344827,-1.0,0.7939154458257808,75.0,-75.0
2025-12-09 07:46:00,Asian handicap,"-1,25",bf,75.0,3.0,0.04,0.04,-0.0366379310344827,718.0,,Lose,2.32,FT,1,terça-feira,Ter,manhã,0.04,0.04,-0.0366379310344827,-1.0,0.7939154458257808,75.0,-75.0
2025-12-09 07:46:00,Asian handicap,"-1,25",bf,75.0,3.0,0.04,0.04,-0.0366379310344827,718.0,,Lose,2.32,FT,1,terça-feira,Ter,manhã,0.04,0.04,-0.0366379310344827,-1.0,0.7939154458257808,75.0,-75.0
2025-12-09 07:46:00,Asian handicap,"-1,25",bf,75.0,3.0,0.04,0.04,-0.0366379310344827,718.0,,Lose,2.32,FT,1,terça-feira,Ter,manhã,0.04,0.04,-0.0366379310344827,-1.0,0.7939154458257808,75.0,-75.0
2025-12-09 07:46:00,Asian handicap,"-1,25",bf,75.0,3.0,0.04,0.04,-0.0366379310344827,718.0,,Lose,2.32,FT,1,terça-feira,Ter,manhã,0.04,0.04,-0.0366379310344827,-1.0,0.7939154458257808,75.0,-75.0
2025-12-09 07:46:00,Asian handicap,"-1,25",bf,75.0,3.0,0.04,0.04,-0.0366379310344827,718.0,,Lose,2.32,FT,1,terça-feira,Ter,manhã,0.04,0.04,-0.0366379310344827,-1.0,0.7939154458257808,75.0,-75.0
2025-12-09 11:17:00,Asian handicap,0,bf,82.0,5.0,0.02,0.04,0.0577925153955471,508.0,,Lose,2.111,FT,1,terça-feira,Ter,manhã,0.02,0.04,0.0577925153955471,-1.0,0.4758512391976537,82.0,-82.0
2025-12-09 11:17:00,Asian handicap,0,bf,82.0,5.0,0.02,0.04,0.0577925153955471,508.0,,Lose,2.111,FT,1,terça-feira,Ter,manhã,0.02,0.04,0.0577925153955471,-1.0,0.4758512391976537,82.0,-82.0
2025-12-09 11:17:00,Asian handicap,0,bf,82.0,5.0,0.02,0.04,0.0577925153955471,508.0,,Lose,2.111,FT,1,terça-feira,Ter,manhã,0.02,0.04,0.0577925153955471,-1.0,0.4758512391976537,82.0,-82.0
2025-12-09 11:17:00,Asian handicap,0,bf,82.0,5.0,0.02,0.04,0.0577925153955471,508.0,,Lose,2.111,FT,1,terça-feira,Ter,manhã,0.02,0.04,0.0577925153955471,-1.0,0.4758512391976537,82.0,-82.0
2025-12-09 11:17:00,Asian handicap,0,bf,82.0,5.0,0.02,0.04,0.0577925153955471,508.0,,Lose,2.111,FT,1,terça-feira,Ter,manhã,0.02,0.04,0.0577925153955471,-1.0,0.4758512391976537,82.0,-82.0
2025-12-09 11:17:00,Asian handicap,0,bf,82.0,5.0,0.02,0.04,0.0577925153955471,508.0,,Lose,2.111,FT,1,terça-feira,Ter,manhã,0.02,0.04,0.0577925153955471,-1.0,0.4758512391976537,82.0,-82.0
2025-12-09 12:23:00,Asian handicap,"-0,25",pin88,61.0,1.0,,0.0,0.0,1537.0,,Win,1.813,FT,1,terça-feira,Ter,tarde,,0.0,0.0,0.813,0.740298808861128,61.0,49.592999999999996
2025-12-09 12:23:00,Asian handicap,"-0,25",pin88,61.0,1.0,,0.0,-0.0071704357418643,1537.0,,Win,1.813,FT,1,terça-feira,Ter,tarde,,0.0,-0.0071704357418643,0.813,0.7602227573823068,61.0,49.592999999999996
2025-12-09 13:22:00,Asian handicap,0,pin88,75.0,1.0,,0.0,0.0,1508.0,,Lose,2.37,FT,1,terça-feira,Ter,tarde,,0.0,0.0,-1.0,0.8471634967021662,75.0,-75.0
2025-12-09 13:22:00,Asian handicap,0,pin88,75.0,1.0,,0.0,0.0,1508.0,,Lose,2.37,FT,1,terça-feira,Ter,tarde,,0.0,0.0,-1.0,0.8471634967021662,75.0,-75.0
2025-12-09 13:22:00,Asian handicap,0,pin88,75.0,1.0,,0.0,0.0,1508.0,,Lose,2.37,FT,1,terça-feira,Ter,tarde,,0.0,0.0,-1.0,0.8471634967021662,75.0,-75.0
2025-12-09 14:46:00,Asian handicap,"+0,5",bf,250.0,4.0,1.0,1.0,0.1068592057761732,14.0,,Lose,2.77,FT,1,terça-feira,Ter,tarde,1.0,1.0,0.1068592057761732,-1.0,0.9906018837822744,250.0,-250.0
2025-12-09 15:46:00,Asian handicap,"-0,25",pin88,125.0,3.0,1.0,1.0,-0.0004589261128959,73.0,,Lose,2.179,FT,1,terça-feira,Ter,tarde,1.0,1.0,-0.0004589261128959,-1.0,0.9988639922823512,125.0,-125.0
2025-12-09 16:50:00,Asian handicap,"-0,5",pin88,75.0,1.0,,0.0,0.0519480519480519,174.0,,Win,2.31,FT,1,terça-feira,Ter,tarde,,0.0,0.0519480519480519,1.31,0.5867083578054911,75.0,98.25
2025-12-09 18:31:00,Asian handicap,-1,overtime,2996.0,9.0,1.0,0.02,0.0733668341708542,74.0,,Win,1.99,FT,1,terça-feira,Ter,noite,1.0,0.02,0.0733668341708542,0.99,0.9999910042038757,2996.0,2966.04
2025-12-09 18:38:00,Asian handicap,"-0,25",pin88,156.0,1.0,,0.0,0.0,66.0,,Void,1.8,FT,1,terça-feira,Ter,noite,,0.0,0.0,0.0,0.5878530120005205,156.0,0.0
2025-12-09 22:07:00,Asian handicap,0,pin88,55.0,4.0,0.09,0.09,0.0,832.0,,Void,2.28,FT,1,terça-feira,Ter,noite,0.09,0.09,0.0,0.0,0.8399568976148014,55.0,0.0
2025-12-09 22:07:00,Asian handicap,0,pin88,55.0,4.0,0.09,0.09,0.0,832.0,,Void,2.28,FT,1,terça-feira,Ter,noite,0.09,0.09,0.0,0.0,0.8399568976148014,55.0,0.0
2025-12-16 11:17:00,Asian handicap,"-0,75",pin88,300.0,6.0,0.0,0.02,0.0,463.0,,Win,2.02,FT,1,terça-feira,Ter,manhã,0.0,0.02,0.0,1.02,0.6696209671869404,300.0,306.0
2025-12-16 14:16:00,Asian handicap,"-0,5",sbo,774.0,10.0,1.0,0.03,0.0288108957569407,1844.0,,Lose,1.909,FT,1,terça-feira,Ter,tarde,1.0,0.03,0.0288108957569407,-1.0,0.9999977470151972,774.0,-774.0
2025-12-16 14:24:00,Asian handicap,"-0,5",sing2,279.0,3.0,0.02,0.02,0.0050761421319797,321.0,,Lose,1.97,FT,1,terça-feira,Ter,tarde,0.02,0.02,0.0050761421319797,-1.0,0.4044375528703674,279.0,-279.0
2025-12-16 15:07:00,Asian handicap,"-0,25",sing2,168.0,4.0,0.05,0.05,0.0054644808743169,1463.0,,Lose,1.83,FT,1,terça-feira,Ter,tarde,0.05,0.05,0.0054644808743169,-1.0,0.4063663851557864,168.0,-168.0
2025-12-16 15:36:00,Asian handicap,"-1,5",pin88,167.0,2.0,0.09,0.05,-0.0706967213114753,1284.0,,Win,1.952,FT,1,terça-feira,Ter,tarde,0.09,0.05,-0.0706967213114753,0.952,0.9393467607670728,167.0,158.98399999999998
2025-12-16 15:36:00,Asian handicap,"-1,5",pin88,167.0,2.0,0.09,0.05,0.0,1284.0,,Win,1.952,FT,1,terça-feira,Ter,tarde,0.09,0.05,0.0,0.952,0.8443781105522771,167.0,158.98399999999998
2025-12-16 15:47:00,Asian handicap,0,pin88,67.0,1.0,,0.0,0.0,1432.0,,Win,1.746,FT,1,terça-feira,Ter,tarde,,0.0,0.0,0.746,0.8414020118944245,67.0,49.982
2025-12-16 15:47:00,Asian handicap,0,pin88,67.0,1.0,,0.0,-0.0137457044673539,1432.0,,Win,1.746,FT,1,terça-feira,Ter,tarde,,0.0,-0.0137457044673539,0.746,0.866761730875141,67.0,49.982
2025-12-16 15:50:00,Asian handicap,"-0,75",pin88,279.0,2.0,0.12,0.06,0.0087719298245614,235.0,,Win,2.28,FT,1,terça-feira,Ter,tarde,0.12,0.06,0.0087719298245614,1.2799999999999998,0.8149506784028017,279.0,357.11999999999995
2025-12-16 16:44:00,Asian handicap,0,pin88,269.0,7.0,1.0,0.02,0.0,1996.0,,Void,2.48,FT,1,terça-feira,Ter,tarde,1.0,0.02,0.0,0.0,0.999999850768204,269.0,0.0
2025-12-16 20:03:00,Asian handicap,"+0,5",bf,106.0,4.0,1.0,0.03,0.040909090909091,716.0,,Lose,2.2,FT,1,terça-feira,Ter,noite,1.0,0.03,0.040909090909091,-1.0,0.9999982623666648,106.0,-106.0
2025-12-16 20:03:00,Asian handicap,"+0,5",bf,106.0,4.0,1.0,0.03,0.040909090909091,716.0,,Lose,2.2,FT,1,terça-feira,Ter,noite,1.0,0.03,0.040909090909091,-1.0,0.9999982623666648,106.0,-106.0
2025-12-16 22:43:00,Asian handicap,"-1,25",pin88,93.0,1.0,,0.0,-0.0188261351052048,2656.0,,Win,1.806,FT,1,terça-feira,Ter,noite,,0.0,-0.0188261351052048,0.806,0.920910085608609,93.0,74.958
2025-12-16 22:43:00,Asian handicap,"-1,25",pin88,93.0,1.0,,0.0,0.0,2656.0,,Win,1.806,FT,1,terça-feira,Ter,noite,,0.0,0.0,0.806,0.8980255992996924,93.0,74.958
2025-12-16 23:27:00,Asian handicap,"+0,5",sing2,325.0,6.0,0.05,0.05,0.0052083333333333,2432.0,,Win,1.92,FT,1,terça-feira,Ter,noite,0.05,0.05,0.0052083333333333,0.92,0.5353378400723466,325.0,299.0
2025-12-23 09:33:00,Asian handicap,"-1,25",mbook,1161.0,10.0,1.0,0.03,0.0512953367875647,477.0,,HalfWin,1.93,FT,1,terça-feira,Ter,manhã,1.0,0.03,0.0512953367875647,0.4649999999999999,0.9999963693682632,1161.0,539.8649999999999
2025-12-23 11:14:00,Asian handicap,0,bf,128.0,5.0,0.04,0.05,0.0686486486486486,346.0,,Win,1.85,FT,1,terça-feira,Ter,manhã,0.04,0.05,0.0686486486486486,0.8500000000000001,0.465607806199511,128.0,108.80000000000001
2025-12-23 11:14:00,Asian handicap,0,bf,128.0,5.0,0.04,0.05,0.0686486486486486,346.0,,Win,1.85,FT,1,terça-feira,Ter,manhã,0.04,0.05,0.0686486486486486,0.8500000000000001,0.465607806199511,128.0,108.80000000000001
2025-12-23 11:14:00,Asian handicap,0,bf,128.0,5.0,0.04,0.05,0.0664864864864864,346.0,,Win,1.85,FT,1,terça-feira,Ter,manhã,0.04,0.05,0.0664864864864864,0.8500000000000001,0.4735973304526994,128.0,108.80000000000001
2025-12-23 11:14:00,Asian handicap,0,bf,128.0,5.0,0.04,0.05,0.0686486486486486,346.0,,Win,1.85,FT,1,terça-feira,Ter,manhã,0.04,0.05,0.0686486486486486,0.8500000000000001,0.465607806199511,128.0,108.80000000000001
2025-12-23 11:14:00,Asian handicap,0,bf,128.0,5.0,0.04,0.05,0.0686486486486486,346.0,,Win,1.85,FT,1,terça-feira,Ter,manhã,0.04,0.05,0.0686486486486486,0.8500000000000001,0.465607806199511,128.0,108.80000000000001
2025-12-23 11:14:00,Asian handicap,0,bf,128.0,5.0,0.04,0.05,0.0686486486486486,346.0,,Win,1.85,FT,1,terça-feira,Ter,manhã,0.04,0.05,0.0686486486486486,0.8500000000000001,0.465607806199511,128.0,108.80000000000001
2025-12-23 11:14:00,Asian handicap,0,bf,128.0,5.0,0.04,0.05,0.0686486486486486,346.0,,Win,1.85,FT,1,terça-feira,Ter,manhã,0.04,0.05,0.0686486486486486,0.8500000000000001,0.465607806199511,128.0,108.80000000000001
2025-12-23 11:53:00,Asian handicap,"-0,75",sbo,710.0,6.0,1.0,0.05,0.0385786802030457,157.0,,HalfLose,1.97,FT,1,terça-feira,Ter,manhã,1.0,0.05,0.0385786802030457,-0.5,0.9999919785500352,710.0,-355.0
2025-12-23 12:56:00,Asian handicap,"-0,5",bf,204.0,5.0,1.0,1.0,0.0371549893842886,1404.0,,Win,1.884,FT,1,terça-feira,Ter,tarde,1.0,1.0,0.0371549893842886,0.8839999999999999,0.9994808923486777,204.0,180.33599999999998
2025-12-23 12:56:00,Asian handicap,"-0,5",bf,204.0,5.0,1.0,1.0,0.0371549893842886,1404.0,,Win,1.884,FT,1,terça-feira,Ter,tarde,1.0,1.0,0.0371549893842886,0.8839999999999999,0.9994808923486777,204.0,180.33599999999998
2025-12-23 12:56:00,Asian handicap,"-0,5",bf,204.0,5.0,1.0,1.0,0.0371549893842886,1404.0,,Win,1.884,FT,1,terça-feira,Ter,tarde,1.0,1.0,0.0371549893842886,0.8839999999999999,0.9994808923486777,204.0,180.33599999999998
2025-12-23 12:56:00,Asian handicap,"-0,5",bf,204.0,5.0,1.0,1.0,0.0371549893842886,1404.0,,Win,1.884,FT,1,terça-feira,Ter,tarde,1.0,1.0,0.0371549893842886,0.8839999999999999,0.9994808923486777,204.0,180.33599999999998
2025-12-23 12:56:00,Asian handicap,"-0,5",bf,204.0,5.0,1.0,1.0,0.0371549893842886,1404.0,,Win,1.884,FT,1,terça-feira,Ter,tarde,1.0,1.0,0.0371549893842886,0.8839999999999999,0.9994808923486777,204.0,180.33599999999998
2025-12-23 12:56:00,Asian handicap,"-0,5",bf,204.0,5.0,1.0,1.0,0.0371549893842886,1404.0,,Win,1.884,FT,1,terça-feira,Ter,tarde,1.0,1.0,0.0371549893842886,0.8839999999999999,0.9994808923486777,204.0,180.33599999999998
2025-12-23 12:56:00,Asian handicap,"-0,5",bf,204.0,5.0,1.0,1.0,0.0371549893842886,1404.0,,Win,1.884,FT,1,terça-feira,Ter,tarde,1.0,1.0,0.0371549893842886,0.8839999999999999,0.9994808923486777,204.0,180.33599999999998
2025-12-23 12:56:00,Asian handicap,"-0,5",bf,204.0,5.0,1.0,1.0,0.0371549893842886,1404.0,,Win,1.884,FT,1,terça-feira,Ter,tarde,1.0,1.0,0.0371549893842886,0.8839999999999999,0.9994808923486777,204.0,180.33599999999998
2025-12-23 12:56:00,Asian handicap,"-0,5",bf,204.0,5.0,1.0,1.0,0.0371549893842886,1404.0,,Win,1.884,FT,1,terça-feira,Ter,tarde,1.0,1.0,0.0371549893842886,0.8839999999999999,0.9994808923486777,204.0,180.33599999999998
2025-12-23 12:56:00,Asian handicap,"-0,5",bf,204.0,5.0,1.0,1.0,0.0371549893842886,1404.0,,Win,1.884,FT,1,terça-feira,Ter,tarde,1.0,1.0,0.0371549893842886,0.8839999999999999,0.9994808923486777,204.0,180.33599999999998
2025-12-23 12:56:00,Asian handicap,"-0,5",bf,204.0,5.0,1.0,1.0,0.0371549893842886,1404.0,,Win,1.884,FT,1,terça-feira,Ter,tarde,1.0,1.0,0.0371549893842886,0.8839999999999999,0.9994808923486777,204.0,180.33599999999998
2025-12-23 12:56:00,Asian handicap,"-0,5",bf,204.0,5.0,1.0,1.0,0.0371549893842886,1404.0,,Win,1.884,FT,1,terça-feira,Ter,tarde,1.0,1.0,0.0371549893842886,0.8839999999999999,0.9994808923486777,204.0,180.33599999999998
2025-12-23 12:56:00,Asian handicap,"-0,5",bf,204.0,5.0,1.0,1.0,0.0371549893842886,1404.0,,Win,1.884,FT,1,terça-feira,Ter,tarde,1.0,1.0,0.0371549893842886,0.8839999999999999,0.9994808923486777,204.0,180.33599999999998
2025-12-23 13:14:00,Asian handicap,"-0,5",bf,53.0,2.0,0.14,0.07,0.0771428571428571,105.0,,Win,2.45,FT,1,terça-feira,Ter,tarde,0.14,0.07,0.0771428571428571,1.4500000000000002,0.662880868030902,53.0,76.85000000000001
2025-12-23 13:14:00,Asian handicap,"-0,5",bf,53.0,2.0,0.14,0.07,0.0779591836734694,105.0,,Win,2.45,FT,1,terça-feira,Ter,tarde,0.14,0.07,0.0779591836734694,1.4500000000000002,0.6601691457074641,53.0,76.85000000000001
2025-12-23 13:14:00,Asian handicap,"-0,5",bf,53.0,2.0,0.14,0.07,0.0779591836734694,105.0,,Win,2.45,FT,1,terça-feira,Ter,tarde,0.14,0.07,0.0779591836734694,1.4500000000000002,0.6601691457074641,53.0,76.85000000000001
2025-12-23 13:14:00,Asian handicap,"-0,5",bf,53.0,2.0,0.14,0.07,0.0844897959183674,105.0,,Win,2.45,FT,1,terça-feira,Ter,tarde,0.14,0.07,0.0844897959183674,1.4500000000000002,0.6381079237847868,53.0,76.85000000000001
2025-12-23 13:14:00,Asian handicap,"-0,5",bf,53.0,2.0,0.14,0.07,0.0779591836734694,105.0,,Win,2.45,FT,1,terça-feira,Ter,tarde,0.14,0.07,0.0779591836734694,1.4500000000000002,0.6601691457074641,53.0,76.85000000000001
