month,bets,stake,profit,roi_turnover,giro
2025-08,33,12601.710144927538,1158.64647826087,0.0919435905869689,1.019388496799456
2025-09,64,21919.6231884058,95.37355072463794,0.004351057949531038,1.773141222537457
2025-10,467,127521.4927536232,2427.0761231884044,0.019032682811183962,10.31557949776079
2025-11,426,143196.02898550726,-5928.480652173916,-0.04140115263094294,11.58353771483505
2025-12,234,61810.14492753624,7704.841768115941,0.12465335224741492,5.0
