p_high_last30,T00,T01,T10,T11,profit_mean,profit_sd,profit_p05,profit_p50,profit_p95,profit_p_neg,roi_mean,roi_sd,roi_p05,roi_p50,roi_p95,roi_p_neg
0.30566241901551555,0.6486486486486487,0.35135135135135137,0.6842105263157895,0.3157894736842105,1682.6373505299998,3096.5996571977885,-3069.456125,1472.8234999999997,7099.081699999997,0.29376,0.035203487263708574,0.06804674080812131,-0.06665654483821176,0.031182177581077348,0.1515229005177322,0.29376
