cap_Seg,cap_Ter,cap_Qua,cap_Sab,bank_min,mean_profit,sd_profit,p_neg,mean_stake,mean_roi_turn,sharpe_ann_bank,sharpe_ann_turn
1000,200,200,700,20000.0,2711.103372766667,2735.891040117272,0.14893333333333333,55507.75436666667,0.052804576752278856,3.432716228349452,3.4073717442087563
1000,200,200,1000,20000.0,2555.6893575666654,3011.166367407155,0.18606666666666666,58091.10223333333,0.04841735877789697,2.9401124186174785,2.9583719916116173
1000,200,300,200,20000.0,2040.0548921666661,2168.6335626017744,0.1715,44983.36806666667,0.04856218632974546,3.2587144129807655,3.2363211519869095
1000,200,300,300,20000.0,2231.3416414999997,2197.7938194281014,0.15043333333333334,49481.340566666666,0.048501128710060834,3.516978761117652,3.466268520993935
1000,200,300,400,20000.0,2474.339508233333,2302.1111052261995,0.13513333333333333,52403.431566666666,0.05061660388629273,3.723262299292043,3.6510817980030463
1000,200,300,500,20000.0,2668.556447899999,2452.9074511022536,0.1306,54727.4285,0.05218214403160778,3.768650422217377,3.6952102075051503
1000,200,300,700,20000.0,2793.532121666666,2736.4952344076314,0.14486666666666667,57881.112433333336,0.051800110705874286,3.5363040333229345,3.4972808634799097
1000,200,300,1000,20000.0,2638.1181064666657,2997.451015554741,0.1802,60464.4603,0.04758593886068156,3.048826868599894,3.052056095018411
1000,200,400,200,20000.0,2267.522794833333,2188.895680808917,0.14973333333333333,46695.3247,0.05153762863883958,3.588535280512316,3.531360219620082
1000,200,400,300,20000.0,2458.8095441666665,2219.2949877164615,0.13093333333333335,51193.2972,0.05116215980195172,3.8379603254220855,3.753040043507437
1000,200,400,400,20000.0,2701.8074109,2323.559741055001,0.11886666666666666,54115.3882,0.05305271215811242,4.028015828695794,3.927016057284039
1000,200,400,500,20000.0,2896.0243505666663,2473.6624867727296,0.11713333333333334,56439.38513333334,0.054456910755241915,4.055574551467889,3.958663660897817
1000,200,400,700,20000.0,3021.0000243333325,2748.4243382805807,0.1296,59593.06906666666,0.05395406851401795,3.8076547779995455,3.748052613907478
1000,200,400,1000,20000.0,2865.5860091333325,2998.057911005576,0.16286666666666666,62176.416933333334,0.049747915350588985,3.3110371504549865,3.291657357524896
1000,200,500,200,20000.0,2486.881915166666,2238.241984292706,0.13196666666666668,48182.54523333333,0.05436712219256324,3.848918802989945,3.7674501876355455
1000,200,500,300,20000.0,2678.1686644999995,2270.201871750861,0.11743333333333333,52680.517733333334,0.053716435706344566,4.086618248248853,3.9806282431307403
1000,200,500,400,20000.0,2921.166531233333,2374.052031650861,0.107,55602.608733333334,0.055412315378837014,4.262424565267457,4.145555017233313
1000,200,500,500,20000.0,3115.3834708999993,2522.6909731960536,0.1063,57926.60566666667,0.056675585272088685,4.277973413305364,4.169201427553936
1000,200,500,700,20000.0,3240.3591446666665,2786.9413418470663,0.11833333333333333,61080.2896,0.056062570035537725,4.02768912934019,3.9557008826237534
1000,200,500,1000,20000.0,3084.9451294666665,3024.816231604243,0.1498,63663.63746666667,0.05185154363405358,3.532962860335187,3.496954272889215
1000,200,700,200,20000.0,2753.080236766666,2346.7164099944957,0.11756666666666667,50165.75896666667,0.057773823199471414,4.063954917675634,3.960643334632028
1000,200,700,300,20000.0,2944.3669861,2373.527207772691,0.10423333333333333,54663.731466666664,0.05680350096664119,4.297227518060997,4.17089067920193
1000,200,700,400,20000.0,3187.3648528333338,2467.1557796801144,0.09603333333333333,57585.822466666665,0.05825575398171157,4.475337887324187,4.337748594246532
1000,200,700,500,20000.0,3381.5817924999997,2604.5079857700084,0.0946,59909.8194,0.05934132639842392,4.497641402184625,4.36781930785104
1000,200,700,700,20000.0,3506.557466266666,2847.7678552911034,0.10583333333333333,63063.503333333334,0.058581456871429904,4.265471063555501,4.169574941799289
1000,200,700,1000,20000.0,3351.143451066666,3059.9198353730517,0.13313333333333333,65646.8512,0.054357987256580656,3.7937926697295534,3.728172971197262
1000,200,1000,200,20000.0,2648.903405433333,2634.8082296458806,0.15706666666666666,51787.6131,0.05465040549269786,3.4826331806086612,3.4341548599309495
1000,200,1000,300,20000.0,2840.190154766666,2640.175969308657,0.13896666666666666,56285.5856,0.053885724180745845,3.726534676778333,3.654259096945955
1000,200,1000,400,20000.0,3083.1880215000006,2702.0643055247106,0.12376666666666666,59207.6766,0.05539909451224453,3.9527100014658973,3.856086656591779
1000,200,1000,500,20000.0,3277.404961166666,2807.1375364140763,0.1181,61531.673533333334,0.05652729896101615,4.044427347133459,3.940038657187806
1000,200,1000,700,20000.0,3402.3806349333327,3008.378248173748,0.1256,64685.35746666667,0.05586881416006322,3.9177893471144616,3.8294793992969427
1000,200,1000,1000,20000.0,3246.9666197333327,3179.1400983707254,0.14823333333333333,67268.70533333333,0.05179968712395816,3.5380077516813424,3.4739776971197798
