strategy,rules,oos_bets,oos_meanROI_unit,oos_sdROI_unit,oos_meanROI_wStakeMax,oos_sdROI_wStakeMax,dec_bets,B_star_giro5,dec_giro,dec_stake_total,dec_profit_realized,dec_roi_turnover_realized,dec_roi_bank_realized,dec_sd_pnl_per_bet,dec_sd_pnl_per_day
S1_lucro_max_diversificada,"[(0.5, 'FT', 'Sáb'), (0.2, 'FT', 'Ter'), (0.2, 'FT', 'Sex'), (0.2, 'FT', 'Seg'), (0.45, 'FH', 'Ter')]",469,0.17526012793176973,0.8969154058343856,-0.025325668031928265,0.9905339271182837,234,12362.028985507248,5.0,61810.14492753624,7704.841768115943,0.12465335224741494,0.6232667612370747,314.462885817622,519.0197606148782
S2_lucro_alto_banca_menor,"[(0.4, 'FT', 'Ter'), (0.2, 'FT', 'Sex'), (0.2, 'FT', 'Seg'), (0.45, 'FH', 'Ter')]",366,0.1799617486338798,0.898021182232526,0.05007449440682098,0.9162442567364093,186,7295.081967213116,5.0,36475.40983606558,6113.289278688524,0.16760029033707863,0.8380014516853931,210.08742100226092,410.0539366443203
