ts,DOW_name,Tipo,score_raw,score_cal,StakeMax_USD,ROI
2025-09-12 13:03:00,Sex,FT,0.8465819202923237,0.5,1090.0,-1.0
2025-09-12 13:07:00,Sex,FH,0.3918998725299447,0.35,96.0,-0.5
2025-09-12 13:08:00,Sex,FH,0.5518900741364494,0.375,217.0,-0.5
2025-09-12 13:09:00,Sex,FH,0.5786946975714102,0.375,150.0,1.25
2025-09-12 13:10:00,Sex,FH,0.4798624536939906,0.375,144.0,-1.0
2025-09-12 13:12:00,Sex,FT,0.4292481684434591,0.375,148.0,-1.0
2025-09-12 13:13:00,Sex,FH,0.0266174345861872,0.0,189.0,1.0750000000000002
2025-09-12 13:13:00,Sex,FT,0.3959365030488729,0.35,808.0,-1.0
2025-09-12 20:09:00,Sex,FH,0.4750700917119159,0.375,78.0,-1.0
2025-09-12 20:10:00,Sex,FT,0.4192536081810095,0.375,296.0,-1.0
2025-09-12 20:10:00,Sex,FH,0.5143446498793701,0.375,180.0,-0.5
2025-09-12 20:25:00,Sex,FT,0.4157785688167777,0.375,223.0,0.74
2025-09-13 00:39:00,Sáb,FT,0.3233628603579896,0.3333333333333333,119.0,-1.0
2025-09-19 10:32:00,Sex,FH,0.4735389318710454,0.375,391.0,0.839
2025-09-19 10:33:00,Sex,FH,0.2901586220176423,0.09433962264150944,151.0,1.149
2025-09-19 10:59:00,Sex,FH,0.5415770255698581,0.375,175.0,0.99
2025-09-19 11:32:00,Sex,FT,0.3751692450048475,0.35,1414.0,1.19
2025-09-19 11:33:00,Sex,FH,0.360464006450141,0.35,190.0,-1.0
2025-09-19 11:34:00,Sex,FT,0.3705716687331953,0.35,949.0,-1.0
2025-09-19 11:35:00,Sex,FH,0.3813457921180138,0.35,155.0,-1.0
2025-09-19 11:46:00,Sex,FT,0.379703097446028,0.35,274.0,0.94
2025-09-19 12:45:00,Sex,FT,0.4954007307933637,0.375,374.0,1.63
2025-09-19 13:10:00,Sex,FT,0.8785989723689059,0.5,273.0,-1.0
2025-09-19 13:53:00,Sex,FT,0.9604839293528488,0.5,161.0,-1.0
2025-09-19 14:17:00,Sex,FT,0.3013298720308972,0.09663359869574405,350.0,-0.5
2025-09-19 14:23:00,Sex,FH,0.4856561836793595,0.375,347.0,0.0
2025-09-19 16:08:00,Sex,FH,0.4399139328004194,0.375,109.0,0.0
2025-09-19 16:14:00,Sex,FT,0.3148781561071346,0.3333333333333333,50.0,1.09
2025-09-19 16:24:00,Sex,FT,0.2876104945505734,0.09433962264150944,75.0,-1.0
2025-09-19 16:25:00,Sex,FT,0.1816948797423206,0.09433962264150944,121.0,1.098
2025-09-19 16:31:00,Sex,FH,0.5792998472016582,0.375,126.0,0.94
2025-09-19 16:58:00,Sex,FT,0.57911146019648,0.375,632.0,1.02
2025-09-19 17:55:00,Sex,FH,0.2799613925291461,0.09433962264150944,50.0,-1.0
2025-09-19 17:56:00,Sex,FH,0.2799383625065288,0.09433962264150944,81.0,0.0
2025-09-19 18:09:00,Sex,FH,0.2728695727137828,0.09433962264150944,124.0,-1.0
2025-09-19 18:10:00,Sex,FH,0.1389512156261569,0.0,259.0,0.0
2025-09-20 11:01:00,Sáb,FH,0.2443479499175802,0.09433962264150944,50.0,0.0
2025-09-20 11:03:00,Sáb,FT,0.0607611448035141,0.0,750.0,1.219
2025-09-20 11:12:00,Sáb,FT,0.1682552552722459,0.09433962264150944,29.0,1.21
2025-09-20 11:13:00,Sáb,FT,0.4089759644777186,0.35,316.0,1.0099999999999998
2025-09-20 11:16:00,Sáb,FT,0.0691708166416745,0.0,116.0,-1.0
2025-09-20 11:17:00,Sáb,FT,0.386263925765075,0.35,750.0,-0.5
2025-09-20 11:22:00,Sáb,FT,0.9051814734477716,0.5,725.0,-1.0
2025-09-20 11:24:00,Sáb,FT,0.4570049477061036,0.375,1028.0,-0.5
2025-09-20 11:38:00,Sáb,FH,0.2024514023658731,0.09433962264150944,26.0,0.0
2025-09-20 11:38:00,Sáb,FT,0.5413313151237776,0.375,560.0,-1.0
2025-09-20 11:41:00,Sáb,FT,0.258524736083128,0.09433962264150944,75.0,0.0
2025-09-20 11:48:00,Sáb,FH,0.1303631484379105,0.0,79.0,1.16
2025-09-20 11:49:00,Sáb,FH,0.3523216974477119,0.35,50.0,1.1789999999999998
2025-09-20 11:50:00,Sáb,FH,0.3481566152743047,0.35,50.0,0.0
2025-09-20 11:53:00,Sáb,FH,0.4385855965339186,0.375,150.0,-0.5
2025-09-20 11:55:00,Sáb,FT,0.4586192928393463,0.375,246.0,1.1230000000000002
2025-09-20 11:58:00,Sáb,FT,0.208104057500777,0.09433962264150944,101.0,0.0
2025-09-20 12:04:00,Sáb,FH,0.4245886013314706,0.375,273.0,-1.0
2025-09-20 12:08:00,Sáb,FH,0.4873826360500788,0.375,330.0,1.02
2025-09-20 12:08:00,Sáb,FT,0.3628920514030888,0.35,50.0,1.1789999999999998
2025-09-20 12:09:00,Sáb,FH,0.3659418862908093,0.35,50.0,0.0
2025-09-20 12:15:00,Sáb,FH,0.2226663648038054,0.09433962264150944,67.0,0.0
2025-09-20 12:16:00,Sáb,FT,0.4116187867279206,0.36133343996075334,50.0,1.04
2025-09-20 12:19:00,Sáb,FH,0.1099411487609705,0.0,252.0,-1.0
2025-09-20 12:28:00,Sáb,FT,0.7275328958792915,0.5,1581.0,-1.0
2025-09-20 12:30:00,Sáb,FT,0.4084947553259059,0.35,250.0,-1.0
2025-09-20 12:39:00,Sáb,FT,0.3013725142977142,0.09977299416827977,75.0,-0.5
2025-09-20 12:46:00,Sáb,FH,0.0602875793806285,0.0,109.0,0.0
2025-09-20 12:47:00,Sáb,FT,0.353178330043878,0.35,117.0,-1.0
2025-09-20 12:47:00,Sáb,FT,0.2009437002134706,0.09433962264150944,75.0,1.31
2025-09-20 12:49:00,Sáb,FH,0.2398719812259319,0.09433962264150944,63.0,-1.0
2025-09-20 12:57:00,Sáb,FT,0.4710080127803312,0.375,1001.0,-1.0
2025-09-20 13:05:00,Sáb,FT,0.3304192803921695,0.34276310974131485,25.0,1.1389999999999998
2025-09-20 13:06:00,Sáb,FT,0.2056275039996986,0.09433962264150944,100.0,-1.0
2025-09-20 13:34:00,Sáb,FT,0.4752449293960998,0.375,164.0,-0.5
2025-09-20 13:35:00,Sáb,FT,0.3441824872693195,0.35,168.0,-1.0
2025-09-20 13:40:00,Sáb,FH,0.4983131546028563,0.375,354.0,0.98
