FH_Ter,FT_Seg,FT_Ter,FT_Sex,FT_Sab,mean_profit,sd_profit,p05_profit,p50_profit,p95_profit,p_neg,mean_stake,mean_roi_turn
300,400,150,100,300,2667.3396310499998,3279.407837572349,-3092.6965,2928.7120000000004,7590.671999999998,0.20665,56344.00085,0.048589004613450525
150,300,100,400,400,2667.0390008499994,3399.606649161199,-3463.404950000001,3004.0955000000004,7644.40225,0.21035,86218.5168,0.033299059989767475
100,400,150,200,300,2666.7881921999997,3150.820388992201,-2844.17755,2893.5795,7474.144699999999,0.199,68911.72015,0.0411411149620411
300,250,150,250,300,2666.24892345,3366.505056033091,-3298.30595,2937.1005000000005,7694.907999999999,0.2104,74246.04285,0.03821797291406222
300,250,150,200,300,2665.6897814999998,3349.1371337361047,-3213.5686,2921.6695,7707.94265,0.2107,68648.00135,0.04112261244971047
250,300,150,300,250,2665.1491429999996,3363.2601435378797,-3293.4153,2955.4184999999998,7660.956499999998,0.2117,77446.13935,0.0368906839480344
300,400,300,250,250,2664.7053499000003,4235.517925469374,-4707.91625,2959.6295,9165.805449999998,0.2564,80061.40585,0.035182677505486294
250,300,150,150,300,2664.6540320999998,3301.600545273322,-3159.8836499999998,2924.4269999999997,7646.700499999997,0.20805,62755.7608,0.04440171707327135
300,400,300,200,250,2664.1462079499997,4227.484263199554,-4659.8519750000005,2959.6860000000006,9181.288050000001,0.2579,74463.36435,0.03761048284754301
100,200,100,300,400,2663.6783976499996,2964.508750526514,-2532.6633499999994,2860.29,7207.9454000000005,0.1857,77288.50585,0.03667710495023767
150,400,100,300,300,2663.5738822499998,3117.346224663542,-2871.3495500000004,2920.1515,7304.338349999998,0.19605,77251.4352,0.0370105934417314
250,400,100,250,300,2662.5216562,3228.796354824579,-3068.21375,2940.37,7460.0215499999995,0.2026,73186.7105,0.0387873810760537
250,500,250,300,250,2662.2331179499997,4013.2523762750766,-4358.0706,2972.3015000000005,8743.852499999999,0.2473,83641.83015,0.03396769879077972
250,400,100,200,300,2661.96251425,3211.215431030547,-3016.75305,2914.0694999999996,7457.336,0.2015,67588.669,0.0418005550179652
250,500,250,150,300,2661.7380070499994,3972.662706189899,-4239.9806,2952.586,8759.603149999999,0.2478,68951.4516,0.040205205410881115
150,300,150,250,300,2661.6268069,3210.6506585713323,-2999.0068000000006,2905.2300000000005,7486.301549999998,0.2025,74233.2395,0.038221830439954564
100,250,200,300,300,2661.4644322999998,3335.2522393043823,-3192.2463000000002,2897.9875,7749.0050999999985,0.2092,79757.41115,0.03571928923929843
200,400,250,300,250,2661.27760795,3860.6966237740708,-4076.9392000000003,2957.124499999999,8512.06805,0.24085,82546.97115,0.034346896971219044
250,200,300,100,400,2661.20713885,3977.2028560013405,-4082.4071750000003,2833.15125,8946.112024999995,0.24795,63028.3101,0.042889443186777655
150,300,150,200,300,2661.0676649499997,3197.4656362587316,-2955.335,2895.9024999999997,7495.457649999997,0.2024,68635.198,0.04114116367180574
200,200,300,150,400,2661.0562167999997,4024.082133032377,-4182.8396,2845.3419999999996,8995.70365,0.25025,70308.54745,0.03911486106158092
100,250,100,100,400,2661.00033195,2770.4141839194726,-2086.8973,2800.9669999999996,6979.6110499999995,0.17115,53915.6039,0.05067178427334246
250,400,250,100,300,2660.9334191,3776.7689849121584,-3867.48075,2916.3154999999997,8509.734699999999,0.238,60576.35525,0.0448012874833896
150,250,250,300,300,2660.8949375499997,3709.361903904081,-3811.4806,2913.6339999999996,8312.8969,0.23165,82543.12195,0.03435963692531739
200,400,250,150,300,2660.782497049999,3820.46649594978,-3973.4078999999997,2928.7529999999997,8552.78805,0.2403,67856.5926,0.04075727929405773
250,200,200,150,400,2660.6373467,3561.351797964964,-3518.35835,2865.0915,8152.739849999998,0.22535,66735.72565,0.041368799623735276
250,250,250,250,300,2659.8427115,3842.4888670587097,-4031.75745,2931.5769999999998,8527.741250000001,0.23875,78478.39725,0.03589021087050494
300,150,150,300,400,2659.4360119499997,3401.0567334008574,-3336.88385,2911.6754999999994,7756.336799999999,0.2127,80329.32015,0.035152018749360865
250,250,250,200,300,2659.2835695499994,3833.526810728813,-3996.2481,2916.6825,8555.067149999997,0.2406,72880.35575,0.03844055076350511
100,500,200,250,300,2659.2802766000004,3482.100983658301,-3426.60045,2914.42,7962.530349999999,0.22055,77643.2195,0.03657276170278424
300,500,200,100,300,2659.2725735,3619.08875092954,-3683.16225,2942.7069999999994,8149.749649999997,0.2268,59477.4587,0.04589292711729645
100,300,400,300,300,2659.1156283499995,4213.378665325881,-4597.415449999999,2905.20125,9159.05295,0.25945,86985.271,0.03251741372696332
300,300,250,250,250,2658.8156182999996,3911.542102122027,-4170.60855,2960.7855,8602.655549999998,0.2425,77369.9995,0.03638765422942339
100,500,200,200,300,2658.7211346500003,3479.766920498709,-3413.3718499999995,2896.773,8001.973349999995,0.22005,72045.178,0.03924056418427754
150,500,250,250,300,2658.71078185,3855.372022886322,-4063.5368500000004,2955.5354999999995,8567.542599999997,0.24045,80428.9303,0.03510839673330312
300,300,250,200,250,2658.25647635,3898.912904168241,-4134.323700000002,2932.922,8638.1345,0.24295,71771.958,0.039002896933757775
150,400,100,400,400,2658.25313785,3430.7672859870313,-3522.2176999999992,2991.5905,7658.120549999999,0.21275,87166.74275,0.03285274466200826
150,500,250,200,300,2658.1516398999997,3854.632015799347,-4039.1301000000008,2942.5249999999996,8590.4609,0.24155,74830.8888,0.03755322662597829
150,200,200,250,400,2657.6101215,3452.5097681992615,-3379.977,2869.4539999999997,7946.374349999997,0.2169,78213.20435,0.03588455370613551
150,200,200,200,400,2657.0509795499997,3449.7485065545366,-3331.8477000000003,2838.1615,8003.4654,0.2177,72615.16285,0.03847935197555374
250,400,150,300,250,2656.3632799999996,3419.4534645607555,-3379.9083499999997,2952.9395,7744.991300000001,0.21425,78394.3653,0.03632356983700417
200,300,300,100,300,2656.2012566999997,3901.606184102966,-4040.8434500000003,2870.42375,8773.664,0.2449,61086.9441,0.044324302325298603
100,250,200,400,400,2656.1436879000003,3629.3340813495784,-3829.162150000001,2982.7079999999996,8013.2517499999985,0.2243,89672.7187,0.03187209167657341
200,300,200,300,250,2656.1265754499996,3529.0705462876354,-3560.9668999999994,2946.2425,7965.611849999998,0.22115,79484.7382,0.03575388230551087
250,400,150,150,300,2655.8681691,3361.5129298652355,-3275.8527500000005,2918.2265,7701.802199999998,0.2133,63703.98675,0.04361606632775859
250,300,200,100,300,2655.7823866,3424.692491367186,-3317.7304999999997,2895.4494999999997,7906.103099999997,0.2167,57514.1223,0.04730868271391029
200,300,200,150,300,2655.6314645499997,3480.475222237937,-3411.3300000000004,2899.092,7971.561999999999,0.2204,64794.35965,0.04278077637473442
150,250,250,400,400,2655.5741931499997,3971.7295370742636,-4439.9714,2990.5794999999994,8550.7381,0.24155,92458.4295,0.03079399412133788
250,150,250,300,400,2653.0298,3869.427836747117,-4079.8050000000007,2911.5819999999994,8528.930499999999,0.23925,84561.67455,0.03319054860978435
100,200,150,250,400,2652.9454593,3107.2926376320315,-2769.50855,2831.4374999999995,7440.9805,0.19645,75218.5361,0.03735464201707075
300,200,150,100,400,2652.9377562,3213.0124819988264,-2943.745850000001,2858.2909999999997,7578.472999999998,0.20385,57052.7753,0.04750514808189464
150,400,150,250,300,2652.8409439,3265.7445604027957,-3121.2780499999994,2909.3725000000004,7559.313799999999,0.2063,75181.46545,0.03763507143715748
100,200,150,200,400,2652.3863173499994,3101.6263824311773,-2702.7762,2822.2385,7463.168149999998,0.1977,69620.4946,0.04018876426531895
150,400,150,200,300,2652.28180195,3255.5635693251925,-3070.797,2901.0775000000003,7570.13735,0.2069,69583.42395,0.0404747148946914
100,500,100,300,300,2650.8421624999996,3082.0522292293035,-2788.3608000000004,2895.7014999999997,7289.11255,0.19455,77390.2248,0.03694878299993958
300,400,250,250,250,2650.0297552999996,3971.787218461757,-4291.00175,2953.7389999999996,8697.455199999999,0.24665,78318.22545,0.035806963325311796
100,300,300,300,250,2649.5356692999994,3874.692639683123,-4024.0717,2878.2494999999994,8636.654799999995,0.24175,82301.58375,0.03435164291010616
300,400,250,200,250,2649.4706133499994,3961.6349784903973,-4252.79245,2946.1914999999995,8725.665149999999,0.2469,72720.18395,0.03834749008994799
150,200,100,300,400,2649.1720073999995,3065.1645156506233,-2742.2444000000005,2872.2275000000004,7286.9352499999995,0.19275,77960.20965,0.03613930658488319
100,300,300,150,300,2649.0405584,3840.1449140427526,-3875.29565,2835.17875,8719.479274999994,0.2444,67611.2052,0.04077614492636372
200,500,300,300,250,2648.71509255,4188.5580166578975,-4656.6232,2946.1767499999996,9050.438375,0.25795,85100.64495,0.03321223619824953
250,500,300,100,300,2648.3709037,4117.327107846229,-4441.017175,2910.7532499999993,9045.412849999997,0.2557,63130.02905,0.04283227032060835
250,500,200,300,250,2648.2962224499997,3738.678550535051,-3923.7447499999994,2946.0910000000003,8239.643749999997,0.23325,81527.82315,0.03481368697625968
200,500,300,150,300,2648.21998165,4156.266222809999,-4528.343749999999,2928.2772500000005,9090.786299999998,0.25645,70410.2664,0.03914735216192623
250,200,100,250,400,2648.1197813500003,3172.594471280257,-2928.5796499999997,2877.4965,7433.062449999999,0.2001,73895.48495,0.03788900610914411
250,500,200,150,300,2647.8011115499994,3693.2390236355327,-3835.96675,2938.166,8218.680449999996,0.2323,66837.4446,0.04145087953495742
250,200,100,200,400,2647.560639399999,3158.7208508339872,-2867.7771,2850.8514999999998,7451.0444,0.2007,68297.44345,0.04080888152495129
200,400,300,100,300,2647.4153937,3964.5627631243915,-4145.832850000001,2873.60625,8857.609750000001,0.24915,62035.17005,0.04348485336786606
200,400,200,300,250,2647.34071245,3586.521408581279,-3666.755800000001,2936.0040000000004,8047.587049999999,0.2264,80432.96415,0.03520998283555217
250,400,200,100,300,2646.9965236,3488.386838350888,-3446.3956,2910.924,7983.470499999999,0.22195,58462.34825,0.04638912914784305
150,250,200,300,300,2646.9580420499997,3439.91595611591,-3412.74725,2897.4115,7858.793999999998,0.21635,80429.11495,0.03520781101172214
200,400,200,150,300,2646.8456015499996,3541.2659431430866,-3542.9202000000005,2902.0995000000003,8041.109399999998,0.22535,65742.5856,0.042035259301917614
250,200,250,100,400,2646.5315442499996,3710.064709777873,-3684.8634999999995,2827.1184999999996,8452.875849999999,0.23485,61285.1297,0.043918299806998067
150,250,100,100,400,2646.4939416999996,2873.4349635814074,-2321.03945,2814.0805,7079.276599999999,0.17955,54587.3077,0.04968776790185977
200,200,250,150,400,2646.3806221999994,3762.2850010779434,-3818.5572000000006,2817.6084999999994,8513.2953,0.23835,68565.36705,0.03993475365469709
200,250,300,250,300,2646.3246861000002,4022.274009989751,-4294.693975,2903.768,8839.900924999998,0.24995,79937.21205,0.03505012842768113
250,250,200,250,300,2645.9058159999995,3564.8435046412264,-3629.590400000001,2917.808,8050.47785,0.22485,76364.39025,0.036826481690539786
200,250,300,200,300,2645.76554415,4016.950749548323,-4258.463025,2890.8697499999994,8915.8869,0.251,74339.17055,0.03748276960279069
100,500,100,400,400,2645.5214180999997,3384.0410307803363,-3428.4299499999997,2955.2705,7609.999149999998,0.2113,87305.53235,0.032796202800127815
250,250,200,200,300,2645.3466740499994,3552.8781820465792,-3556.8709,2907.1315000000004,8059.387,0.2253,70766.34875,0.039532965130381605
300,300,200,250,250,2644.8787228,3629.4177239279056,-3722.4391,2944.28,8128.797599999997,0.22885,75255.9925,0.03736012171539464
150,500,200,250,300,2644.7738863499994,3585.6073754729246,-3652.8518499999996,2933.2779999999993,8082.046099999999,0.22635,78314.9233,0.03602620066817082
300,300,200,200,250,2644.31958085,3613.538470966071,-3681.345900000001,2931.7259999999997,8124.786749999999,0.2289,69657.951,0.04013894584408043
150,500,200,200,300,2644.2147443999993,3582.527298177917,-3643.69775,2912.3450000000003,8106.043499999996,0.22645,72716.8818,0.038620954978458924
200,300,100,250,300,2643.1138991999997,3103.3308958825537,-2837.0896000000002,2896.2475,7267.85705,0.19585,71954.11895,0.039192256853328424
200,300,100,200,300,2642.55475725,3084.2808577753844,-2769.66695,2873.2365,7275.080199999998,0.1948,66356.07745,0.04229166251607925
100,250,150,300,300,2642.29337985,3091.881764155127,-2802.12305,2867.937,7317.364799999999,0.19595,77434.4467,0.03663198656251138
150,250,200,400,400,2641.6372976499997,3728.2465873050664,-4034.8012,2992.2235,8109.937299999997,0.2306,90344.4225,0.03144715458913889
200,300,250,100,300,2641.5256620999994,3633.018739280505,-3623.861450000001,2862.4555,8287.839899999999,0.2314,59343.7637,0.045448983160750786
250,200,150,150,400,2641.4662942499995,3306.5401505355803,-3110.5842,2837.1395,7699.781499999999,0.212,64412.7612,0.04263711324266543
100,400,300,300,250,2640.7498063000003,3933.1296643547053,-4135.603525,2872.5625,8727.556249999994,0.24625,83249.8097,0.033834558282278174
100,400,300,150,300,2640.2546953999995,3901.414958624211,-4036.9593249999994,2835.404,8802.345924999998,0.24775,68559.43115,0.04007760370708657
100,500,150,250,300,2640.10922415,3236.771223713165,-3031.5217499999994,2878.876,7543.63855,0.20615,75320.25505,0.037566974593277666
300,500,150,100,300,2640.10152105,3357.6552303433236,-3291.8832999999995,2908.3599999999997,7666.5776,0.21395,57154.49425,0.0475776609978283
300,250,300,300,250,2639.6513956,4156.900536233074,-4587.4048,2934.6054999999997,8993.465849999999,0.2553,82986.0909,0.03391112645518655
100,500,150,200,300,2639.5500822,3230.8647707925966,-3021.1025999999993,2873.7079999999996,7559.18275,0.20745,69722.21355,0.04041080597973314
200,150,300,300,400,2639.5117746,4046.763714097441,-4346.279875,2885.5729999999994,8846.503874999997,0.25035,86020.48935,0.03245765542033003
300,250,300,150,300,2639.1562846999996,4112.757132819551,-4447.75395,2892.048,9033.1789,0.2565,68295.71235,0.04013453697865883
250,150,200,300,400,2639.0929045,3598.8335975404966,-3689.272450000001,2888.108,8070.82875,0.2253,82447.66755,0.03396315204288892
150,200,150,250,400,2638.43906905,3207.5030469719413,-2986.105399999999,2842.7280000000005,7526.50505,0.20395,75890.2399,0.036795677086465334
150,200,150,200,400,2637.8799271,3201.1037951285402,-2932.3869500000005,2829.0225,7560.151949999998,0.20545,70292.1984,0.03955220785748516
250,250,100,300,300,2637.4677019,3170.062542847535,-3025.1888999999996,2908.8950000000004,7328.706949999996,0.2001,76111.39555,0.0371644938583215
100,250,150,400,400,2636.9726354499994,3414.0627855374823,-3470.5876000000007,2962.2675,7669.297299999999,0.2145,87349.75425,0.03255545358743251
200,300,150,300,250,2636.9555229999996,3283.2447454502276,-3178.3567,2918.5915,7527.687799999999,0.20855,77161.77375,0.03667875237971266
250,300,150,100,300,2636.61133415,3162.13984571192,-2909.2847500000003,2889.9055,7415.249149999999,0.201,55191.15785,0.049081757608887104
200,300,150,150,300,2636.4604120999998,3226.6252928038566,-3022.3711,2881.4285,7516.508749999997,0.2055,62471.3952,0.044184114565789426
300,300,100,300,250,2636.4406086999998,3228.3993870620147,-3094.27975,2921.7699999999995,7405.479199999997,0.20425,75002.9978,0.037744965638260644
150,500,100,300,300,2636.3357722499995,3186.5599173589203,-2992.2125499999997,2899.2995,7393.028799999997,0.20235,78061.9286,0.03639324828161793
300,400,200,250,250,2636.0928597999996,3689.5930127228826,-3853.6031500000004,2939.9995,8192.6012,0.23275,76204.21845,0.03676055081985363
300,300,100,150,300,2635.9454978,3156.6078986235393,-2934.99795,2881.2655,7364.839249999999,0.19935,60312.61925,0.04574837373519545
300,400,200,200,250,2635.5337178499994,3676.4359973171454,-3814.305349999999,2929.9804999999988,8210.439749999998,0.23275,70606.17695,0.03945949342203496
250,500,100,250,300,2635.2835462000003,3298.6321900746243,-3176.892,2910.6870000000004,7548.7436499999985,0.20835,73997.2039,0.03811416551614791
150,300,300,300,250,2635.02927905,3981.032890643917,-4249.014700000001,2904.9397499999995,8733.606049999999,0.2466,82973.28755,0.03387174345076895
100,300,250,300,250,2634.8600747,3614.2832906123845,-3625.2672500000003,2877.7869999999994,8201.82965,0.2291,80558.40335,0.03494492590360839
250,500,100,200,300,2634.7244042499997,3284.8312881900106,-3181.7389,2895.7039999999997,7528.565849999998,0.2096,68399.1624,0.041045079484760154
150,300,300,150,300,2634.53416815,3945.2582385704045,-4122.7841499999995,2860.72125,8818.164649999999,0.24915,68282.909,0.04011508176554908
100,300,250,150,300,2634.3649638,3575.50061576592,-3467.3629499999997,2826.7215,8253.8899,0.2301,65868.0248,0.0416976935753658
200,400,100,250,300,2634.3280361999996,3154.2681024266903,-2952.22115,2888.7965,7335.367699999999,0.2001,72902.3449,0.038581194732639254
200,500,250,300,250,2634.0394979499997,3930.411416795421,-4231.875349999999,2931.6129999999994,8609.453,0.2449,83357.46455,0.033764819458739215
250,300,300,250,250,2633.977053,4118.151225973486,-4518.69435,2920.7342499999986,8985.6303,0.25445,78908.56285,0.03535934376379938
200,400,100,200,300,2633.7688942499994,3138.4121460912247,-2896.31665,2874.0389999999998,7325.593299999999,0.1993,67304.3034,0.04159449261771806
250,500,250,100,300,2633.6953091,3850.8538502634806,-4047.6544,2891.5414999999994,8585.70625,0.24315,61386.84865,0.04388756124067675
200,500,250,150,300,2633.54438705,3894.4005444929103,-4134.962800000001,2910.269999999999,8612.0652,0.24525,68667.086,0.039993276288940685
250,300,300,200,250,2633.41791105,4108.844412929586,-4471.78945,2901.41225,9004.719824999996,0.2554,73310.52135,0.037836812144293575
100,250,400,100,400,2633.2498248,4077.768535713309,-4170.600475,2710.6917499999995,9285.373125,0.25765,65269.36945,0.040933450115654094
200,200,300,100,400,2633.0135188499994,3899.152007902281,-3955.117924999999,2783.0137499999996,8822.802874999998,0.24675,62743.9445,0.04263570948005981
200,400,250,100,300,2632.7397991,3696.843562856832,-3733.4412000000007,2874.6355,8364.94005,0.2354,60291.98965,0.04457899039040366
250,200,200,100,400,2632.5946487499996,3425.523611660189,-3257.7299000000003,2821.2604999999994,7955.920649999998,0.2201,59171.1227,0.04541016201246377
200,200,200,150,400,2632.4437267,3487.7158366821363,-3390.73555,2817.7235,8035.669849999998,0.223,66451.36005,0.04113314225018719
250,250,100,400,400,2632.1469574999996,3503.1795559987663,-3714.929700000001,2984.8754999999996,7727.7101,0.2188,86026.7031,0.03294196859519284
200,250,250,250,300,2631.6490915,3760.1798295204294,-3917.2166,2880.8865,8391.66345,0.2375,78194.03165,0.035670793462803704
200,250,250,200,300,2631.08994955,3752.8128595261746,-3854.2674500000003,2870.8164999999995,8444.35595,0.23905,72595.99015,0.03821646576336094
150,500,100,400,400,2631.01502785,3482.1680484399876,-3642.9983,2950.0485,7726.9362999999985,0.21985,87977.23615,0.032339170747237835
250,500,150,300,250,2629.1251699999993,3491.205125336421,-3524.9583,2919.4184999999998,7833.2341,0.2203,79204.8587,0.03570170632432867
250,500,150,150,300,2628.6300591,3438.4380579481885,-3444.4526000000005,2910.9930000000004,7770.657,0.22035,64514.48015,0.04278440591663707
300,150,300,250,400,2628.2639219499997,4155.79654601933,-4538.369000000001,2867.0422499999995,9029.078250000002,0.256,81791.74365,0.03381273620291243
200,400,150,300,250,2628.1696599999996,3339.735595693307,-3266.9188499999996,2903.2434999999996,7615.68585,0.21145,78109.9997,0.036117058942514844
250,400,150,100,300,2627.8254711499994,3225.6461948684628,-3048.6597000000006,2879.4234999999994,7493.6569,0.2068,56139.3838,0.04811317564017107
150,250,150,300,300,2627.7869895999997,3196.6074494433956,-3029.3770999999992,2876.389,7424.0531999999985,0.2027,78106.1505,0.03609418169155546
300,150,300,200,400,2627.7047799999996,4153.613455899592,-4461.124600000001,2843.2205,9061.510274999999,0.2572,76193.70215,0.03611428503481823
200,400,150,150,300,2627.6745490999997,3286.838661189794,-3150.31375,2877.7905,7579.132449999998,0.2117,63419.62115,0.043405484529607574
300,400,100,300,250,2627.6547456999997,3281.676430855923,-3212.015349999999,2905.6825,7491.44345,0.2077,75951.22375,0.03715485955331234
200,300,200,100,300,2627.5887665999994,3346.994316707006,-3195.668349999999,2848.8460000000005,7782.733049999997,0.2144,57229.7567,0.04708432909281941
300,400,100,150,300,2627.1596348,3213.887184395455,-3049.8447499999997,2875.8115,7426.488249999999,0.20425,61260.8452,0.044920884319731305
250,250,150,250,300,2626.7347635500005,3313.564035476673,-3219.814099999999,2889.2455,7578.006149999998,0.2099,74041.4258,0.037811807992759364
150,400,300,300,250,2626.24341605,4039.204282020622,-4375.228850000001,2894.5969999999998,8818.51445,0.25145,83921.5135,0.03336083259802925
250,250,150,200,300,2626.1756216,3297.360980082775,-3167.2117,2871.3009999999995,7589.086849999998,0.2107,68443.3843,0.040694259026474104
100,400,250,300,250,2626.0742117,3673.1334975417044,-3723.4144999999994,2863.4984999999997,8294.448949999996,0.23355,81506.6293,0.034416436338060304
100,200,300,150,400,2625.8528205499997,3846.8582472565085,-3852.6809000000007,2759.02375,8802.984999999999,0.24515,69268.2056,0.03926339383599919
150,400,300,150,300,2625.74830515,4006.2040310534185,-4256.1656250000015,2860.701,8894.034575,0.2528,69231.13495,0.039427245188976494
300,300,150,250,250,2625.7076703499997,3375.0799447179324,-3314.2883999999995,2913.411,7686.6466999999975,0.21555,72933.02805,0.038390881054913346
150,500,150,250,300,2625.6028339,3340.3133089989324,-3265.4911999999995,2895.9939999999997,7657.80045,0.21315,75991.95885,0.036990671607251786
100,400,250,150,300,2625.5791007999997,3637.462089592342,-3634.848099999999,2828.0375000000004,8309.063549999999,0.2342,66816.25075,0.04097756553920733
250,400,300,250,250,2625.19119,4177.7487844162115,-4642.307875,2913.0780000000004,9038.7304,0.2571,79856.7888,0.034798750103290366
300,300,150,200,250,2625.1485284,3354.728089058055,-3295.3109,2890.4610000000002,7666.10205,0.21525,67334.98655,0.04135517357014291
150,500,150,200,300,2625.0436919500003,3333.7161314826503,-3241.326,2886.2464999999993,7655.908149999998,0.2149,70393.91735,0.03975429471910486
300,250,250,300,250,2624.9758009999996,3894.081945229746,-4153.08025,2927.5105000000003,8520.712,0.24275,81242.9105,0.03447182205687466
200,150,250,300,400,2624.83618,3789.6098000724214,-3956.1624,2867.699499999999,8389.881000000001,0.2377,84277.30895,0.03296582888722953
250,400,300,200,250,2624.63204805,4170.74520581309,-4590.548774999999,2905.91575,9077.400725,0.25835,74258.7473,0.03720605502262767
300,250,250,150,300,2624.4806901,3845.3237056581193,-4033.8278,2884.7160000000003,8553.658,0.2442,66552.53195,0.041001609726421646
300,500,250,250,250,2622.7916453,4042.5773249600206,-4435.670400000001,2930.9479999999994,8765.776300000001,0.25125,79128.71885,0.035175906940337044
150,250,150,400,400,2622.4662452,3511.8418959663163,-3715.9893,2972.0705000000003,7770.019499999999,0.22,88021.45805,0.032111759257598814
300,500,250,200,250,2622.2325033499997,4035.3752050160915,-4420.11695,2928.5739999999996,8795.023699999998,0.2516,73530.67735,0.037645629065412266
100,300,300,100,300,2620.9978604499997,3717.4256119740253,-3647.9491749999997,2772.6407499999996,8571.803074999998,0.2395,60046.60225,0.04461536744081152
100,300,200,300,250,2620.9231792,3342.3140153455156,-3233.7348500000003,2870.9055,7703.862799999998,0.2136,78444.39635,0.03584258190595957
100,300,200,150,300,2620.4280682999997,3298.282396296082,-3054.9550999999997,2825.3875,7757.207799999999,0.213,63754.0178,0.043043214191489695
150,300,250,300,250,2620.35368445,3720.952711864473,-3871.0538,2907.529,8300.11085,0.2356,81230.10715,0.03444601131371569
200,500,300,100,300,2620.1772837,4037.966858630346,-4328.13785,2862.0717499999996,8918.334724999999,0.25385,62845.66345,0.0426070442564752
200,500,200,300,250,2620.1026024499997,3658.3924193637326,-3803.4758,2909.2195,8124.753199999999,0.23065,81243.45755,0.034611137502926693
200,200,100,250,400,2619.92616135,3101.8367205956683,-2823.83915,2830.8125,7332.85625,0.19775,73611.11935,0.037663440453003974
250,150,150,300,400,2619.92185205,3352.0692687607398,-3297.2435000000005,2853.5365,7656.9037999999955,0.21345,80124.7031,0.03475856182042619
150,300,250,150,300,2619.858573549999,3680.980822587819,-3725.2696000000005,2847.9879999999994,8341.905149999999,0.2361,66539.7286,0.041003749248436035
250,500,200,100,300,2619.7584136,3565.3159663717415,-3616.3718999999996,2898.655999999999,8039.829399999996,0.22685,59272.84165,0.045434167453194764
200,500,200,150,300,2619.60749155,3617.803149665261,-3718.4435000000003,2887.881,8086.842649999998,0.2298,66553.079,0.04124208447315772
200,200,100,200,400,2619.3670193999997,3089.821624093738,-2766.2494,2806.1339999999996,7342.444299999999,0.19815,68013.07785,0.04058010867959445
250,300,250,250,250,2619.3014584,3854.1006415222287,-4091.469699999999,2909.7164999999995,8500.55465,0.2427,77165.38245,0.03599361729005864
200,400,200,100,300,2618.8029036,3411.1126655462735,-3321.4886999999994,2867.9184999999998,7857.1027499999955,0.2197,58177.98265,0.04617246169305086
250,300,250,200,250,2618.7423164499996,3842.521508084598,-4069.2214499999995,2884.4695,8523.709999999997,0.2429,71567.34095,0.03858746536458162
200,200,250,100,400,2618.3379242499996,3633.0431479078807,-3551.9824999999996,2770.576499999999,8341.628649999999,0.23325,61000.7641,0.043670658051692374
200,250,200,250,300,2617.712196,3485.185703757236,-3498.0312,2875.308,7910.979349999999,0.22265,76080.02465,0.036607115818541466
200,250,200,200,300,2617.15305405,3474.8810694381937,-3435.77475,2856.8695,7940.6366,0.22365,70481.98315,0.03930980783189137
300,300,250,400,300,2616.9830512999997,4173.703056259436,-4848.108550000001,3041.0359999999996,8741.249699999997,0.25295,90619.1381,0.03115700756057414
300,400,150,250,250,2616.92180735,3434.665793798017,-3436.4875000000006,2905.3959999999997,7743.875449999995,0.21925,73881.254,0.03776970507787301
300,400,150,200,250,2616.3626654,3417.3180726719133,-3404.1811500000003,2883.581,7738.18375,0.218,68283.2125,0.0406480434707604
300,200,300,300,300,2613.7916524499997,4146.250209325796,-4593.725075,2910.6755000000003,8967.7464,0.2574,84104.01135,0.033116671904080616
300,150,250,250,400,2613.58832735,3894.0767525628994,-4125.547950000001,2861.6375,8573.589299999998,0.2437,80048.56325,0.03437521527336034
100,500,300,300,250,2613.5116962999996,4004.2408944286335,-4288.799925,2853.571749999999,8818.438749999998,0.25235,84060.3031,0.03326362271739755
250,200,150,100,400,2613.4235963,3164.1362119202804,-2876.4196,2800.783999999999,7491.742849999999,0.20335,56848.15825,0.04701025843683063
200,200,150,150,400,2613.27267425,3235.5062934762263,-2997.43455,2796.933,7592.90795,0.2091,64128.3956,0.04240194725871343
300,150,250,200,400,2613.0291853999993,3890.1337328438617,-4089.8336,2832.433,8598.170399999994,0.24585,74450.52175,0.036778743276081174
100,500,300,150,300,2613.0165853999993,3976.5199274215925,-4194.065550000001,2827.4129999999996,8867.029149999998,0.2522,69369.92455,0.03933126708188447
300,200,100,150,400,2612.75775995,3161.424563860988,-2905.5543999999995,2810.7984999999994,7434.733399999998,0.20425,61969.61965,0.043833409339020635
100,400,300,100,300,2612.2119974499997,3781.539481827093,-3795.4751750000005,2770.5944999999997,8657.113499999996,0.24355,60994.8282,0.04377004747356781
100,400,200,300,250,2612.1373162,3400.7970324391094,-3328.6358999999993,2864.4115,7800.63265,0.2178,79392.6223,0.035298332963742726
100,400,200,150,300,2611.6422053,3360.220834752406,-3205.9535500000006,2830.353,7797.2706499999995,0.21785,64702.24375,0.042293637689434706
150,400,250,300,250,2611.5678214499994,3779.5022847972086,-3957.43325,2882.116499999999,8384.398449999999,0.2385,82178.3331,0.033924032573686556
150,200,300,150,400,2611.3464303,3947.5188022734155,-4093.8213000000005,2769.3324999999995,8856.661149999998,0.2514,69939.9094,0.03863995774120247
100,200,250,150,400,2611.17722595,3585.405396420143,-3463.89405,2738.411,8303.031449999999,0.23175,67525.0252,0.040112052282219826
100,250,300,250,300,2611.12128985,3836.738105458811,-3962.1114750000006,2806.5287500000004,8590.007225000001,0.24465,78896.8702,0.03511858961237928
