FH_Ter,FT_Seg,FT_Ter,FT_Sex,FT_Sab,mean_profit,sd_profit,p05_profit,p50_profit,p95_profit,p_neg,mean_stake,mean_roi_turn
200,500,250,300,400,3056.180358999999,4006.584195751803,-3987.5157500000005,3370.0085,9134.05265,0.2188,89057.02615,0.036104605314134924
250,300,300,250,400,3056.1179140500003,4214.2741082491075,-4269.291725000001,3354.6020000000003,9491.417124999998,0.2277,84608.12445,0.03772047119662035
250,300,300,200,400,3055.5587720999997,4211.299149742237,-4231.3393,3329.4257499999994,9540.080575,0.22925,79010.08295,0.0402200188758699
250,500,150,300,400,3051.2660310499996,3582.6686935838384,-3331.236050000001,3358.0684999999994,8386.8323,0.1952,84904.4203,0.03798297990541934
200,400,150,300,400,3050.3105210499994,3449.85869574349,-3109.1383000000005,3333.2774999999992,8195.119499999999,0.18735,83809.5613,0.038385498601373046
300,400,100,300,400,3049.7956067499995,3396.7499041535752,-3016.0006,3360.3115,8062.62785,0.1829,81650.78535,0.039378288995847915
150,400,300,300,400,3048.3842771,4122.874837548111,-4151.830199999999,3325.71825,9370.673949999999,0.2258,89621.0751,0.035707795873321777
100,400,250,300,400,3048.2150727499998,3765.6275007522577,-3557.5550000000007,3310.2909999999997,8831.4234,0.20695,87206.1909,0.03675432036569199
300,300,150,250,400,3047.8485313999995,3498.901635266304,-3162.8113000000017,3332.0699999999997,8262.442,0.19015,78632.58965,0.04065690340504212
250,400,300,250,400,3047.33205105,4261.38961786164,-4362.195925000001,3345.794,9541.5787,0.2319,85556.3504,0.03718789195836605
300,300,150,200,400,3047.2893894499994,3486.667456330222,-3109.3421499999995,3325.3684999999996,8263.210549999998,0.19185,73034.54815,0.0435982454353594
300,250,250,300,400,3047.11666205,3999.4323076126384,-3974.656800000002,3340.338499999999,9104.811649999998,0.2175,86942.4721,0.03679593071345603
250,400,300,200,400,3046.7729090999997,4260.571971088606,-4330.794925,3331.5144999999998,9622.261299999996,0.23295,79958.3089,0.039624507094072225
300,500,250,250,400,3044.93250635,4117.692450789054,-4183.692300000001,3383.1580000000004,9297.457499999999,0.22625,84828.28045,0.037568101659873405
300,500,250,200,400,3044.3733643999994,4116.881600890175,-4157.492250000001,3363.0904999999993,9300.990349999996,0.2268,79230.23895,0.040063411968088505
100,300,200,300,400,3043.06404025,3462.205411202736,-3057.9232500000003,3285.6009999999997,8306.609599999998,0.18865,84143.95795,0.038132846830020696
150,300,250,300,400,3042.4945454999997,3825.452224204252,-3672.5307999999995,3308.5095,8854.739749999997,0.2094,86929.66875,0.03677319951351808
200,500,200,300,400,3042.2434634999995,3744.475996052586,-3595.205750000001,3347.426999999999,8680.051199999998,0.206,86943.01915,0.0369335765793705
250,300,250,250,400,3041.44231945,3957.9815899084138,-3893.1060500000003,3341.1849999999986,9043.68535,0.21635,82864.94405,0.03835544874943807
250,300,250,200,400,3040.883177499999,3953.2264583058923,-3825.6827999999996,3332.620499999999,9063.629849999998,0.2179,77266.90255,0.04096329270139132
300,400,150,250,400,3039.0626684,3543.0208812783103,-3258.2943500000006,3337.0844999999995,8329.275800000001,0.19475,79580.8156,0.04007170743740329
300,400,150,200,400,3038.5035264499998,3533.5013852244606,-3218.0017,3336.7809999999995,8321.796899999998,0.1944,73982.7741,0.042937238189954784
100,500,300,300,400,3035.6525573499994,4076.863479786632,-4039.412025,3293.8625,9314.6469,0.22545,89759.8647,0.03562246771566826
100,400,200,300,400,3034.2781772499998,3505.1595709880376,-3152.70415,3290.2269999999994,8372.10115,0.19285,85092.1839,0.03761573566401756
150,400,250,300,400,3033.7086824999997,3870.1618811854573,-3764.53425,3322.952,8934.383499999998,0.21305,87877.8947,0.03627566113383797
300,250,200,300,400,3033.1797665499994,3731.575683643882,-3572.6422000000007,3333.9245,8603.432649999999,0.2041,84828.4651,0.037641987438317086
250,400,250,250,400,3032.6564564499995,4004.6914441895237,-3985.15885,3346.5229999999992,9108.35335,0.2206,83813.17,0.03781105132935703
250,400,250,200,400,3032.0973144999994,4002.253428283446,-3923.9099,3327.863,9139.113849999998,0.22155,78215.1285,0.040352859466872386
300,500,200,250,400,3030.9956108499996,3847.547294583532,-3786.8765,3346.452,8825.56245,0.2122,82714.27345,0.038478742692892504
300,300,400,300,400,3030.8309625999996,4595.639412189802,-4998.838350000002,3342.23175,9997.980774999998,0.2452,92056.32495,0.034522778558827835
300,500,200,200,400,3030.4364688999995,3844.5507187827952,-3742.057,3340.9404999999997,8806.838999999996,0.21305,77116.23195,0.041114665708191264
150,300,200,300,400,3028.5576499999997,3565.499854799737,-3278.990349999999,3293.4929999999995,8401.299999999997,0.1948,84815.66175,0.03762704479131249
200,300,300,250,400,3027.92429405,4133.286450408681,-4157.991600000001,3305.7394999999997,9363.160849999997,0.22655,84323.75885,0.0375182512226882
250,300,200,250,400,3027.5054239499996,3689.722920365201,-3492.122749999999,3319.4654999999993,8547.527549999999,0.2035,80750.93705,0.03929396721823549
200,300,300,200,400,3027.3651520999997,4131.880448836718,-4103.1458250000005,3284.16875,9412.793224999998,0.22795,78725.71735,0.040014078512976
250,300,200,200,400,3026.9462819999994,3682.399142194867,-3439.253350000001,3309.662499999999,8591.272649999999,0.2029,75152.89555,0.04205026762601181
100,300,150,300,400,3023.8929877999994,3228.5898898424634,-2696.51865,3263.4824999999996,7884.35405,0.1762,81820.9935,0.039048416484917435
200,500,150,300,400,3023.072411049999,3508.005123720377,-3255.84745,3317.4044999999996,8253.037649999998,0.19345,84620.0547,0.03779699434810127
300,500,100,300,400,3022.5574967499997,3451.1415832920743,-3146.0575,3326.770999999999,8122.826949999998,0.18815,82461.27875,0.03876619038662318
250,250,300,300,400,3022.2780967500003,4199.554107838894,-4312.580825000001,3307.5817499999994,9417.014374999997,0.2275,88481.03545,0.035877509474703674
150,500,300,300,400,3021.1461670999993,4180.443019364116,-4258.485825,3306.6494999999995,9414.479125,0.2307,90431.5685,0.03516633600720909
100,500,250,300,400,3020.97696275,3825.0206949809053,-3654.456650000001,3282.9159999999993,8889.466399999998,0.21275,88016.6843,0.036195879092494124
300,300,300,150,400,3020.75589265,4231.7226944011,-4279.3326,3290.6175000000003,9549.741299999998,0.23425,72682.25915,0.042740453515242055
250,500,300,250,400,3020.0939410499996,4319.37266153956,-4488.058975000001,3330.61975,9621.807174999994,0.23715,86366.8438,0.03660418577838592
150,400,200,300,400,3019.7717869999997,3608.6491896826387,-3383.0451000000003,3291.6514999999995,8462.936999999998,0.1994,85763.8877,0.037116070903677065
250,500,300,200,400,3019.5347991,4321.154458912287,-4488.027800000001,3322.8545,9664.53005,0.2389,80768.8023,0.038980534856796714
200,400,300,250,400,3019.13843105,4180.476848915736,-4238.198575,3297.0777499999995,9427.071075000002,0.22975,85271.9848,0.03699031660616685
250,300,100,300,400,3019.0673098499997,3309.114866483304,-2873.15065,3312.308,7927.441649999997,0.1806,80497.94235,0.039564607834232345
250,400,200,250,400,3018.71956095,3735.1682718302886,-3574.9318000000003,3321.8949999999995,8620.327149999997,0.20625,81699.163,0.03873348128053473
200,400,300,200,400,3018.5792891,4181.251442225588,-4211.13965,3283.9884999999995,9491.588399999999,0.23205,79673.9433,0.03942364203753668
250,400,200,200,400,3018.160419,3730.3603054802707,-3543.977500000001,3298.9485,8633.22705,0.2074,76101.1215,0.04141957323875151
100,400,150,300,400,3015.1071247999994,3269.3135185537003,-2796.99675,3254.722499999999,7943.158199999999,0.17945,82769.21945,0.038515821713460185
300,250,150,300,400,3014.0087140999995,3490.9820503530086,-3204.1347,3303.0505,8194.206999999999,0.19185,82505.50065,0.03852448956137736
200,300,250,250,400,3013.2486994499995,3877.9823914769368,-3772.9938500000007,3300.3315000000002,8916.6575,0.2157,82580.57845,0.038155877530653436
200,300,250,200,400,3012.6895574999994,3874.8643184487423,-3704.7562,3275.6405,8956.454399999999,0.21595,76982.53695,0.04076093807688309
300,400,300,150,400,3011.9700296499996,4283.218364876966,-4411.801250000001,3294.2749999999996,9608.677624999997,0.2379,73630.4851,0.04205800505623121
300,500,150,250,400,3011.8245583999997,3603.020139787597,-3363.8902500000004,3334.9124999999995,8381.0724,0.1996,80391.309,0.03943323433455729
300,500,150,200,400,3011.26541645,3596.769776457676,-3352.1535,3321.9049999999993,8388.052349999998,0.2004,74793.2675,0.04222650524799807
250,400,100,300,400,3010.2814468499996,3345.755818807098,-2971.2304500000005,3312.1134999999995,7957.177,0.1829,81446.1683,0.039014611520319084
150,300,150,300,400,3009.3865975499994,3331.5413308218863,-2906.5066500000003,3274.2505,7977.1121,0.1827,82492.6973,0.03851792839505332
250,300,150,250,400,3008.3343714999996,3447.717166095758,-3116.8864000000003,3289.0374999999995,8153.340949999998,0.1898,78427.9726,0.040279490954232985
250,300,150,200,400,3007.7752295499995,3436.6859796392027,-3049.9200000000005,3273.687,8164.9532,0.1919,72829.9311,0.04320218898899044
250,250,250,300,400,3007.6025021499995,3944.9888857736983,-3926.92885,3288.6874999999995,8998.4671,0.21725,86737.85505,0.036440075594348295
100,500,200,300,400,3007.04006725,3565.7425953215497,-3280.9779000000003,3263.8034999999995,8418.980300000001,0.199,85902.6773,0.03704222938808743
150,500,250,300,400,3006.4705724999994,3928.503134416721,-3882.321900000001,3296.7069999999994,8982.532499999996,0.2186,88688.3881,0.03572290135649398
300,300,250,150,400,3006.08029805,3971.605033059989,-3892.2886500000004,3286.6395,9090.29305,0.22105,70939.07875,0.04361568292876438
250,500,250,250,400,3005.4183464499997,4063.504553421762,-4128.6379,3327.4655,9176.877199999997,0.22605,84623.6634,0.03721423726989539
250,500,250,200,400,3004.8592044999996,4063.8543059067133,-4076.4198000000006,3309.4584999999997,9198.640099999999,0.22735,79025.6219,0.03969281386554196
200,400,250,250,400,3004.4628364499995,3924.7518791822113,-3850.0702,3302.3345,8999.218299999999,0.219,83528.8044,0.037616231941649245
200,400,250,200,400,3003.9036944999993,3923.977720040261,-3818.7164000000007,3277.8665,9019.3268,0.21985,77930.7629,0.040155692558406904
150,400,150,300,400,3000.60073455,3372.546262940236,-3024.13375,3270.6255000000006,8045.215099999997,0.1864,83440.92325,0.03799188851860412
250,400,150,250,400,2999.5485085,3491.349501881499,-3203.2513999999996,3285.2805,8211.768049999999,0.1945,79376.19855,0.039700881433183975
200,300,200,250,400,2999.31180395,3612.6670081601033,-3354.0676,3273.0795,8434.77095,0.20095,80466.57145,0.03909488133916876
250,400,150,200,400,2998.9893665499994,3483.0555531015434,-3139.0878499999994,3281.2830000000004,8221.198799999996,0.19435,73778.15705,0.04254854357433358
200,300,200,200,400,2998.752662,3607.050875494259,-3308.45935,3256.892,8476.395699999997,0.2007,74868.52995,0.04184925653091361
300,400,250,150,400,2997.2944350499997,4023.0248841994658,-4011.8512500000006,3280.351999999999,9147.19505,0.22565,71887.3047,0.0429136411338098
200,250,300,300,400,2994.08447675,4117.57548435365,-4178.614100000001,3261.8004999999994,9270.16675,0.22595,88196.66985,0.03567431370562105
250,250,200,300,400,2993.6656066499995,3679.0459082221937,-3506.2721999999994,3282.4184999999993,8504.067699999998,0.20385,84623.84805,0.03728026500575429
100,300,300,250,400,2992.7208978,3949.9371894350074,-3824.7512250000004,3200.10875,9138.850199999999,0.22205,83283.417,0.03761775348672519
300,300,300,100,400,2992.7131947,4111.270618285872,-4047.059775,3228.3422500000006,9409.115849999995,0.2306,65117.6562,0.04654812344722344
150,500,200,300,400,2992.533676999999,3668.0889656780564,-3506.9129000000007,3277.7289999999994,8504.810049999998,0.20525,86574.3811,0.0365485790999723
100,300,300,200,400,2992.1617558499997,3950.665113877562,-3761.1710250000006,3175.2752499999992,9188.369149999999,0.2223,77685.3755,0.040162724546342204
300,300,200,150,400,2992.14340255,3696.167439866743,-3455.4177000000013,3276.178499999999,8577.87535,0.20795,68825.07175,0.04488778997169022
200,500,300,250,400,2991.90032105,4239.48456947126,-4369.372125,3278.857,9495.924849999996,0.23585,86082.4782,0.03640991716634876
250,500,200,250,400,2991.4814509499997,3795.1997980071083,-3724.1696499999994,3296.5275,8710.146349999999,0.21175,82509.6564,0.038119473651342016
200,500,300,200,400,2991.3411790999994,4242.884629175457,-4365.549300000001,3276.0275,9530.509324999997,0.23695,80484.4367,0.0387832640161031
250,300,400,300,400,2991.3168026999997,4541.908445753921,-4941.700975000001,3294.806,9906.317324999996,0.2458,91851.7079,0.03417473128143546
250,500,200,200,400,2990.9223089999996,3793.416813312729,-3674.8325000000004,3289.194,8713.48355,0.2141,76911.6149,0.040738418387308094
200,300,100,300,400,2990.8736898499997,3236.4560899091593,-2757.0026000000003,3262.4184999999993,7803.21215,0.1766,80213.57675,0.03936821514036962
200,400,200,250,400,2990.5259409499995,3658.112120902818,-3468.035299999999,3279.7704999999987,8513.49835,0.20405,81414.7974,0.03853935194845045
200,400,200,200,400,2989.9667989999994,3655.0424309572036,-3421.6438000000007,3255.677499999999,8522.577099999999,0.20665,75816.7559,0.041223973996254645
100,500,150,300,400,2987.8690147999996,3330.351856495055,-2923.0636000000004,3256.326499999999,7996.415249999997,0.18605,83579.71285,0.037925246669212244
300,500,300,150,400,2984.73191965,4344.874492666051,-4555.681175,3288.4302499999994,9671.567524999999,0.2422,74440.9785,0.04133102310108427
100,400,300,250,400,2983.9350348,3997.4859835657735,-3913.4459000000015,3208.180999999999,9209.09265,0.2245,84231.64295,0.03708929219934049
300,400,300,100,400,2983.9273316999993,4165.031890540459,-4166.298125,3238.9690000000005,9457.567149999995,0.2353,66065.88215,0.04573082970995777
100,400,300,200,400,2983.3758928499997,4000.467848487013,-3881.497675,3181.7445,9253.376499999993,0.22525,78633.60145,0.03957083377517986
300,400,200,150,400,2983.3575395499997,3746.762324527709,-3583.553349999999,3274.6074999999996,8628.064299999998,0.21095,69773.2977,0.044159116995851455
250,500,100,300,400,2983.0433368499994,3400.6335598631103,-3097.3902500000004,3277.749,8037.787949999997,0.1881,82256.6617,0.03840731751925719
300,250,300,250,400,2982.8366241,4228.272366945823,-4345.42625,3270.6577500000003,9444.407549999998,0.23295,83967.92415,0.03714413953468026
