date,stake_usd,profit_cap2_usd,week,alpha_global
2025-10-11,2040.0,587.072,2025-10-06/2025-10-12,1.0
2025-10-16,2449.0,1246.3999999999999,2025-10-13/2025-10-19,1.0
2025-10-18,2337.0,749.476,2025-10-13/2025-10-19,1.0
2025-10-23,2175.1417113542557,1900.7963758329151,2025-10-20/2025-10-26,0.6550058126449585
2025-10-24,2379.770053625107,1102.453939101696,2025-10-20/2025-10-26,0.6550058126449585
2025-10-25,2112.793048262596,495.3576758624315,2025-10-20/2025-10-26,0.6550058126449585
2025-10-29,702.1367176771164,430.08705154165625,2025-10-27/2025-11-02,0.4923819899559021
2025-10-31,1189.1025057435036,481.02027553766965,2025-10-27/2025-11-02,0.4923819899559021
2025-11-01,2882.8460137844086,369.1440861835479,2025-10-27/2025-11-02,0.4923819899559021
2025-11-04,482.6561052799226,111.01090421438218,2025-11-03/2025-11-09,0.4282662868499756
2025-11-05,1310.0665714740753,667.4099672938585,2025-11-03/2025-11-09,0.4282662868499756
2025-11-06,1295.4645779132843,604.6949634151458,2025-11-03/2025-11-09,0.4282662868499756
2025-11-07,2450.2805263996124,507.05414907097816,2025-11-03/2025-11-09,0.4282662868499756
2025-11-08,1832.1231751441956,402.29878881311413,2025-11-03/2025-11-09,0.4282662868499756
2025-11-11,1715.5271655321123,-24.01179278492927,2025-11-10/2025-11-16,0.44198960065841675
2025-11-12,1169.0624937415123,465.6935029417276,2025-11-10/2025-11-16,0.44198960065841675
2025-11-13,1026.741842329502,522.1948015522958,2025-11-10/2025-11-16,0.44198960065841675
2025-11-14,965.7472774386406,80.97028489261866,2025-11-10/2025-11-16,0.44198960065841675
2025-11-15,1680.8532520532608,-35.965778414160035,2025-11-10/2025-11-16,0.44198960065841675
2025-11-16,711.603257060051,213.43014831393958,2025-11-10/2025-11-16,0.44198960065841675
2025-11-18,676.3641676902771,439.85866437768937,2025-11-17/2025-11-23,0.41693055629730225
2025-11-19,696.2581956386566,505.84994215667245,2025-11-17/2025-11-23,0.41693055629730225
2025-11-20,1287.4435577392578,983.1248678474427,2025-11-17/2025-11-23,0.41693055629730225
2025-11-21,1217.8541549444199,319.8593249232173,2025-11-17/2025-11-23,0.41693055629730225
2025-11-22,2095.185184121132,297.05699439644815,2025-11-17/2025-11-23,0.41693055629730225
2025-11-23,3160.099059581757,497.88213543605804,2025-11-17/2025-11-23,0.41693055629730225
2025-11-24,564.5964074134827,467.05152040958404,2025-11-24/2025-11-30,0.3776564598083496
2025-11-25,1296.5650119781494,1086.8915697641373,2025-11-24/2025-11-30,0.3776564598083496
2025-11-26,1486.4618706703186,811.8786718575955,2025-11-24/2025-11-30,0.3776564598083496
2025-11-27,1033.7847447395325,829.1966787943841,2025-11-24/2025-11-30,0.3776564598083496
2025-11-28,1963.0582780838013,913.9643212716579,2025-11-24/2025-11-30,0.3776564598083496
2025-11-29,2143.349756717682,425.4495028877258,2025-11-24/2025-11-30,0.3776564598083496
2025-11-30,2406.955136775971,420.35086768937106,2025-11-24/2025-11-30,0.3776564598083496
2025-12-01,238.7755036354065,223.4461163020134,2025-12-01/2025-12-07,0.3460514545440674
2025-12-02,1640.1632232666016,800.7700800311566,2025-12-01/2025-12-07,0.3460514545440674
2025-12-03,1085.8979318141937,549.8222305333614,2025-12-01/2025-12-07,0.3460514545440674
2025-12-04,583.1428418159485,276.88407504558563,2025-12-01/2025-12-07,0.3460514545440674
2025-12-05,658.0203921794891,234.13856472611425,2025-12-01/2025-12-07,0.3460514545440674
2025-12-06,2143.3468816280365,599.2044753789902,2025-12-01/2025-12-07,0.3460514545440674
2025-12-07,2299.918313264847,-122.35097645354276,2025-12-01/2025-12-07,0.3460514545440674
2025-12-08,489.68082427978516,441.3894235572815,2025-12-08/2025-12-14,0.33672523498535156
2025-12-09,981.4680404663086,896.49621900177,2025-12-08/2025-12-14,0.33672523498535156
2025-12-10,475.9574222564697,432.1246611022949,2025-12-08/2025-12-14,0.33672523498535156
2025-12-11,413.4893398284912,267.3285821781159,2025-12-08/2025-12-14,0.33672523498535156
2025-12-12,1064.0424938201904,493.8055053138733,2025-12-08/2025-12-14,0.33672523498535156
2025-12-13,1455.9999160766602,508.39954516410825,2025-12-08/2025-12-14,0.33672523498535156
2025-12-14,2113.2977714538574,427.42680808925627,2025-12-08/2025-12-14,0.33672523498535156
2025-12-15,187.83646631240845,185.30067401719094,2025-12-15/2025-12-21,0.34028345346450806
2025-12-16,895.264098405838,685.0906481963397,2025-12-15/2025-12-21,0.34028345346450806
2025-12-17,383.4994520545006,240.1763149984181,2025-12-15/2025-12-21,0.34028345346450806
2025-12-18,313.0607771873474,198.69184876137973,2025-12-15/2025-12-21,0.34028345346450806
2025-12-19,1908.4464299678802,531.7034814673365,2025-12-15/2025-12-21,0.34028345346450806
2025-12-20,46.95911657810211,-3.3106177187561983,2025-12-15/2025-12-21,0.34028345346450806
2025-12-21,555.6828795075417,108.86688526690004,2025-12-15/2025-12-21,0.34028345346450806
2025-12-22,46.66666102409363,22.86666390180588,2025-12-22/2025-12-28,0.33816421031951904
2025-12-23,779.5554690361023,529.7177228040696,2025-12-22/2025-12-28,0.33816421031951904
2025-12-24,287.7777429819107,202.18330888688564,2025-12-22/2025-12-28,0.33816421031951904
2025-12-25,334.44440400600433,105.4355428071022,2025-12-22/2025-12-28,0.33816421031951904
2025-12-26,653.3332543373108,78.08887944698331,2025-12-22/2025-12-28,0.33816421031951904
2025-12-27,264.4444124698639,-34.40110695159436,2025-12-22/2025-12-28,0.33816421031951904
