mode,weeks,weeks_with_stake,stake_total,stake_covered,stake_covered_pct,delta_profit_cap2_total,delta_profit_uncapped_total,delta_roi_on_stake_cap2,delta_roi_on_stake_uncapped,stake_per_week_when_active,exp_delta_profit_cap2_per_week
global_bayes_roll12_robust_p10_p70,17,14,25113.753624796867,5448.127090513706,0.21693798433756728,54.270288479566574,54.270288479566574,0.0021609787724436807,0.0021609787724436807,1793.8395446283478,3.876449177111898
