name,profit_cap2_total,stake_total,roi_total_cap2,weeks_total,weeks_with_stake,mean_weekly_cap2_nonzero,pneg_weeks_nonzero
score_current,405.4877449932098,23564.753624796867,0.017207383172744933,17,14,28.963410356657842,0.42857142857142855
score_prod_payload_logit_wf12,-191.37250000000003,8927.0,-0.021437492998767786,17,10,-19.13725,0.4
score_prod_payload_region_logit_wf12,17.616999999999848,9617.0,0.0018318602474784078,17,10,1.7616999999999876,0.4
score_prod_payload_logit_notempo_wf12,89.90599999999989,5477.0,0.01641519079788203,17,10,8.99059999999999,0.3
score_prod_payload_region_logit_notempo_wf12,145.1279649978281,10157.275671243668,0.014288079766181877,17,10,14.512796499782803,0.5
