name,profit_cap2_total,stake_total,roi_total_cap2,weeks,weeks_with_stake
baseline,520.110735021889,21909.84670841694,0.02373867521501563,16,12
housecap_gating,405.9549539765711,20417.02406901121,0.01988315988678909,16,12
