name,profit_cap2_total,stake_total,roi_total_cap2,weeks_total,weeks_with_stake,mean_weekly_cap2_nonzero,pneg_weeks_nonzero
score_current,520.110735021889,21909.84670841694,0.02373867521501563,16,12,43.34256125182409,0.5
score_v1_payload_sgd_wf12,-92.023,874.0,-0.10528947368421052,16,3,-30.674333333333333,1.0
score_v1_payload_region_sgd_wf12,1382.6616303940418,6513.937616288662,0.2122620313305699,16,4,345.6654075985104,0.0
