BIA_ApostaUTC,dow_pt,rf_prob,score_rpa_like,abs_diff,match_6dec
2025-12-26 00:16:00,sexta-feira,0.35,0.3333333333333333,0.016666666666666663,0
2025-12-26 01:26:00,sexta-feira,0.09434,0.3333333333333333,0.23899333333333334,0
2025-12-26 02:02:00,sexta-feira,0.35,0.35,0.0,1
2025-12-26 03:30:00,sexta-feira,0.09434,0.09433962264150944,3.7735849055253734e-07,1
2025-12-26 04:01:00,sexta-feira,0.09434,0.09433962264150944,3.7735849055253734e-07,1
2025-12-26 05:09:00,sexta-feira,0.09434,0.09433962264150944,3.7735849055253734e-07,1
2025-12-26 06:20:00,sexta-feira,0.09434,0.09433962264150944,3.7735849055253734e-07,1
2025-12-26 07:21:00,sexta-feira,0.09434,0.09433962264150944,3.7735849055253734e-07,1
2025-12-26 07:52:00,sexta-feira,0.35,0.3404442264740815,0.009555773525918465,0
2025-12-26 07:54:00,sexta-feira,0.375,0.5,0.125,0
2025-12-26 08:03:00,sexta-feira,0.35,0.35,0.0,1
2025-12-26 08:22:00,sexta-feira,0.375,0.375,0.0,1
2025-12-26 08:30:00,sexta-feira,0.09434,0.09433962264150944,3.7735849055253734e-07,1
2025-12-26 09:01:00,sexta-feira,0.09434,0.09433962264150944,3.7735849055253734e-07,1
2025-12-26 09:18:00,sexta-feira,0.09434,0.09433962264150944,3.7735849055253734e-07,1
2025-12-26 10:29:00,sexta-feira,0.35,0.375,0.025000000000000022,0
2025-12-26 10:30:00,sexta-feira,0.09434,0.09433962264150944,3.7735849055253734e-07,1
2025-12-26 10:58:00,sexta-feira,0.09434,0.09433962264150944,3.7735849055253734e-07,1
2025-12-26 13:43:00,sexta-feira,0.375,0.375,0.0,1
2025-12-26 14:08:00,sexta-feira,0.09434,0.09433962264150944,3.7735849055253734e-07,1
2025-12-26 14:18:00,sexta-feira,0.09434,0.09433962264150944,3.7735849055253734e-07,1
2025-12-26 14:31:00,sexta-feira,0.375,0.375,0.0,1
2025-12-26 14:45:00,sexta-feira,0.375,0.375,0.0,1
2025-12-26 14:49:00,sexta-feira,0.09434,0.09433962264150944,3.7735849055253734e-07,1
2025-12-26 15:11:00,sexta-feira,0.35,0.35,0.0,1
2025-12-26 15:13:00,sexta-feira,0.35,0.35,0.0,1
2025-12-26 15:40:00,sexta-feira,0.375,0.375,0.0,1
2025-12-26 16:20:00,sexta-feira,0.349264,0.35,0.0007359999999999589,0
2025-12-27 00:04:00,sábado,0.375,0.375,0.0,1
2025-12-27 03:22:00,sábado,0.09434,0.09433962264150944,3.7735849055253734e-07,1
2025-12-27 04:47:00,sábado,0.375,0.375,0.0,1
2025-12-27 05:07:00,sábado,0.09434,0.09433962264150944,3.7735849055253734e-07,1
2025-12-27 06:26:00,sábado,0.09434,0.09433962264150944,3.7735849055253734e-07,1
2025-12-27 06:39:00,sábado,0.333333,0.22563564489760216,0.10769735510239783,0
2025-12-27 07:06:00,sábado,0.09434,0.09433962264150944,3.7735849055253734e-07,1
2025-12-27 07:19:00,sábado,0.09434,0.09433962264150944,3.7735849055253734e-07,1
2025-12-27 08:26:00,sábado,0.375,0.375,0.0,1
2025-12-27 08:39:00,sábado,0.375,0.35,0.025000000000000022,0
2025-12-27 09:49:00,sábado,0.312645,0.09433962264150944,0.21830537735849057,0
2025-12-27 12:38:00,sábado,0.09434,0.09433962264150944,3.7735849055253734e-07,1
2025-12-27 14:30:00,sábado,0.09434,0.09433962264150944,3.7735849055253734e-07,1
2025-12-27 14:45:00,sábado,0.34769,0.3333333333333333,0.014356666666666684,0
2025-12-27 15:30:00,sábado,0.35,0.35,0.0,1
2025-12-28 05:58:00,domingo,0.005,0.005,0.0,1
2025-12-28 08:40:00,domingo,0.35,0.35,0.0,1
2025-12-28 11:16:00,domingo,0.09434,0.09433962264150944,3.7735849055253734e-07,1
2025-12-28 11:51:00,domingo,0.09434,0.09433962264150944,3.7735849055253734e-07,1
2025-12-28 16:19:00,domingo,0.35,0.09433962264150944,0.25566037735849056,0
2025-12-29 15:57:00,segunda-feira,0.292769,0.2927689594356261,4.056437391541934e-08,1
2025-12-30 09:57:00,terça-feira,0.608653,0.6055206506067796,0.0031323493932203794,0
2025-12-30 10:32:00,terça-feira,0.326776,0.2582747499507534,0.06850125004924662,0
2025-12-30 10:53:00,terça-feira,0.074272,0.0683829495855137,0.005889050414486299,0
2025-12-30 11:35:00,terça-feira,0.341935,0.3416690072521902,0.00026599274780980675,0
2025-12-30 12:21:00,terça-feira,0.530573,0.5354988338067724,0.004925833806772473,0
2025-12-30 12:29:00,terça-feira,0.132431,0.0743044038555083,0.0581265961444917,0
2025-12-30 12:32:00,terça-feira,0.671781,0.5723336458936661,0.09944735410633387,0
2025-12-30 12:54:00,terça-feira,0.394506,0.4199612234532993,0.02545522345329926,0
2025-12-30 13:21:00,terça-feira,0.348297,0.282630250721716,0.06566674927828403,0
2025-12-30 14:18:00,terça-feira,0.307125,0.1031093044029939,0.20401569559700608,0
2025-12-30 14:32:00,terça-feira,0.03184,0.017240014037694,0.014599985962306002,0
2025-12-30 14:45:00,terça-feira,0.135283,0.1094286386489468,0.025854361351053193,0
2025-12-30 15:08:00,terça-feira,0.151187,0.1405934919354026,0.010593508064597384,0
2025-12-30 15:23:00,terça-feira,0.301724,0.1579689151241975,0.1437550848758025,0
2025-12-30 15:34:00,terça-feira,0.10256,0.3244229350485096,0.22186293504850962,0
2025-12-30 15:51:00,terça-feira,0.747878,0.4399530769498365,0.30792492305016356,0
2025-12-30 17:02:00,terça-feira,0.107737,0.0313338139652688,0.0764031860347312,0
2025-12-30 17:47:00,terça-feira,0.183654,0.1188407837832731,0.06481321621672691,0
2025-12-30 18:41:00,terça-feira,0.478352,0.540551821481849,0.062199821481848994,0
2025-12-30 18:52:00,terça-feira,0.573127,0.3668395035017181,0.20628749649828193,0
2025-12-30 20:17:00,terça-feira,0.534247,0.7806388333061807,0.24639183330618064,0
2025-12-30 22:27:00,terça-feira,0.477142,0.7359300372974937,0.2587880372974937,0
2025-12-30 22:42:00,terça-feira,0.20813,0.4010031537705513,0.19287315377055128,0
2025-12-31 09:15:00,quarta-feira,0.276147,0.1902899908667065,0.08585700913329347,0
2025-12-31 10:18:00,quarta-feira,0.203005,0.3990786031004086,0.1960736031004086,0
2025-12-31 12:32:00,quarta-feira,0.005,0.622769748140071,0.617769748140071,0
2025-12-31 23:02:00,quarta-feira,0.185174,0.177710691093044,0.007463308906956012,0
2026-01-02 00:58:00,sexta-feira,0.375,0.35,0.025000000000000022,0
2026-01-02 05:35:00,sexta-feira,0.09434,0.09433962264150944,3.7735849055253734e-07,1
2026-01-02 09:58:00,sexta-feira,0.375,0.375,0.0,1
2026-01-02 11:40:00,sexta-feira,0.09434,0.09433962264150944,3.7735849055253734e-07,1
2026-01-02 13:42:00,sexta-feira,0.09434,0.09433962264150944,3.7735849055253734e-07,1
2026-01-02 14:02:00,sexta-feira,0.09434,0.09433962264150944,3.7735849055253734e-07,1
2026-01-02 15:00:00,sexta-feira,0.09434,0.09433962264150944,3.7735849055253734e-07,1
2026-01-02 15:01:00,sexta-feira,0.35,0.375,0.025000000000000022,0
2026-01-02 15:01:00,sexta-feira,0.09434,0.09433962264150944,3.7735849055253734e-07,1
2026-01-02 18:47:00,sexta-feira,0.09434,0.09433962264150944,3.7735849055253734e-07,1
2026-01-03 01:29:00,sábado,0.375,0.375,0.0,1
2026-01-03 04:47:00,sábado,0.375,0.375,0.0,1
2026-01-03 05:08:00,sábado,0.09434,0.09433962264150944,3.7735849055253734e-07,1
2026-01-03 05:50:00,sábado,0.375,0.375,0.0,1
2026-01-03 08:29:00,sábado,0.375,0.375,0.0,1
2026-01-03 08:31:00,sábado,0.35,0.35,0.0,1
2026-01-03 08:36:00,sábado,0.09434,0.09433962264150944,3.7735849055253734e-07,1
2026-01-03 09:18:00,sábado,0.35,0.35,0.0,1
2026-01-03 10:37:00,sábado,0.35,0.35,0.0,1
2026-01-03 12:50:00,sábado,0.09434,0.09433962264150944,3.7735849055253734e-07,1
2026-01-03 14:36:00,sábado,0.35,0.35,0.0,1
