name,profit_cap2_total,stake_total,roi_total_cap2,weeks_total,weeks_with_stake,mean_weekly_cap2_nonzero,pneg_weeks_nonzero
score_current,520.110735021889,21909.84670841694,0.02373867521501563,16,12,43.34256125182409,0.5
score_v1_hgb_cls,28644.973066000523,83462.09217059612,0.34320938190059186,16,15,1909.6648710667012,0.06666666666666667
