name,n,mean,std,p_neg,q01,q05,q10,q25,q50,q75,q90,q95,q99,var05,cvar05
4w_profit_usd,50000,22299.763137035006,5919.98462437462,0.0,10382.393750000003,13228.863750000002,14779.418750000003,18021.963650000005,21995.358750000003,26275.650000000005,30333.58000000001,32532.51750000001,36827.43750000001,13228.863750000002,11563.641469980083
13w_profit_usd,50000,72563.78046551501,10663.68788032826,0.0,49367.956161500006,55559.56729750001,59054.256775000016,65166.74391250002,72230.17000000001,79630.23528750002,86438.28675000003,90662.18515,98708.13457600004,55559.56729750001,51791.43951832001
26w_profit_usd,50000,145161.28681178603,15048.755676873912,0.0,111606.68945950003,120828.72214000003,126030.45682500002,134794.9347,144926.62365000002,155080.07797500002,164601.96702500005,170397.38889,181606.81741450005,120828.72214000003,115186.33628862002
52w_profit_usd,50000,290341.0503514741,21315.732413165573,0.0,242534.38411550008,256038.56052750006,263457.0195100001,275680.60207500006,289853.2765750001,304493.88032500003,318003.321525,326126.2008425001,341552.92454900005,256038.56052750006,247741.4970759001
