name,n,mean,std,p_neg,q01,q05,q10,q25,q50,q75,q90,q95,q99,var05,cvar05
4w_profit_usd,50000,4802.95881,2762.383518259625,0.03762,-1356.2350000000001,339.5000000000001,1243.5,2872.0000000000005,4738.000000000001,6697.000000000001,8400.000000000002,9451.000000000002,11122.500000000002,339.5000000000001,-635.5273562300322
13w_profit_usd,50000,15638.68058,4967.2570621264695,0.00044,4309.475000000001,7550.875000000001,9268.900000000001,12225.5,15588.5,19039.125000000004,22063.1,23851.525,27139.02500000001,7550.875000000001,5585.153
26w_profit_usd,50000,31179.59607,7004.310376601154,0.0,15226.885,19714.975,22185.45,26407.875,31114.25,35908.125,40208.5,42731.049999999996,47725.005000000005,19714.975,16914.983
52w_profit_usd,50000,62317.35378,9898.621272323817,0.0,39882.415,46184.5,49649.85,55557.00000000001,62255.75,69004.625,75106.05,78728.025,85385.52,46184.5,42216.821271491404
