name,n,mean,std,p_neg,q01,q05,q10,q25,q50,q75,q90,q95,q99,var05,cvar05
4w_profit_usd,50000,22260.531218724,5901.140253196298,0.0,10501.714900000006,13228.863750000002,14766.959800000008,17976.348750000005,21982.323750000003,26223.010000000006,30311.14980000001,32333.84500000001,36811.93750000001,13228.863750000002,11579.32176826539
13w_profit_usd,50000,72514.78959375902,10627.206866115775,0.0,49431.91581150001,55704.01646750002,59150.24141000002,65145.524687500016,72137.34355000002,79603.23242500002,86358.73887500001,90613.78106250001,98621.25256250004,55704.01646750002,51845.37895570001
26w_profit_usd,50000,145224.66899757704,15062.566291553594,0.0,111833.94860300001,120895.50491500003,125977.53865500003,134798.31482500004,144985.76157500004,155314.5162,164781.11350500004,170465.62137250009,181343.90237300005,120895.50491500003,115283.12517342002
52w_profit_usd,50000,290153.167833222,21389.573860106477,0.0,241896.2870790001,255434.83733250003,262980.31871500006,275562.16652500007,289783.96585000004,304449.3156625001,317956.1322500001,326130.3309350001,341402.26361150015,255434.83733250003,247155.52508606005
