week,n_bets,stake_usd,profit_usd,roi_on_stake
2025-12-29/2026-01-04,3,483.0000000000001,483.0000000000001,1.0
2026-01-05/2026-01-11,45,6773.000000000001,695.5,0.10268714011516314
2026-01-12/2026-01-18,53,7071.000000000001,-1133.0000000000002,-0.16023193324847973
