order_id,created_at_utc,policy_version,stake,side,status,audit_id,V1_included,V2_full_day_included,V2_parity_included,filtro_V1,filtro_V2,classification,root_cause,after_parity_cutoff
1938082582,2026-07-29T22:21:51.539665+00:00,H3BUP_vNext_20260629,10.0,back,LIVE_OK,425230,False,True,False,created_at > V1 report generation cutoff (order not yet existent at V1 freeze),DAILY_CLOSED full UTC day includes post-cutoff LIVE_OK,EXPECTED_SCOPE_DIFFERENCE,V1 frozen at 22:01:54; order created after freeze; V2 closed-day includes it,True
1938105954,2026-07-29T22:30:18.859170+00:00,H3BUP_vNext_20260629,10.0,back,LIVE_OK,425247,False,True,False,created_at > V1 report generation cutoff (order not yet existent at V1 freeze),DAILY_CLOSED full UTC day includes post-cutoff LIVE_OK,EXPECTED_SCOPE_DIFFERENCE,V1 frozen at 22:01:54; order created after freeze; V2 closed-day includes it,True
