IDAposta;Subtipo da Aposta;Número de casas disponíveis no momento da aposta;Dif percent maior odd e segunda maior;Dif percent maior odd e odd mediana;Dif Odds RB E BIA;MinutesToMatchStart;TempoApostas.Tempo total bot;Dia Semana Aposta (UTC);Turno Aposta (UTC);Casa aposta vencedora
023478;-0.5;7;0,012635379061371841155234657;0,0303249097472924187725631769;0,0381944444444444444444444444;1300;9,2229231;quinta-feira;tarde;pin88
