Subtipo da Aposta;Número de casas disponíveis no momento da aposta;Dif percent maior odd e segunda maior;Dif percent maior odd e odd mediana;Dif Odds RB E BIA;MinutesToMatchStart;TempoApostas.Tempo total bot;Dia Semana Aposta (UTC);Turno Aposta (UTC);Casa aposta vencedora
+0;4;0,0379310344827586206896551724;0,045114942528735632183908046;0,0224719101123595505617977528;1300;8,2719041;sexta-feira;noite;sing2
