IDAposta;Subtipo da Aposta;Número de casas disponíveis no momento da aposta;Dif percent maior odd e segunda maior;Dif percent maior odd e odd mediana;Dif Odds RB E BIA;MinutesToMatchStart;TempoApostas.Tempo total bot;Dia Semana Aposta (UTC);Turno Aposta (UTC);Casa aposta vencedora
022307;+1;9;0,0039982230119946690359840071;0,0128831630386494891159484673;0,0297413793103448275862068966;1300;8,9610768;sábado;manhã;bdaq
