month,bets,stake,profit,roi_turn,roi_bank,strategy
2025-08,26,6546.0,-124.5809999999999,-0.01903162236480292,-0.020763499999999983,S2_cap300
2025-09,46,9751.0,310.38399999999996,0.03183099169315967,0.05173066666666666,S2_cap300
2025-10,388,75453.0,1094.3320000000003,0.014503492240202514,0.18238866666666673,S2_cap300
2025-11,328,72432.0,-2042.7640000000001,-0.02820250717914734,-0.3404606666666667,S2_cap300
2025-12,186,33716.0,5816.661999999999,0.1725193379997627,0.9694436666666666,S2_cap300
