ts,Tipo_raw,Subtipo da Aposta,Casa aposta vencedora,Número de casas disponíveis no momento da aposta,Dif % maior odd e segunda maior,Dif % maior odd e odd mediana,Dif Odds RB & BIA,MinutesToMatchStart,TempoApostas.Tempo total bot,Result,Odds,Tipo,wd,Dia Semana Aposta (UTC),DOW_name,Turno Aposta (UTC),Dif percent maior odd e segunda maior,Dif percent maior odd e odd mediana,Dif Odds RB E BIA,ROI,score
2025-01-09 17:47:00,Asian handicap,0,sing2,7.0,0.06,0.07,0.13061224489795928,267.0,,Win,2.45,FT,3,quinta-feira,Qui,tarde,0.06,0.07,0.13061224489795928,1.4500000000000002,0.0
2025-01-09 17:54:00,Asian handicap first half,"+0,25",sing2,2.0,1.0,0.05,0.006352087114337674,1596.0,,Lose,2.204,FH,3,quinta-feira,Qui,tarde,1.0,0.05,0.006352087114337674,-1.0,0.0
2025-03-09 12:09:00,Asian handicap,-1,sing2,4.0,0.05,0.05,0.005847953216374274,396.0,,Win,2.052,FT,6,domingo,Dom,tarde,0.05,0.05,0.005847953216374274,1.052,0.3394261281741346
2025-03-09 12:12:00,Asian handicap,-1,sbo,6.0,0.05,0.09,0.0029556650246304354,167.0,,Lose,2.03,FT,6,domingo,Dom,tarde,0.05,0.09,0.0029556650246304354,-1.0,0.48498435235503107
2025-03-09 13:06:00,Asian handicap first half,"-0,75",sing2,2.0,0.07,0.03,0.0059171597633136145,2064.0,,HalfWin,1.69,FH,6,domingo,Dom,tarde,0.07,0.03,0.0059171597633136145,0.345,0.3593927174412976
2025-03-09 13:16:00,Asian handicap,-1,sing2,5.0,0.07,0.08,0.00540540540540541,2669.0,,Void,1.85,FT,6,domingo,Dom,tarde,0.07,0.08,0.00540540540540541,0.0,0.4109563615412795
2025-03-09 13:18:00,Asian handicap,0,sing2,3.0,0.05,0.05,0.005025125628140708,431.0,,Void,1.99,FT,6,domingo,Dom,tarde,0.05,0.05,0.005025125628140708,0.0,0.3416998940144249
2025-03-09 13:22:00,Asian handicap first half,0,pin88,2.0,1.0,0.05,0.0,1358.0,,Void,2.78,FH,6,domingo,Dom,tarde,1.0,0.05,0.0,0.0,0.03905155140290723
2025-03-09 13:34:00,Asian handicap,"-0,75",pin88,3.0,0.08,0.08,0.03225806451612896,235.0,,Lose,2.17,FT,6,domingo,Dom,tarde,0.08,0.08,0.03225806451612896,-1.0,0.20770851912360686
2025-03-09 13:48:00,Asian handicap first half,1,xxxxx,1.0,,,0.005025125628140708,1391.0,,Void,1.99,FH,6,domingo,Dom,tarde,,,0.005025125628140708,0.0,0.2574169777031976
2025-04-09 09:09:00,Asian handicap,"+4,25",sbo,6.0,0.05,0.08,-0.06798029556650263,1806.0,,Win,2.03,FT,2,quarta-feira,Qua,manhã,0.05,0.08,-0.06798029556650263,1.0299999999999998,0.264176076548094
2025-04-09 09:10:00,Asian handicap,"-1,25",sing2,3.0,0.06,0.06,0.005263157894736847,1790.0,,Win,1.9,FT,2,quarta-feira,Qua,manhã,0.06,0.06,0.005263157894736847,0.8999999999999999,0.24719639899880075
2025-04-09 09:21:00,Asian handicap,"+1,25",sing2,5.0,1.0,0.02,0.0,398.0,,Lose,1.8,FT,2,quarta-feira,Qua,manhã,1.0,0.02,0.0,-1.0,0.9999355777071951
2025-04-09 09:37:00,Asian handicap first half,"-1,25",sing2,2.0,0.07,0.04,0.030000000000000027,203.0,,Lose,2.0,FH,2,quarta-feira,Qua,manhã,0.07,0.04,0.030000000000000027,-1.0,0.5470154590423911
2025-04-09 09:47:00,Asian handicap,"-0,25",sing2,2.0,0.06,0.03,0.014396456256921385,289.0,,HalfLose,1.806,FT,2,quarta-feira,Qua,manhã,0.06,0.03,0.014396456256921385,-0.5,0.591705214407388
2025-04-09 09:54:00,Asian handicap,"-1,25",pin88,1.0,,0.0,0.0,2586.0,,HalfLose,2.87,FT,2,quarta-feira,Qua,manhã,,0.0,0.0,-0.5,0.1842105042017571
2025-04-09 09:59:00,Asian handicap,"+2,25",sing2,5.0,0.04,0.06,0.005524861878453044,360.0,,Lose,1.81,FT,2,quarta-feira,Qua,manhã,0.04,0.06,0.005524861878453044,-1.0,0.32526931729040165
2025-04-09 10:06:00,Asian handicap,"+1,5",sing2,6.0,0.07,0.08,0.005181347150259072,1793.0,,Lose,1.93,FT,2,quarta-feira,Qua,manhã,0.07,0.08,0.005181347150259072,-1.0,0.12605758568229822
2025-04-09 10:08:00,Asian handicap,"-1,25",sing2,4.0,0.02,0.04,-0.0362694300518135,892.0,,Win,1.93,FT,2,quarta-feira,Qua,manhã,0.02,0.04,-0.0362694300518135,0.9299999999999999,0.23970033470302912
2025-04-09 10:21:00,Asian handicap,2,sing2,6.0,0.06,0.08,0.24050632911392406,2052.0,,Win,2.37,FT,2,quarta-feira,Qua,manhã,0.06,0.08,0.24050632911392406,1.37,0.17149546742378785
2025-04-09 10:21:00,Asian handicap,2,sing2,6.0,0.06,0.08,0.0,2052.0,,Win,2.37,FT,2,quarta-feira,Qua,manhã,0.06,0.08,0.0,1.37,0.09443293477894285
2025-04-09 10:30:00,Asian handicap,"+1,5",sing2,11.0,0.0,0.05,0.003373493975903671,330.0,,Lose,2.075,FT,2,quarta-feira,Qua,manhã,0.0,0.05,0.003373493975903671,-1.0,0.09147967395771527
2025-04-09 10:35:00,Asian handicap,"-0,5",pin88,6.0,1.0,0.05,0.0,325.0,,Lose,1.826,FT,2,quarta-feira,Qua,manhã,1.0,0.05,0.0,-1.0,0.9998598533355727
2025-04-09 10:43:00,Asian handicap,"+0,25",pin88,1.0,,0.0,0.0,422.0,,Lose,2.05,FT,2,quarta-feira,Qua,manhã,,0.0,0.0,-1.0,0.3174681128681744
2025-04-09 10:44:00,Asian handicap,"-0,25",sbo,7.0,0.02,0.05,0.002859866539561384,316.0,,Lose,2.098,FT,2,quarta-feira,Qua,manhã,0.02,0.05,0.002859866539561384,-1.0,0.5195816303457768
2025-04-09 10:46:00,Asian handicap first half,"+0,25",sing2,2.0,0.09,0.04,0.0050000000000000044,464.0,,HalfLose,2.0,FH,2,quarta-feira,Qua,manhã,0.09,0.04,0.0050000000000000044,-0.5,0.4075574994617755
2025-04-09 10:50:00,Asian handicap,"-0,75",sing2,6.0,1.0,0.04,0.042780748663101636,340.0,,Win,1.87,FT,2,quarta-feira,Qua,manhã,1.0,0.04,0.042780748663101636,0.8700000000000001,0.999837182831205
2025-04-09 10:55:00,Asian handicap,0,pin88,1.0,,0.0,0.0,274.0,,Lose,2.46,FT,2,quarta-feira,Qua,manhã,,0.0,0.0,-1.0,0.43159534911469866
2025-04-09 10:58:00,Asian handicap,"-1,25",sbo,7.0,0.03,0.07,0.0032967032967032993,482.0,,Lose,1.82,FT,2,quarta-feira,Qua,manhã,0.03,0.07,0.0032967032967032993,-1.0,0.4171566107265039
2025-04-09 11:40:00,Asian handicap,"+1,75",pin88,3.0,0.02,0.02,0.005291005291005296,1459.0,,Lose,1.89,FT,2,quarta-feira,Qua,manhã,0.02,0.02,0.005291005291005296,-1.0,0.2163811946841963
2025-04-09 11:42:00,Asian handicap first half,"-0,75",sbo,2.0,1.0,0.05,0.0028763183125598197,438.0,,HalfWin,2.086,FH,2,quarta-feira,Qua,manhã,1.0,0.05,0.0028763183125598197,0.5429999999999999,0.9999486077298361
2025-04-09 11:48:00,Asian handicap,"-0,5",molly,4.0,1.0,1.0,-0.11440677966101696,341.0,,Win,2.36,FT,2,quarta-feira,Qua,manhã,1.0,1.0,-0.11440677966101696,1.3599999999999999,0.9944287588430683
2025-04-09 12:37:00,Asian handicap first half,"-0,75",sing2,3.0,1.0,1.0,-98.46808510638299,1493.0,,Win,1.88,FH,2,quarta-feira,Qua,tarde,1.0,1.0,-98.46808510638299,0.8799999999999999,2.3119692435154473e-120
2025-04-09 12:45:00,Asian handicap first half,"-0,5",sbo,8.0,0.05,0.05,0.0030000000000000027,254.0,,Lose,2.0,FH,2,quarta-feira,Qua,tarde,0.05,0.05,0.0030000000000000027,-1.0,0.7131692906273481
2025-04-09 12:46:00,Asian handicap,0,sbo,9.0,0.03,0.04,0.0036052275799909905,134.0,,Win,2.219,FT,2,quarta-feira,Qua,tarde,0.03,0.04,0.0036052275799909905,1.2189999999999999,0.5950497812509767
2025-04-09 15:23:00,Asian handicap,-2,pin88,5.0,0.09,1.0,0.0,1657.0,,Lose,2.35,FT,2,quarta-feira,Qua,tarde,0.09,1.0,0.0,-1.0,0.01597171352426584
2025-04-09 15:39:00,Asian handicap first half,"-0,25",pin88,2.0,0.1,0.05,0.005025125628140708,2780.0,,Lose,1.99,FH,2,quarta-feira,Qua,tarde,0.1,0.05,0.005025125628140708,-1.0,0.4669679468218991
2025-04-09 16:07:00,Asian handicap first half,"-0,75",sbo,3.0,0.05,0.05,-0.08801498127340811,939.0,,HalfWin,2.136,FH,2,quarta-feira,Qua,tarde,0.05,0.05,-0.08801498127340811,0.5680000000000001,0.610297055118062
2025-04-09 16:55:00,Asian handicap,"-0,25",sbo,8.0,1.0,0.03,0.003488372093023259,1474.0,,Lose,1.72,FT,2,quarta-feira,Qua,tarde,1.0,0.03,0.003488372093023259,-1.0,0.9999534231518526
2025-04-09 17:12:00,Asian handicap,"+2,5",sing2,5.0,0.07,0.13,0.034825870646766094,1368.0,,Lose,2.01,FT,2,quarta-feira,Qua,tarde,0.07,0.13,0.034825870646766094,-1.0,0.393411176493884
2025-04-09 17:12:00,Asian handicap,"+2,5",sing2,5.0,0.07,0.13,0.034825870646766094,1368.0,,Lose,2.01,FT,2,quarta-feira,Qua,tarde,0.07,0.13,0.034825870646766094,-1.0,0.393411176493884
2025-04-09 17:12:00,Asian handicap,"+2,5",sing2,5.0,0.07,0.13,0.034825870646766094,1368.0,,Lose,2.01,FT,2,quarta-feira,Qua,tarde,0.07,0.13,0.034825870646766094,-1.0,0.393411176493884
2025-04-09 18:36:00,Asian handicap,0,pin88,3.0,0.0,0.0,-0.049327354260089634,2843.0,,Lose,2.23,FT,2,quarta-feira,Qua,noite,0.0,0.0,-0.049327354260089634,-1.0,0.053733183645764064
2025-08-16 22:03:00,Asian handicap first half,0,nan,,,,,200.0,,Lose,1.99,FH,5,sábado,Sáb,noite,,,,-1.0,0.41249616541690426
2025-08-18 09:55:00,Asian handicap,"-1,25",sing2,5.0,0.02,0.03,0.0049261083743841316,425.0,,Win,2.03,FT,0,segunda-feira,Seg,manhã,0.02,0.03,0.0049261083743841316,1.0299999999999998,0.5308641975308642
2025-08-18 11:22:00,Asian handicap,0,bf,9.0,0.0,0.02,0.0050761421319797,163.0,,Win,1.97,FT,0,segunda-feira,Seg,manhã,0.0,0.02,0.0050761421319797,0.97,0.29276895943562614
2025-08-18 11:24:00,Asian handicap,"-0,5",sing2,4.0,0.03,0.04,0.0,156.0,,Win,1.83,FT,0,segunda-feira,Seg,manhã,0.03,0.04,0.0,0.8300000000000001,0.43702661513622837
2025-08-19 20:16:00,Asian handicap first half,"-0,25",sbo,3.0,0.08,0.08,0.003468208092485552,920.0,,Lose,1.73,FH,1,terça-feira,Ter,noite,0.08,0.08,0.003468208092485552,-1.0,0.1954329127431234
2025-08-19 21:22:00,Asian handicap,0,sbo,8.0,0.05,0.05,-792.0711610486891,571.0,,Lose,2.136,FT,1,terça-feira,Ter,noite,0.05,0.05,-792.0711610486891,-1.0,1.0
2025-08-19 21:24:00,Asian handicap,"-0,25",sbo,9.0,0.03,0.06,-951.7153558052435,571.0,,Lose,2.136,FT,1,terça-feira,Ter,noite,0.03,0.06,-951.7153558052435,-1.0,1.0
2025-08-19 21:35:00,Asian handicap,-1,sing2,5.0,0.08,0.09,0.0049261083743841316,144.0,,Void,2.03,FT,1,terça-feira,Ter,noite,0.08,0.09,0.0049261083743841316,0.0,0.33025564860860407
2025-08-19 23:47:00,Asian handicap first half,"-0,25",sing2,6.0,0.02,0.03,-0.004926108374384351,613.0,,Win,2.03,FH,1,terça-feira,Ter,noite,0.02,0.03,-0.004926108374384351,1.0299999999999998,0.302622451306855
2025-08-20 00:23:00,Asian handicap,"-0,25",sbo,6.0,0.03,0.05,0.0031645569620253893,1447.0,,Win,1.58,FT,2,quarta-feira,Qua,madrugada,0.03,0.05,0.0031645569620253893,0.5800000000000001,0.44640271011391885
2025-08-20 02:06:00,Asian handicap,0,sing2,2.0,0.08,0.04,0.005747126436781614,999.0,,Win,1.74,FT,2,quarta-feira,Qua,madrugada,0.08,0.04,0.005747126436781614,0.74,0.44008768817234273
2025-08-20 09:47:00,Asian handicap,"+0,75",bf,5.0,0.0,0.02,-0.0016429353778750775,373.0,,Lose,1.826,FT,2,quarta-feira,Qua,manhã,0.0,0.02,-0.0016429353778750775,-1.0,0.2298542153582191
2025-08-20 09:50:00,Asian handicap first half,"-1,25",sbo,5.0,0.02,0.07,0.0,1929.0,,Lose,2.035,FH,2,quarta-feira,Qua,manhã,0.02,0.07,0.0,-1.0,0.26153509606545144
2025-08-20 09:52:00,Asian handicap first half,"-0,5",sing2,7.0,0.0,0.03,0.08121827411167509,1489.0,,Lose,1.97,FH,2,quarta-feira,Qua,manhã,0.0,0.03,0.08121827411167509,-1.0,0.17830681492236328
2025-08-20 10:58:00,Asian handicap,-1,sing2,4.0,0.07,0.07,0.0,497.0,,Win,2.02,FT,2,quarta-feira,Qua,manhã,0.07,0.07,0.0,1.02,0.3811637116256631
2025-08-20 11:44:00,Asian handicap first half,1,sbo,3.0,0.06,0.06,0.0,1876.0,,Win,2.092,FH,2,quarta-feira,Qua,manhã,0.06,0.06,0.0,1.092,0.5771343289968689
2025-08-20 13:46:00,Asian handicap,"-0,5",sing2,5.0,0.04,0.05,0.0,734.0,,Lose,1.75,FT,2,quarta-feira,Qua,tarde,0.04,0.05,0.0,-1.0,0.5084611657965211
2025-08-20 14:19:00,Asian handicap,"+0,25",sing2,3.0,1.0,1.0,0.0,1720.0,,Lose,1.92,FT,2,quarta-feira,Qua,tarde,1.0,1.0,0.0,-1.0,0.9919146535983313
2025-08-20 16:09:00,Asian handicap,"-0,5",sing2,4.0,0.02,0.02,0.0,1490.0,,Win,1.51,FT,2,quarta-feira,Qua,tarde,0.02,0.02,0.0,0.51,0.41043097692631425
2025-08-20 16:31:00,Asian handicap,-1,sing2,9.0,0.05,0.08,0.00484131253362017,1513.0,,Win,1.859,FT,2,quarta-feira,Qua,tarde,0.05,0.08,0.00484131253362017,0.859,0.24068321898258402
2025-08-20 16:58:00,Asian handicap,"+0,5",sing2,8.0,0.0,0.09,0.0,151.0,,Lose,1.95,FT,2,quarta-feira,Qua,tarde,0.0,0.09,0.0,-1.0,0.424134168775609
2025-08-20 19:55:00,Asian handicap,"+0,25",sbo,8.0,0.03,0.07,0.0,1204.0,,Win,2.211,FT,2,quarta-feira,Qua,noite,0.03,0.07,0.0,1.2109999999999999,0.14280952736912905
2025-08-21 00:58:00,Asian handicap first half,"-0,25",sing2,3.0,0.05,0.05,0.006352087114337674,1412.0,,HalfLose,2.204,FH,3,quinta-feira,Qui,madrugada,0.05,0.05,0.006352087114337674,-0.5,0.0
2025-08-21 01:39:00,Asian handicap first half,0,sing2,2.0,0.09,0.04,0.006329113924050638,980.0,,Win,1.58,FH,3,quinta-feira,Qui,madrugada,0.09,0.04,0.006329113924050638,0.5800000000000001,0.0
2025-08-21 14:19:00,Asian handicap first half,"-0,25",pin88,1.0,,0.0,0.0,1991.0,,Win,2.17,FH,3,quinta-feira,Qui,tarde,,0.0,0.0,1.17,0.0
2025-08-21 14:21:00,Asian handicap first half,"-0,25",sbo,2.0,0.08,0.04,0.002859866539561384,2859.0,,Win,2.098,FH,3,quinta-feira,Qui,tarde,0.08,0.04,0.002859866539561384,1.0979999999999999,0.0
2025-08-21 15:13:00,Asian handicap first half,0,sbo,4.0,1.0,0.04,0.003092783505154642,1697.0,,Lose,1.94,FH,3,quinta-feira,Qui,tarde,1.0,0.04,0.003092783505154642,-1.0,0.0
2025-08-21 15:20:00,Asian handicap,1,sbo,9.0,0.02,0.05,0.1626666666666667,440.0,,Lose,2.25,FT,3,quinta-feira,Qui,tarde,0.02,0.05,0.1626666666666667,-1.0,0.0
2025-08-21 15:20:00,Asian handicap,1,sbo,9.0,0.02,0.05,0.003999999999999954,440.0,,Lose,2.25,FT,3,quinta-feira,Qui,tarde,0.02,0.05,0.003999999999999954,-1.0,0.0
2025-08-21 15:22:00,Asian handicap first half,"-0,75",pin88,1.0,,0.0,-889.4040404040404,1643.0,,Win,1.98,FH,3,quinta-feira,Qui,tarde,,0.0,-889.4040404040404,0.98,0.0
2025-08-21 16:20:00,Asian handicap first half,0,pin88,1.0,,0.0,0.050802139037433254,835.0,,HalfLose,1.87,FH,3,quinta-feira,Qui,tarde,,0.0,0.050802139037433254,-0.5,0.0
2025-08-21 17:01:00,Asian handicap,"-0,25",sbo,8.0,0.03,0.06,0.0029702970297030827,1499.0,,Lose,2.02,FT,3,quinta-feira,Qui,tarde,0.03,0.06,0.0029702970297030827,-1.0,0.0
2025-08-21 17:49:00,Asian handicap first half,0,sing2,3.0,0.05,0.05,0.005681818181818187,1496.0,,Void,1.76,FH,3,quinta-feira,Qui,tarde,0.05,0.05,0.005681818181818187,0.0,0.0
2025-08-22 10:20:00,Asian handicap first half,"+0,25",sbo,3.0,0.03,0.03,0.0032771535580524893,1659.0,,HalfLose,2.136,FH,4,sexta-feira,Sex,manhã,0.03,0.03,0.0032771535580524893,-0.5,0.5384033337852326
2025-08-22 10:24:00,Asian handicap first half,"-0,25",sing2,3.0,0.05,0.05,0.004975124378109347,2915.0,,HalfLose,2.01,FH,4,sexta-feira,Sex,manhã,0.05,0.05,0.004975124378109347,-0.5,0.45132337245346577
2025-08-22 10:30:00,Asian handicap,"-0,75",sing2,6.0,0.03,0.04,0.005154639175257737,870.0,,Lose,1.94,FT,4,sexta-feira,Sex,manhã,0.03,0.04,0.005154639175257737,-1.0,0.3965646940710684
2025-08-22 10:32:00,Asian handicap first half,0,sing2,5.0,0.05,0.06,0.012490241998438732,748.0,,Void,2.562,FH,4,sexta-feira,Sex,manhã,0.05,0.06,0.012490241998438732,0.0,0.3876783540093767
2025-08-22 10:48:00,Asian handicap first half,0,sbo,5.0,1.0,0.05,0.0037990713381174926,522.0,,Lose,2.369,FH,4,sexta-feira,Sex,manhã,1.0,0.05,0.0037990713381174926,-1.0,0.10766406059596213
2025-08-22 11:15:00,Asian handicap,0,sing2,6.0,0.04,0.09,0.005813953488372098,585.0,,Lose,1.72,FT,4,sexta-feira,Sex,manhã,0.04,0.09,0.005813953488372098,-1.0,0.418815425356415
2025-08-22 11:42:00,Asian handicap first half,0,sing2,3.0,0.06,0.06,0.006172839506172844,2207.0,,Win,1.62,FH,4,sexta-feira,Sex,manhã,0.06,0.06,0.006172839506172844,0.6200000000000001,0.4316335088778232
2025-08-22 12:19:00,Asian handicap first half,"-0,25",sbo,3.0,0.03,0.03,0.003030303030303033,1840.0,,HalfLose,1.98,FH,4,sexta-feira,Sex,tarde,0.03,0.03,0.003030303030303033,-0.5,0.5584903918315519
2025-08-22 12:20:00,Asian handicap first half,0,sing2,2.0,1.0,0.05,0.005154639175257737,100.0,,Win,1.94,FH,4,sexta-feira,Sex,tarde,1.0,0.05,0.005154639175257737,0.94,0.06881061586297477
2025-08-22 12:22:00,Asian handicap,"-0,75",sing2,4.0,0.03,0.04,0.0050761421319797,278.0,,Win,1.97,FT,4,sexta-feira,Sex,tarde,0.03,0.04,0.0050761421319797,0.97,0.39540036026917474
2025-08-22 13:07:00,Asian handicap,"-1,5",pin88,1.0,,0.0,-0.11818181818181807,233.0,,Win,2.2,FT,4,sexta-feira,Sex,tarde,,0.0,-0.11818181818181807,1.2000000000000002,0.4009701672531837
2025-08-22 13:13:00,Asian handicap,0,sing2,2.0,0.06,0.03,0.005025125628140708,497.0,,Void,1.99,FT,4,sexta-feira,Sex,tarde,0.06,0.03,0.005025125628140708,0.0,0.3789203533153032
2025-08-22 13:30:00,Asian handicap,"-0,75",sbo,8.0,0.02,0.03,-0.004263382283278018,120.0,,Lose,2.111,FT,4,sexta-feira,Sex,tarde,0.02,0.03,-0.004263382283278018,-1.0,0.5232088394260102
2025-08-22 13:48:00,Asian handicap,1,pin88,7.0,1.0,0.03,0.0,282.0,,Void,2.52,FT,4,sexta-feira,Sex,tarde,1.0,0.03,0.0,0.0,0.040735729992168894
2025-08-22 13:48:00,Asian handicap first half,"-0,5",pin88,3.0,0.02,0.02,0.0,1632.0,,Win,1.813,FH,4,sexta-feira,Sex,tarde,0.02,0.02,0.0,0.813,0.3072963999269359
2025-08-22 13:56:00,Asian handicap,2,sing2,4.0,0.08,1.0,0.004893964110929797,904.0,,Win,1.839,FT,4,sexta-feira,Sex,tarde,0.08,1.0,0.004893964110929797,0.839,0.9192978761565224
2025-08-22 13:58:00,Asian handicap,"+0,25",sing2,7.0,0.03,0.03,0.02010050251256283,212.0,,Lose,1.99,FT,4,sexta-feira,Sex,tarde,0.03,0.03,0.02010050251256283,-1.0,0.36599134031519076
2025-08-22 14:00:00,Asian handicap,"-0,75",sing2,6.0,1.0,0.03,0.009947891994315656,285.0,,Lose,2.111,FT,4,sexta-feira,Sex,tarde,1.0,0.03,0.009947891994315656,-1.0,0.06434053290823588
2025-08-22 14:15:00,Asian handicap first half,0,pin88,1.0,,0.0,0.0,1425.0,,Void,1.68,FH,4,sexta-feira,Sex,tarde,,0.0,0.0,0.0,0.286656515986786
2025-08-22 14:16:00,Asian handicap,0,pin88,1.0,,0.0,0.0,1424.0,,Win,1.9,FT,4,sexta-feira,Sex,tarde,,0.0,0.0,0.8999999999999999,0.28663315345003854
2025-08-22 14:18:00,Asian handicap,"-1,5",pin88,1.0,,0.0,-0.08755760368663593,162.0,,Lose,2.17,FT,4,sexta-feira,Sex,tarde,,0.0,-0.08755760368663593,-1.0,0.3596120880220158
2025-08-23 21:47:00,Asian handicap,0,sing2,6.0,1.0,0.06,0.004893964110929797,1453.0,,Void,1.839,FT,5,sábado,Sáb,noite,1.0,0.06,0.004893964110929797,0.0,0.09763653744542153
2025-08-23 21:49:00,Asian handicap,"-0,75",sing2,9.0,0.02,0.05,0.006352087114337674,1031.0,,Win,2.204,FT,5,sábado,Sáb,noite,0.02,0.05,0.006352087114337674,1.2040000000000002,0.4751949996638361
2025-08-26 17:38:00,Asian handicap,0,sbo,9.0,0.04,0.04,0.005617977528089893,1851.0,,Void,1.78,FT,1,terça-feira,Ter,tarde,0.04,0.04,0.005617977528089893,0.0,0.3449195901854482
2025-08-26 18:21:00,Asian handicap first half,"+0,25",sing2,3.0,0.04,0.04,0.0049261083743841316,1344.0,,HalfLose,2.03,FH,1,terça-feira,Ter,noite,0.04,0.04,0.0049261083743841316,-0.5,0.4495901948510347
2025-08-26 22:39:00,Asian handicap,-1,sing2,4.0,0.02,0.03,0.0057142857142857195,1281.0,,Lose,1.75,FT,1,terça-feira,Ter,noite,0.02,0.03,0.0057142857142857195,-1.0,0.3802318942605913
2025-08-26 22:41:00,Asian handicap,"-1,25",sbo,9.0,0.05,0.07,0.0038576939562796142,1219.0,,Win,2.333,FT,1,terça-feira,Ter,noite,0.05,0.07,0.0038576939562796142,1.3330000000000002,0.22195496927390565
2025-08-27 00:07:00,Asian handicap first half,"-0,25",sing2,2.0,0.08,0.04,0.0203045685279188,1433.0,,Win,1.97,FH,2,quarta-feira,Qua,madrugada,0.08,0.04,0.0203045685279188,0.97,0.5052020868035109
2025-08-27 09:21:00,Asian handicap,"+3,75",sing2,8.0,0.05,0.07,0.005050505050505055,564.0,,Win,1.98,FT,2,quarta-feira,Qua,manhã,0.05,0.07,0.005050505050505055,0.98,0.237685101043702
2025-08-27 09:21:00,Asian handicap,"+3,75",sing2,8.0,0.05,0.07,0.005050505050505055,564.0,,Win,1.98,FT,2,quarta-feira,Qua,manhã,0.05,0.07,0.005050505050505055,0.98,0.237685101043702
2025-08-27 09:28:00,Asian handicap,"-0,75",sing2,11.0,1.0,0.04,-97.78277153558052,571.0,,Lose,2.136,FT,2,quarta-feira,Qua,manhã,1.0,0.04,-97.78277153558052,-1.0,2.2210347727027855e-118
2025-08-27 09:38:00,Asian handicap,"+0,25",sing2,2.0,0.08,0.04,0.005263157894736847,472.0,,Win,1.9,FT,2,quarta-feira,Qua,manhã,0.08,0.04,0.005263157894736847,0.8999999999999999,0.3826470174682097
2025-08-27 09:39:00,Asian handicap first half,0,sing2,3.0,0.03,0.03,0.005617977528089893,380.0,,Win,1.78,FH,2,quarta-feira,Qua,manhã,0.03,0.03,0.005617977528089893,0.78,0.3528328021878843
2025-08-27 09:55:00,Asian handicap,"+1,5",sing2,8.0,0.03,0.05,0.00612341026848815,530.0,,Lose,2.123,FT,2,quarta-feira,Qua,manhã,0.03,0.05,0.00612341026848815,-1.0,0.15084757547925065
2025-08-27 10:26:00,Asian handicap,"-0,75",sing2,5.0,0.06,0.06,0.0049261083743841316,304.0,,Lose,2.03,FT,2,quarta-feira,Qua,manhã,0.06,0.06,0.0049261083743841316,-1.0,0.3205534467714627
2025-08-27 11:08:00,Asian handicap,"+0,25",sing2,7.0,0.04,0.05,0.004947773501924078,382.0,,Win,1.819,FT,2,quarta-feira,Qua,manhã,0.04,0.05,0.004947773501924078,0.819,0.18329607547776886
2025-08-28 09:49:00,Asian handicap,"-1,25",sbo,7.0,0.02,0.04,0.005050505050505055,461.0,,Win,1.98,FT,3,quinta-feira,Qui,manhã,0.02,0.04,0.005050505050505055,0.98,0.0
2025-08-28 09:54:00,Asian handicap,1,sing2,8.0,0.05,0.07,0.005208333333333338,546.0,,Win,1.92,FT,3,quinta-feira,Qui,manhã,0.05,0.07,0.005208333333333338,0.9199999999999999,0.0
2025-08-28 11:30:00,Asian handicap,0,pin88,4.0,1.0,0.04,-0.000497760079641558,539.0,,Win,2.009,FT,3,quinta-feira,Qui,manhã,1.0,0.04,-0.000497760079641558,1.009,0.0
2025-08-28 11:32:00,Asian handicap,"+0,75",sing2,8.0,0.03,0.04,0.005847953216374274,1873.0,,Lose,2.052,FT,3,quinta-feira,Qui,manhã,0.03,0.04,0.005847953216374274,-1.0,0.0
2025-08-28 11:39:00,Asian handicap,"+0,75",sbo,9.0,0.0,0.03,0.016544117647058838,201.0,,Win,2.176,FT,3,quinta-feira,Qui,manhã,0.0,0.03,0.016544117647058838,1.1760000000000002,0.0
2025-08-28 11:58:00,Asian handicap,"-1,25",sbo,9.0,0.06,0.06,0.0033159639981052186,302.0,,Lose,2.111,FT,3,quinta-feira,Qui,manhã,0.06,0.06,0.0033159639981052186,-1.0,0.0
2025-08-28 11:58:00,Asian handicap,"-1,25",sbo,9.0,0.06,0.06,0.0033159639981052186,302.0,,Lose,2.111,FT,3,quinta-feira,Qui,manhã,0.06,0.06,0.0033159639981052186,-1.0,0.0
2025-08-28 12:00:00,Asian handicap,"-0,25",pin88,9.0,0.0,0.02,0.0,359.0,,Win,1.9,FT,3,quinta-feira,Qui,tarde,0.0,0.02,0.0,0.8999999999999999,0.0
2025-08-28 16:15:00,Asian handicap first half,"-0,25",xxxxx,1.0,,,0.022787028921998267,404.0,,HalfLose,2.282,FH,3,quinta-feira,Qui,tarde,,,0.022787028921998267,-0.5,0.0
2025-08-28 16:31:00,Asian handicap first half,0,#N/D,0.0,,,0.005050505050505055,2819.0,,Void,1.98,FH,3,quinta-feira,Qui,tarde,,,0.005050505050505055,0.0,0.0
2025-08-28 16:33:00,Asian handicap first half,"-0,75",#N/D,0.0,,,0.009000473709142646,2817.0,,Lose,2.111,FH,3,quinta-feira,Qui,tarde,,,0.009000473709142646,-1.0,0.0
2025-08-28 16:35:00,Asian handicap first half,"+0,25",#N/D,0.0,,,0.0029556650246304354,2725.0,,Win,2.03,FH,3,quinta-feira,Qui,tarde,,,0.0029556650246304354,1.0299999999999998,0.0
