IDAposta;Subtipo da Aposta;Número de casas disponíveis no momento da aposta;Dif percent maior odd e segunda maior;Dif percent maior odd e odd mediana;Dif Odds RB E BIA;MinutesToMatchStart;TempoApostas.Tempo total bot;Dia Semana Aposta (UTC);Turno Aposta (UTC);Casa aposta vencedora
022321;+0;4;0,0099648300117233294255568581;0,0149472450175849941383352872;0,0306818181818181818181818182;1300;15,6720965;sábado;tarde;ibc
