scenario,n,stake,pnl,roi,open,maturity,clv_closing_median,clv_coverage,disclaimer
A_H3BUP_completa,74,740.0,-277.1,-0.49482142857142863,18,PARTIALLY_SETTLED,-1.6767700737800428,0.16216216216216217,Cenários históricos não representam resultado out-of-sample e não devem ser interpretados como recomendação operacional.
B_apenas_Friendly,39,390.0,-62.700000000000024,-0.16500000000000006,1,PARTIALLY_SETTLED,-2.700387843989599,0.15384615384615385,Cenários históricos não representam resultado out-of-sample e não devem ser interpretados como recomendação operacional.
C_apenas_non_Friendly,35,350.0,-214.4,-1.1911111111111112,17,PARTIALLY_SETTLED,-1.6767700737800428,0.17142857142857143,Cenários históricos não representam resultado out-of-sample e não devem ser interpretados como recomendação operacional.
D_non_Friendly_plus_Unclassified,35,350.0,-214.4,-1.1911111111111112,17,PARTIALLY_SETTLED,-1.6767700737800428,0.17142857142857143,Cenários históricos não representam resultado out-of-sample e não devem ser interpretados como recomendação operacional.
E_confirmed_classes_only,74,740.0,-277.1,-0.49482142857142863,18,PARTIALLY_SETTLED,-1.6767700737800428,0.16216216216216217,Cenários históricos não representam resultado out-of-sample e não devem ser interpretados como recomendação operacional.
