share_positive_pnl_top1_events,share_positive_pnl_top3_events,share_positive_pnl_top5_events,share_abs_pnl_top1_events,share_abs_pnl_top3_events,share_abs_pnl_top5_events,n_positive_events,sum_positive_pnl
0.030644662486997105,0.08999409598245663,0.14695380809131547,0.014782868147665934,0.04341280820245748,0.07088995578701819,102,355.69
