level,n_days,n_orders,observed_roi,mean,ci90_lo,ci90_hi,ci95_lo,ci95_hi,p_gt_0,classification,n_boot,seed
day_utc,18,302,-0.02009287925696595,-0.01883593427440549,-0.06506916996047432,0.02516369047619047,-0.07438794726930321,0.03464088397790056,0.24447,WEAK,100000,20260816
