level,n_orders,n_events,observed_roi,mean,median,se,ci80_lo,ci80_hi,ci90_lo,ci90_hi,ci95_lo,ci95_hi,ci99_lo,ci99_hi,p_gt_0,p_gt_0_02,p_gt_0_05,p_gt_0_10,p_lt_0,one_sided_tail_leq_0,n_boot,seed,preferred
event_cluster,302,233,-0.02009287925696595,-0.0195342298173347,-0.019704497011432582,0.05446249364233202,-0.08958856345885637,0.05050480769230769,-0.10870941558441559,0.07040061633281973,-0.12550073637702505,0.08698664440734558,-0.1450390015600624,0.10695102685624011,0.35824,0.23425,0.10146,0.01383,0.64175,0.64176,100000,20260815,True
