level,n,observed_roi,mean,median,se,ci80_lo,ci80_hi,ci90_lo,ci90_hi,ci95_lo,ci95_hi,ci99_lo,ci99_hi,p_gt_0,p_gt_0_02,p_gt_0_05,p_gt_0_10,p_lt_0,one_sided_tail_leq_0,n_boot,seed
order,302,-0.02009287925696595,-0.020138968340247088,-0.02018868111112211,0.06577007770170411,-0.10487752161383289,0.06442136498516321,-0.12866855524079324,0.08807339449541284,-0.14972591362126245,0.10858006042296071,-0.17397692307692308,0.13262135922330096,0.37934,0.27066,0.1435,0.03348,0.62066,0.62066,100000,20260814
