audit_gate_to_persist_ms,audit_id,audit_persist_to_bridge_fetch_ms,audit_persist_to_bridge_fetch_ms_clock_skew_suspected,audit_to_finished,audit_to_live_ok_ms,audit_to_request,bridge_fetch_to_policy_ms,clock_skew_suspected,detect_to_audit_gate_ms,detect_to_live_ok_ms,detected_to_audited,dryrun_duration_ms,dryrun_to_final_gate_ms,duplicate_events,event_id,events_present,execution_id,executor_receive_to_dryrun_start_ms,executor_to_live_ok_ms,final_gate_to_place_start_ms,line,market,missing_stages,n_events,order_id,ordering_violations,place_duration_ms,place_to_result_persist_ms,policy_to_request_ms,request_send_to_executor_receive_ms,request_send_to_executor_receive_ms_clock_skew_suspected,request_to_finished,request_to_live_ok_ms,side,status,trace_id,ws_to_detect_ms,ws_to_live_ok_ms
12.795918,422741,,,,,,,False,0.321197,,13.117115,,,{},"2026-07-29,10066109,50586",H3B_AUDIT_ENQUEUED|H3B_AUDIT_GATE_DECIDED|H3B_AUDIT_PERSIST_FINISHED|H3B_AUDIT_PERSIST_STARTED|H3B_DETECTED|H3B_WS_RECEIVED,,,,,-1,AH,H3B_BRIDGE_FETCHED|H3B_EXEC_REQUEST_CREATED|H3B_EXECUTOR_RECEIVED|H3B_DRYRUN_FINISHED|H3B_FINAL_GATE_DECIDED|H3B_PLACE_FINISHED,6,,,,,,,,,,away,UNKNOWN,h3bup:na:421374386629,0.220206,
11.620127,422742,,,,,,,False,0.383622,,12.003749,,,{},"2026-07-29,60837,38389",H3B_AUDIT_ENQUEUED|H3B_AUDIT_GATE_DECIDED|H3B_AUDIT_PERSIST_FINISHED|H3B_AUDIT_PERSIST_STARTED|H3B_DETECTED|H3B_WS_RECEIVED,,,,,0,AH,H3B_BRIDGE_FETCHED|H3B_EXEC_REQUEST_CREATED|H3B_EXECUTOR_RECEIVED|H3B_DRYRUN_FINISHED|H3B_FINAL_GATE_DECIDED|H3B_PLACE_FINISHED,6,,,,,,,,,,home,UNKNOWN,h3bup:na:aae6cb67ecbd,0.12105,
8.741121,422743,,,,,,,False,0.9918,,9.732921,,,{},"2026-07-29,95935,10054348",H3B_AUDIT_ENQUEUED|H3B_AUDIT_GATE_DECIDED|H3B_AUDIT_PERSIST_FINISHED|H3B_AUDIT_PERSIST_STARTED|H3B_DETECTED|H3B_WS_RECEIVED,,,,,-1,AH,H3B_BRIDGE_FETCHED|H3B_EXEC_REQUEST_CREATED|H3B_EXECUTOR_RECEIVED|H3B_DRYRUN_FINISHED|H3B_FINAL_GATE_DECIDED|H3B_PLACE_FINISHED,6,,,,,,,,,,away,UNKNOWN,h3bup:na:8e1a8149c9a6,0.093389,
9.753763,422744,,,,,,,False,2.716188,,12.469951,,,{},"2026-07-29,1276,62310",H3B_AUDIT_ENQUEUED|H3B_AUDIT_GATE_DECIDED|H3B_AUDIT_PERSIST_FINISHED|H3B_AUDIT_PERSIST_STARTED|H3B_DETECTED|H3B_WS_RECEIVED,,,,,-5,AH,H3B_BRIDGE_FETCHED|H3B_EXEC_REQUEST_CREATED|H3B_EXECUTOR_RECEIVED|H3B_DRYRUN_FINISHED|H3B_FINAL_GATE_DECIDED|H3B_PLACE_FINISHED,6,,,,,,,,,,home,UNKNOWN,h3bup:na:b7f39a96ce90,0.085592,
10.801682,422745,,,,,,,False,0.403353,,11.205035,,,{},"2026-07-29,769,10013932",H3B_AUDIT_ENQUEUED|H3B_AUDIT_GATE_DECIDED|H3B_AUDIT_PERSIST_FINISHED|H3B_AUDIT_PERSIST_STARTED|H3B_DETECTED|H3B_WS_RECEIVED,,,,,4,AH,H3B_BRIDGE_FETCHED|H3B_EXEC_REQUEST_CREATED|H3B_EXECUTOR_RECEIVED|H3B_DRYRUN_FINISHED|H3B_FINAL_GATE_DECIDED|H3B_PLACE_FINISHED,6,,,,,,,,,,home,UNKNOWN,h3bup:na:6ffd14717dce,0.097156,
12.366775,422746,,,,,,,False,7.187268,,19.554043,,,{},"2026-07-29,1274,1309",H3B_AUDIT_ENQUEUED|H3B_AUDIT_GATE_DECIDED|H3B_AUDIT_PERSIST_FINISHED|H3B_AUDIT_PERSIST_STARTED|H3B_DETECTED|H3B_WS_RECEIVED,,,,,-2,AH,H3B_BRIDGE_FETCHED|H3B_EXEC_REQUEST_CREATED|H3B_EXECUTOR_RECEIVED|H3B_DRYRUN_FINISHED|H3B_FINAL_GATE_DECIDED|H3B_PLACE_FINISHED,6,,,,,,,,,,home,UNKNOWN,h3bup:na:d0534d515134,0.111814,
13.972582,422747,,,,,,,False,4.121485,,18.094067,,,{},"2026-07-29,10054510,10086191",H3B_AUDIT_ENQUEUED|H3B_AUDIT_GATE_DECIDED|H3B_AUDIT_PERSIST_FINISHED|H3B_AUDIT_PERSIST_STARTED|H3B_DETECTED|H3B_WS_RECEIVED,,,,,0,AH,H3B_BRIDGE_FETCHED|H3B_EXEC_REQUEST_CREATED|H3B_EXECUTOR_RECEIVED|H3B_DRYRUN_FINISHED|H3B_FINAL_GATE_DECIDED|H3B_PLACE_FINISHED,6,,,,,,,,,,home,UNKNOWN,h3bup:na:e15be2e60faa,0.078906,
11.166881,422748,,,,,,,False,0.359392,,11.526273,,,{},"2026-07-29,769,10013932",H3B_AUDIT_ENQUEUED|H3B_AUDIT_GATE_DECIDED|H3B_AUDIT_PERSIST_FINISHED|H3B_AUDIT_PERSIST_STARTED|H3B_DETECTED|H3B_WS_RECEIVED,,,,,4,AH,H3B_BRIDGE_FETCHED|H3B_EXEC_REQUEST_CREATED|H3B_EXECUTOR_RECEIVED|H3B_DRYRUN_FINISHED|H3B_FINAL_GATE_DECIDED|H3B_PLACE_FINISHED,6,,,,,,,,,,away,UNKNOWN,h3bup:na:a82520699a0c,0.089091,
9.406182,422749,69.5040225982666,,,,,0.167541,False,2.029752,,11.435934,,,{},"2026-07-30,181,26897",H3B_AUDIT_ENQUEUED|H3B_AUDIT_GATE_DECIDED|H3B_AUDIT_PERSIST_FINISHED|H3B_AUDIT_PERSIST_STARTED|H3B_BRIDGE_FETCHED|H3B_DETECTED|H3B_POLICY_EVAL_FINISHED|H3B_POLICY_EVAL_STARTED|H3B_WS_RECEIVED,,,,,-2,AH,H3B_EXEC_REQUEST_CREATED|H3B_EXECUTOR_RECEIVED|H3B_DRYRUN_FINISHED|H3B_FINAL_GATE_DECIDED|H3B_PLACE_FINISHED,9,,,,,,,,,,away,UNKNOWN,h3bup:na:fba2aebac965,0.224856,
7.974179,422750,,,,,,,False,0.239024,,8.213203,,,{},"2026-07-29,10044820,42294",H3B_AUDIT_ENQUEUED|H3B_AUDIT_GATE_DECIDED|H3B_AUDIT_PERSIST_FINISHED|H3B_AUDIT_PERSIST_STARTED|H3B_DETECTED|H3B_WS_RECEIVED,,,,,-3,AH,H3B_BRIDGE_FETCHED|H3B_EXEC_REQUEST_CREATED|H3B_EXECUTOR_RECEIVED|H3B_DRYRUN_FINISHED|H3B_FINAL_GATE_DECIDED|H3B_PLACE_FINISHED,6,,,,,,,,,,home,UNKNOWN,h3bup:na:89cbb9a4f28e,0.095132,
19.351879,422751,,,,,,,False,0.344945,,19.696824,,,{},"2026-07-29,48423,10060531",H3B_AUDIT_ENQUEUED|H3B_AUDIT_GATE_DECIDED|H3B_AUDIT_PERSIST_FINISHED|H3B_AUDIT_PERSIST_STARTED|H3B_DETECTED|H3B_WS_RECEIVED,,,,,2,AH,H3B_BRIDGE_FETCHED|H3B_EXEC_REQUEST_CREATED|H3B_EXECUTOR_RECEIVED|H3B_DRYRUN_FINISHED|H3B_FINAL_GATE_DECIDED|H3B_PLACE_FINISHED,6,,,,,,,,,,home,UNKNOWN,h3bup:na:25ba26eb1e86,0.108405,
8.240749,422752,,,,,,,False,0.305343,,8.546092,,,{},"2026-07-29,24475,10030986",H3B_AUDIT_ENQUEUED|H3B_AUDIT_GATE_DECIDED|H3B_AUDIT_PERSIST_FINISHED|H3B_AUDIT_PERSIST_STARTED|H3B_DETECTED|H3B_WS_RECEIVED,,,,,0,AH,H3B_BRIDGE_FETCHED|H3B_EXEC_REQUEST_CREATED|H3B_EXECUTOR_RECEIVED|H3B_DRYRUN_FINISHED|H3B_FINAL_GATE_DECIDED|H3B_PLACE_FINISHED,6,,,,,,,,,,away,UNKNOWN,h3bup:na:333fea87e604,0.082558,
9.325303,422753,,,,,,,False,0.264424,,9.589727,,,{},"2026-07-29,832,893",H3B_AUDIT_ENQUEUED|H3B_AUDIT_GATE_DECIDED|H3B_AUDIT_PERSIST_FINISHED|H3B_AUDIT_PERSIST_STARTED|H3B_DETECTED|H3B_WS_RECEIVED,,,,,-6,AH,H3B_BRIDGE_FETCHED|H3B_EXEC_REQUEST_CREATED|H3B_EXECUTOR_RECEIVED|H3B_DRYRUN_FINISHED|H3B_FINAL_GATE_DECIDED|H3B_PLACE_FINISHED,6,,,,,,,,,,away,UNKNOWN,h3bup:na:48dcef019fdc,0.20986,
8.999149,422754,,,,,,,False,2.261483,,11.260632,,,{},"2026-07-29,10054510,10086191",H3B_AUDIT_ENQUEUED|H3B_AUDIT_GATE_DECIDED|H3B_AUDIT_PERSIST_FINISHED|H3B_AUDIT_PERSIST_STARTED|H3B_DETECTED|H3B_WS_RECEIVED,,,,,0,AH,H3B_BRIDGE_FETCHED|H3B_EXEC_REQUEST_CREATED|H3B_EXECUTOR_RECEIVED|H3B_DRYRUN_FINISHED|H3B_FINAL_GATE_DECIDED|H3B_PLACE_FINISHED,6,,,,,,,,,,away,UNKNOWN,h3bup:na:994775271cb4,0.087177,
14.472054,422755,,,,,,,False,0.266828,,14.738882,,,{},"2026-07-29,10066109,50586",H3B_AUDIT_ENQUEUED|H3B_AUDIT_GATE_DECIDED|H3B_AUDIT_PERSIST_FINISHED|H3B_AUDIT_PERSIST_STARTED|H3B_DETECTED|H3B_WS_RECEIVED,,,,,-1,AH,H3B_BRIDGE_FETCHED|H3B_EXEC_REQUEST_CREATED|H3B_EXECUTOR_RECEIVED|H3B_DRYRUN_FINISHED|H3B_FINAL_GATE_DECIDED|H3B_PLACE_FINISHED,6,,,,,,,,,,home,UNKNOWN,h3bup:na:cf6be3068d7a,0.095818,
10.678802,422756,,,,,,,False,1.943963,,12.622765,,,{},"2026-07-29,48183,10055975",H3B_AUDIT_ENQUEUED|H3B_AUDIT_GATE_DECIDED|H3B_AUDIT_PERSIST_FINISHED|H3B_AUDIT_PERSIST_STARTED|H3B_DETECTED|H3B_WS_RECEIVED,,,,,6,AH,H3B_BRIDGE_FETCHED|H3B_EXEC_REQUEST_CREATED|H3B_EXECUTOR_RECEIVED|H3B_DRYRUN_FINISHED|H3B_FINAL_GATE_DECIDED|H3B_PLACE_FINISHED,6,,,,,,,,,,home,UNKNOWN,h3bup:na:048dac8745fe,0.091427,
7.780539,422757,,,,,,,False,3.537463,,11.318002,,,{},"2026-07-29,23594,36940",H3B_AUDIT_ENQUEUED|H3B_AUDIT_GATE_DECIDED|H3B_AUDIT_PERSIST_FINISHED|H3B_AUDIT_PERSIST_STARTED|H3B_DETECTED|H3B_WS_RECEIVED,,,,,-2,AH,H3B_BRIDGE_FETCHED|H3B_EXEC_REQUEST_CREATED|H3B_EXECUTOR_RECEIVED|H3B_DRYRUN_FINISHED|H3B_FINAL_GATE_DECIDED|H3B_PLACE_FINISHED,6,,,,,,,,,,home,UNKNOWN,h3bup:na:4f20da1de9b0,0.092023,
8.048005,422758,,,,,,,False,0.286035,,8.33404,,,{},"2026-07-29,48423,10060531",H3B_AUDIT_ENQUEUED|H3B_AUDIT_GATE_DECIDED|H3B_AUDIT_PERSIST_FINISHED|H3B_AUDIT_PERSIST_STARTED|H3B_DETECTED|H3B_WS_RECEIVED,,,,,1,AH,H3B_BRIDGE_FETCHED|H3B_EXEC_REQUEST_CREATED|H3B_EXECUTOR_RECEIVED|H3B_DRYRUN_FINISHED|H3B_FINAL_GATE_DECIDED|H3B_PLACE_FINISHED,6,,,,,,,,,,home,UNKNOWN,h3bup:na:fc819e895416,0.072598,
7.3689,422759,,,,,,,False,0.210431,,7.579331,,,{},"2026-07-29,244,1283",H3B_AUDIT_ENQUEUED|H3B_AUDIT_GATE_DECIDED|H3B_AUDIT_PERSIST_FINISHED|H3B_AUDIT_PERSIST_STARTED|H3B_DETECTED|H3B_WS_RECEIVED,,,,,-6,AH,H3B_BRIDGE_FETCHED|H3B_EXEC_REQUEST_CREATED|H3B_EXECUTOR_RECEIVED|H3B_DRYRUN_FINISHED|H3B_FINAL_GATE_DECIDED|H3B_PLACE_FINISHED,6,,,,,,,,,,home,UNKNOWN,h3bup:na:71e176bcafb6,0.068358,
14.576574,422760,,,,,,,False,2.241998,,16.818572,,,{},"2026-07-29,48183,10055975",H3B_AUDIT_ENQUEUED|H3B_AUDIT_GATE_DECIDED|H3B_AUDIT_PERSIST_FINISHED|H3B_AUDIT_PERSIST_STARTED|H3B_DETECTED|H3B_WS_RECEIVED,,,,,6,AH,H3B_BRIDGE_FETCHED|H3B_EXEC_REQUEST_CREATED|H3B_EXECUTOR_RECEIVED|H3B_DRYRUN_FINISHED|H3B_FINAL_GATE_DECIDED|H3B_PLACE_FINISHED,6,,,,,,,,,,away,UNKNOWN,h3bup:na:0e91ef1bdead,0.087333,
12.272968,422761,,,,,,,False,2.820827,,15.093795,,,{},"2026-07-29,48423,10060531",H3B_AUDIT_ENQUEUED|H3B_AUDIT_GATE_DECIDED|H3B_AUDIT_PERSIST_FINISHED|H3B_AUDIT_PERSIST_STARTED|H3B_DETECTED|H3B_WS_RECEIVED,,,,,1,AH,H3B_BRIDGE_FETCHED|H3B_EXEC_REQUEST_CREATED|H3B_EXECUTOR_RECEIVED|H3B_DRYRUN_FINISHED|H3B_FINAL_GATE_DECIDED|H3B_PLACE_FINISHED,6,,,,,,,,,,away,UNKNOWN,h3bup:na:3ddc662bce94,0.061309,
12.801938,422762,27.994155883789062,,,,,0.169344,False,0.492901,,13.294839,,,{},"2026-07-29,77444,27048",H3B_AUDIT_ENQUEUED|H3B_AUDIT_GATE_DECIDED|H3B_AUDIT_PERSIST_FINISHED|H3B_AUDIT_PERSIST_STARTED|H3B_BRIDGE_FETCHED|H3B_DETECTED|H3B_POLICY_EVAL_FINISHED|H3B_POLICY_EVAL_STARTED|H3B_WS_RECEIVED,,,,,-2,AH,H3B_EXEC_REQUEST_CREATED|H3B_EXECUTOR_RECEIVED|H3B_DRYRUN_FINISHED|H3B_FINAL_GATE_DECIDED|H3B_PLACE_FINISHED,9,,,,,,,,,,away,UNKNOWN,h3bup:na:86e7e6f43c32,0.094003,
11.832109,422763,,,,,,,False,0.524456,,12.356565,,,{},"2026-07-29,10086188,10054609",H3B_AUDIT_ENQUEUED|H3B_AUDIT_GATE_DECIDED|H3B_AUDIT_PERSIST_FINISHED|H3B_AUDIT_PERSIST_STARTED|H3B_DETECTED|H3B_WS_RECEIVED,,,,,3,AH,H3B_BRIDGE_FETCHED|H3B_EXEC_REQUEST_CREATED|H3B_EXECUTOR_RECEIVED|H3B_DRYRUN_FINISHED|H3B_FINAL_GATE_DECIDED|H3B_PLACE_FINISHED,6,,,,,,,,,,away,UNKNOWN,h3bup:na:d77666a58476,0.09832,
7.57869,422764,232.99098014831543,,,,,0.150022,False,6.342331,,13.921021,,,{},"2026-07-29,77444,27048",H3B_AUDIT_ENQUEUED|H3B_AUDIT_GATE_DECIDED|H3B_AUDIT_PERSIST_FINISHED|H3B_AUDIT_PERSIST_STARTED|H3B_BRIDGE_FETCHED|H3B_DETECTED|H3B_POLICY_EVAL_FINISHED|H3B_POLICY_EVAL_STARTED|H3B_WS_RECEIVED,,,,,-2,AH,H3B_EXEC_REQUEST_CREATED|H3B_EXECUTOR_RECEIVED|H3B_DRYRUN_FINISHED|H3B_FINAL_GATE_DECIDED|H3B_PLACE_FINISHED,9,,,,,,,,,,home,UNKNOWN,h3bup:na:0b7f487e598c,0.067083,
7.957692,422765,37.908077239990234,,,,,0.147076,False,0.341162,,8.298854,,,{},"2026-07-29,23475,29682",H3B_AUDIT_ENQUEUED|H3B_AUDIT_GATE_DECIDED|H3B_AUDIT_PERSIST_FINISHED|H3B_AUDIT_PERSIST_STARTED|H3B_BRIDGE_FETCHED|H3B_DETECTED|H3B_POLICY_EVAL_FINISHED|H3B_POLICY_EVAL_STARTED|H3B_WS_RECEIVED,,,,,4,AH,H3B_EXEC_REQUEST_CREATED|H3B_EXECUTOR_RECEIVED|H3B_DRYRUN_FINISHED|H3B_FINAL_GATE_DECIDED|H3B_PLACE_FINISHED,9,,,,,,,,,,away,UNKNOWN,h3bup:na:5b5568a12495,0.083654,
8.64874,422766,,,,,,,False,2.462607,,11.111347,,,{},"2026-07-29,10055276,96955",H3B_AUDIT_ENQUEUED|H3B_AUDIT_GATE_DECIDED|H3B_AUDIT_PERSIST_FINISHED|H3B_AUDIT_PERSIST_STARTED|H3B_DETECTED|H3B_WS_RECEIVED,,,,,-3,AH,H3B_BRIDGE_FETCHED|H3B_EXEC_REQUEST_CREATED|H3B_EXECUTOR_RECEIVED|H3B_DRYRUN_FINISHED|H3B_FINAL_GATE_DECIDED|H3B_PLACE_FINISHED,6,,,,,,,,,,home,UNKNOWN,h3bup:na:0df86b88e836,0.124688,
11.503097,422767,,,,,,,False,3.382891,,14.885988,,,{},"2026-07-29,832,893",H3B_AUDIT_ENQUEUED|H3B_AUDIT_GATE_DECIDED|H3B_AUDIT_PERSIST_FINISHED|H3B_AUDIT_PERSIST_STARTED|H3B_DETECTED|H3B_WS_RECEIVED,,,,,-6,AH,H3B_BRIDGE_FETCHED|H3B_EXEC_REQUEST_CREATED|H3B_EXECUTOR_RECEIVED|H3B_DRYRUN_FINISHED|H3B_FINAL_GATE_DECIDED|H3B_PLACE_FINISHED,6,,,,,,,,,,home,UNKNOWN,h3bup:na:8dace05e7583,0.091762,
8.811263,422768,,,,,,,False,1.802723,,10.613986,,,{},"2026-07-29,10086188,10054609",H3B_AUDIT_ENQUEUED|H3B_AUDIT_GATE_DECIDED|H3B_AUDIT_PERSIST_FINISHED|H3B_AUDIT_PERSIST_STARTED|H3B_DETECTED|H3B_WS_RECEIVED,,,,,3,AH,H3B_BRIDGE_FETCHED|H3B_EXEC_REQUEST_CREATED|H3B_EXECUTOR_RECEIVED|H3B_DRYRUN_FINISHED|H3B_FINAL_GATE_DECIDED|H3B_PLACE_FINISHED,6,,,,,,,,,,home,UNKNOWN,h3bup:na:f58824f88cc2,0.132222,
7.810563,422769,,,,,,,False,0.293807,,8.10437,,,{},"2026-07-29,1276,62310",H3B_AUDIT_ENQUEUED|H3B_AUDIT_GATE_DECIDED|H3B_AUDIT_PERSIST_FINISHED|H3B_AUDIT_PERSIST_STARTED|H3B_DETECTED|H3B_WS_RECEIVED,,,,,-8,AH,H3B_BRIDGE_FETCHED|H3B_EXEC_REQUEST_CREATED|H3B_EXECUTOR_RECEIVED|H3B_DRYRUN_FINISHED|H3B_FINAL_GATE_DECIDED|H3B_PLACE_FINISHED,6,,,,,,,,,,home,UNKNOWN,h3bup:na:9fc18ff81ad0,0.100595,
9.627625,422770,,,,,,,False,2.609646,,12.237271,,,{},"2026-07-29,1276,62310",H3B_AUDIT_ENQUEUED|H3B_AUDIT_GATE_DECIDED|H3B_AUDIT_PERSIST_FINISHED|H3B_AUDIT_PERSIST_STARTED|H3B_DETECTED|H3B_WS_RECEIVED,,,,,-8,AH,H3B_BRIDGE_FETCHED|H3B_EXEC_REQUEST_CREATED|H3B_EXECUTOR_RECEIVED|H3B_DRYRUN_FINISHED|H3B_FINAL_GATE_DECIDED|H3B_PLACE_FINISHED,6,,,,,,,,,,away,UNKNOWN,h3bup:na:c4762881dee8,0.108228,
9.691608,422771,82.29708671569824,,,,,0.182068,False,1.152863,,10.844471,,,{},"2026-07-29,825,330",H3B_AUDIT_ENQUEUED|H3B_AUDIT_GATE_DECIDED|H3B_AUDIT_PERSIST_FINISHED|H3B_AUDIT_PERSIST_STARTED|H3B_BRIDGE_FETCHED|H3B_DETECTED|H3B_POLICY_EVAL_FINISHED|H3B_POLICY_EVAL_STARTED|H3B_WS_RECEIVED,,,,,-3,AH,H3B_EXEC_REQUEST_CREATED|H3B_EXECUTOR_RECEIVED|H3B_DRYRUN_FINISHED|H3B_FINAL_GATE_DECIDED|H3B_PLACE_FINISHED,9,,,,,,,,,,home,UNKNOWN,h3bup:na:8dc1332d9418,0.08263,
9.801828,422772,229.63905334472656,,,,,0.159796,False,1.598607,,11.400435,,,{},"2026-07-29,38393,27339",H3B_AUDIT_ENQUEUED|H3B_AUDIT_GATE_DECIDED|H3B_AUDIT_PERSIST_FINISHED|H3B_AUDIT_PERSIST_STARTED|H3B_BRIDGE_FETCHED|H3B_DETECTED|H3B_POLICY_EVAL_FINISHED|H3B_POLICY_EVAL_STARTED|H3B_WS_RECEIVED,,,,,-2,AH,H3B_EXEC_REQUEST_CREATED|H3B_EXECUTOR_RECEIVED|H3B_DRYRUN_FINISHED|H3B_FINAL_GATE_DECIDED|H3B_PLACE_FINISHED,9,,,,,,,,,,home,UNKNOWN,h3bup:na:e919819da17c,0.07216,
26.353801,422773,,,,,,,False,0.357528,,26.711329,,,{},"2026-07-29,24490,10044263",H3B_AUDIT_ENQUEUED|H3B_AUDIT_GATE_DECIDED|H3B_AUDIT_PERSIST_FINISHED|H3B_AUDIT_PERSIST_STARTED|H3B_DETECTED|H3B_WS_RECEIVED,,,,,4,AH,H3B_BRIDGE_FETCHED|H3B_EXEC_REQUEST_CREATED|H3B_EXECUTOR_RECEIVED|H3B_DRYRUN_FINISHED|H3B_FINAL_GATE_DECIDED|H3B_PLACE_FINISHED,6,,,,,,,,,,away,UNKNOWN,h3bup:na:4686f62fa348,0.118288,
8.986397,422774,57.723045349121094,,,,,0.17154,False,1.552075,,10.538472,,,{},"2026-07-29,825,330",H3B_AUDIT_ENQUEUED|H3B_AUDIT_GATE_DECIDED|H3B_AUDIT_PERSIST_FINISHED|H3B_AUDIT_PERSIST_STARTED|H3B_BRIDGE_FETCHED|H3B_DETECTED|H3B_POLICY_EVAL_FINISHED|H3B_POLICY_EVAL_STARTED|H3B_WS_RECEIVED,,,,,-3,AH,H3B_EXEC_REQUEST_CREATED|H3B_EXECUTOR_RECEIVED|H3B_DRYRUN_FINISHED|H3B_FINAL_GATE_DECIDED|H3B_PLACE_FINISHED,9,,,,,,,,,,away,UNKNOWN,h3bup:na:83fd4068f7ee,0.100015,
8.654521,422775,,,,,,,False,2.453012,,11.107533,,,{},"2026-07-29,10087223,87336",H3B_AUDIT_ENQUEUED|H3B_AUDIT_GATE_DECIDED|H3B_AUDIT_PERSIST_FINISHED|H3B_AUDIT_PERSIST_STARTED|H3B_DETECTED|H3B_WS_RECEIVED,,,,,8,AH,H3B_BRIDGE_FETCHED|H3B_EXEC_REQUEST_CREATED|H3B_EXECUTOR_RECEIVED|H3B_DRYRUN_FINISHED|H3B_FINAL_GATE_DECIDED|H3B_PLACE_FINISHED,6,,,,,,,,,,home,UNKNOWN,h3bup:na:86291a2ecae4,0.081564,
166.279781,422776,191.85400009155273,,,,,0.183885,False,2.448412,,168.728193,,,{},"2026-07-29,1095,1074",H3B_AUDIT_ENQUEUED|H3B_AUDIT_GATE_DECIDED|H3B_AUDIT_PERSIST_FINISHED|H3B_AUDIT_PERSIST_STARTED|H3B_BRIDGE_FETCHED|H3B_DETECTED|H3B_POLICY_EVAL_FINISHED|H3B_POLICY_EVAL_STARTED|H3B_WS_RECEIVED,,,,,-1,AH,H3B_EXEC_REQUEST_CREATED|H3B_EXECUTOR_RECEIVED|H3B_DRYRUN_FINISHED|H3B_FINAL_GATE_DECIDED|H3B_PLACE_FINISHED,9,,,,,,,,,,away,UNKNOWN,h3bup:na:44f65988b8f0,0.086499,
9.099434,422777,118.32690238952637,,,,,0.145757,False,0.378191,,9.477625,,,{},"2026-07-29,184,305",H3B_AUDIT_ENQUEUED|H3B_AUDIT_GATE_DECIDED|H3B_AUDIT_PERSIST_FINISHED|H3B_AUDIT_PERSIST_STARTED|H3B_BRIDGE_FETCHED|H3B_DETECTED|H3B_POLICY_EVAL_FINISHED|H3B_POLICY_EVAL_STARTED|H3B_WS_RECEIVED,,,,,0,AH,H3B_EXEC_REQUEST_CREATED|H3B_EXECUTOR_RECEIVED|H3B_DRYRUN_FINISHED|H3B_FINAL_GATE_DECIDED|H3B_PLACE_FINISHED,9,,,,,,,,,,away,UNKNOWN,h3bup:na:a6e3e0049ce7,0.220283,
7.583119,422778,,,,,,,False,0.351798,,7.934917,,,{},"2026-07-29,24490,10044263",H3B_AUDIT_ENQUEUED|H3B_AUDIT_GATE_DECIDED|H3B_AUDIT_PERSIST_FINISHED|H3B_AUDIT_PERSIST_STARTED|H3B_DETECTED|H3B_WS_RECEIVED,,,,,4,AH,H3B_BRIDGE_FETCHED|H3B_EXEC_REQUEST_CREATED|H3B_EXECUTOR_RECEIVED|H3B_DRYRUN_FINISHED|H3B_FINAL_GATE_DECIDED|H3B_PLACE_FINISHED,6,,,,,,,,,,home,UNKNOWN,h3bup:na:d59ee81739fd,0.092423,
8.997664,422779,,,,,,,False,0.323859,,9.321523,,,{},"2026-07-29,95935,10054348",H3B_AUDIT_ENQUEUED|H3B_AUDIT_GATE_DECIDED|H3B_AUDIT_PERSIST_FINISHED|H3B_AUDIT_PERSIST_STARTED|H3B_DETECTED|H3B_WS_RECEIVED,,,,,-1,AH,H3B_BRIDGE_FETCHED|H3B_EXEC_REQUEST_CREATED|H3B_EXECUTOR_RECEIVED|H3B_DRYRUN_FINISHED|H3B_FINAL_GATE_DECIDED|H3B_PLACE_FINISHED,6,,,,,,,,,,home,UNKNOWN,h3bup:na:a8f1b623f3ce,0.095802,
8.200464,422780,214.4770622253418,,,,,0.270487,False,0.440304,,8.640768,,,{},"2026-07-29,24845,1702",H3B_AUDIT_ENQUEUED|H3B_AUDIT_GATE_DECIDED|H3B_AUDIT_PERSIST_FINISHED|H3B_AUDIT_PERSIST_STARTED|H3B_BRIDGE_FETCHED|H3B_DETECTED|H3B_POLICY_EVAL_FINISHED|H3B_POLICY_EVAL_STARTED|H3B_WS_RECEIVED,,,,,-3,AH,H3B_EXEC_REQUEST_CREATED|H3B_EXECUTOR_RECEIVED|H3B_DRYRUN_FINISHED|H3B_FINAL_GATE_DECIDED|H3B_PLACE_FINISHED,9,,,,,,,,,,home,UNKNOWN,h3bup:na:0b43fd5efd1c,0.091479,
8.963498,422781,8.2550048828125,,,,,0.140929,False,1.738671,,10.702169,,,{},"2026-07-29,1132,14",H3B_AUDIT_ENQUEUED|H3B_AUDIT_GATE_DECIDED|H3B_AUDIT_PERSIST_FINISHED|H3B_AUDIT_PERSIST_STARTED|H3B_BRIDGE_FETCHED|H3B_DETECTED|H3B_POLICY_EVAL_FINISHED|H3B_POLICY_EVAL_STARTED|H3B_WS_RECEIVED,,,,,-5,AH,H3B_EXEC_REQUEST_CREATED|H3B_EXECUTOR_RECEIVED|H3B_DRYRUN_FINISHED|H3B_FINAL_GATE_DECIDED|H3B_PLACE_FINISHED,9,,,,,,,,,,home,UNKNOWN,h3bup:na:2373347c3661,0.08729,
9.056811,422782,,,,,,,False,3.359056,,12.415867,,,{},"2026-07-29,60837,38389",H3B_AUDIT_ENQUEUED|H3B_AUDIT_GATE_DECIDED|H3B_AUDIT_PERSIST_FINISHED|H3B_AUDIT_PERSIST_STARTED|H3B_DETECTED|H3B_WS_RECEIVED,,,,,0,AH,H3B_BRIDGE_FETCHED|H3B_EXEC_REQUEST_CREATED|H3B_EXECUTOR_RECEIVED|H3B_DRYRUN_FINISHED|H3B_FINAL_GATE_DECIDED|H3B_PLACE_FINISHED,6,,,,,,,,,,away,UNKNOWN,h3bup:na:10a8c30c249b,0.074664,
