level,n,observed_roi,mean,median,se,ci80_lo,ci80_hi,ci90_lo,ci90_hi,ci95_lo,ci95_hi,ci99_lo,ci99_hi,p_gt_0,p_gt_0_02,p_gt_0_05,p_gt_0_10,p_lt_0,one_sided_tail_leq_0,n_boot,seed
order,244,-0.01551020408163266,-0.015601822392815245,-0.015474568965517264,0.07132849386515128,-0.10708047945205482,0.07576480263157892,-0.13258389261744968,0.10198170731707316,-0.1546305031446541,0.12451298701298702,-0.18092105263157895,0.15101232394366199,0.41377,0.30886,0.18028,0.05309,0.58623,0.58623,100000,20260810
