level,n_orders,n_events,observed_roi,mean,median,se,ci80_lo,ci80_hi,ci90_lo,ci90_hi,ci95_lo,ci95_hi,ci99_lo,ci99_hi,p_gt_0,p_gt_0_02,p_gt_0_05,p_gt_0_10,p_lt_0,one_sided_tail_leq_0,n_boot,seed,preferred
event_cluster,244,189,-0.01551020408163266,-0.015190224398637724,-0.01547375889885843,0.059257130932492665,-0.09100368324125233,0.06059597523219814,-0.11205729166666667,0.08322445561139027,-0.13046063651591291,0.10194096601073346,-0.15155228758169936,0.12455696202531645,0.39684,0.27489,0.13505,0.02676,0.60316,0.60316,100000,20260811,True
