order_id,event_id,created_at_utc,settlement_ts,stake,pnl,settlement_status,policy_id,policy_version,bookmaker,league_name,friendly_class,odd_at_decision,odd_final,slippage_pre_pct,pre_submit_ms,clv_post_5m,clv_post_5m_valid_strict,clv_post_15m,clv_post_15m_valid_strict,clv_closing,clv_closing_valid_strict
1950783300,"2026-08-01,57,23534",2026-08-01T13:54:33.580379+00:00,,2.0,0.0,VOID_PUSH,H3BUP_vNext,H3BUP_vNext_20260629,pin88,Club Friendly,FRIENDLY,2.048,2.02,-1.367187500000001,2735.0,,False,,False,,False
1950790740,"2026-08-01,1161,1256",2026-08-01T13:56:10.386128+00:00,,2.0,-2.0,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pin88,Club Friendly,FRIENDLY,1.98,1.925,-2.7777777777777746,1504.0,,False,,False,,False
1950808302,"2026-08-01,191,78",2026-08-01T13:59:48.808193+00:00,,2.0,0.77,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pin88,Club Friendly,FRIENDLY,1.921,1.769,-7.912545549193135,1706.0,,False,,False,,False
1950846259,"2026-08-01,707,523",2026-08-01T14:07:01.370707+00:00,,2.0,2.12,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,vx,Sweden Superettan,NON_FRIENDLY,2.06,2.037,-1.1165048543689384,2305.0,,False,,False,,False
1950910851,"2026-08-05,24845,1140",2026-08-01T14:18:42.258291+00:00,,2.0,-2.0,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pin88,UEFA Champions League,NON_FRIENDLY,1.93,1.925,-0.25906735751294785,1318.0,0.0,True,0.0,True,,False
1950960340,"2026-08-01,1079,1074",2026-08-01T14:27:13.581891+00:00,,2.0,-2.0,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,sing2,Club Friendly,FRIENDLY,2.038,1.99,-2.3552502453385586,3795.0,,False,,False,,False
1951082310,"2026-08-02,10049302,10050227",2026-08-01T14:48:06.285802+00:00,,2.0,0.0,VOID_PUSH,H3BUP_vNext,H3BUP_vNext_20260629,pin88,Ecuador Serie A (Copa Pilsener),NON_FRIENDLY,1.98,1.793,-9.444444444444446,1116.0,,False,,False,-14.902705268153781,True
1951140052,"2026-08-01,1079,1074",2026-08-01T14:59:53.525072+00:00,,2.0,1.67,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,sing2,Club Friendly,FRIENDLY,1.862,1.81,-2.792696025778735,4451.0,,False,,False,,False
1951392683,"2026-08-01,923,217",2026-08-01T15:57:02.376945+00:00,,2.0,1.72,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pin88,Club Friendly,FRIENDLY,1.884,1.862,-1.1677282377919214,1804.0,,False,,False,,False
1951399473,"2026-08-01,84,176",2026-08-01T15:59:04.679412+00:00,,2.0,0.0,VOID_PUSH,H3BUP_vNext,H3BUP_vNext_20260629,pin88,Club Friendly,FRIENDLY,1.891,1.826,-3.4373347435219435,1496.0,,False,,False,,False
1951745589,"2026-08-01,882,92872",2026-08-01T17:05:10.356168+00:00,,2.0,-2.0,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pin88,Club Friendly,FRIENDLY,1.925,1.862,-3.2727272727272694,2269.0,,False,,False,,False
1951768617,"2026-08-01,31918,23169",2026-08-01T17:09:21.831577+00:00,,2.0,-2.0,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pin88,Club Friendly,FRIENDLY,1.94,1.877,-3.2474226804123685,1355.0,,False,,False,,False
1952144595,"2026-08-01,35507,31382",2026-08-01T18:18:43.827884+00:00,,2.0,-2.0,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pin88,Club Friendly,FRIENDLY,2.0,1.97,-1.5000000000000013,2404.0,,False,,False,,False
1952423641,"2026-08-02,509,1388",2026-08-01T19:10:04.690334+00:00,,2.0,-2.0,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pin88,Norway Premier League (Tippeligaen),NON_FRIENDLY,1.85,1.847,-0.16216216216216828,1350.0,,False,,False,,False
1952556213,"2026-08-02,157,510",2026-08-01T19:34:24.130032+00:00,,2.0,2.04,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,sxbet,Norway Premier League (Tippeligaen),NON_FRIENDLY,2.019,2.018,-0.04952947003468717,1118.0,,False,,False,-2.512077294685988,True
1952556847,"2026-08-02,516,527",2026-08-01T19:34:29.869830+00:00,,2.0,-2.01,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,bf,Norway Premier League (Tippeligaen),NON_FRIENDLY,1.911,1.906,-0.26164311878598195,2557.0,,False,,False,,False
1952769462,"2026-08-02,30500,23087",2026-08-01T20:15:05.180181+00:00,,2.0,-1.0,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,sharp,Norway Premier League (Tippeligaen),NON_FRIENDLY,1.96,1.952,-0.40816326530612285,1363.0,,False,,False,,False
1952957260,"2026-08-02,25721,54647",2026-08-01T20:58:01.443462+00:00,,2.0,0.0,VOID_PUSH,H3BUP_vNext,H3BUP_vNext_20260629,bf,Ecuador Serie A (Copa Pilsener),NON_FRIENDLY,1.984,1.94,-2.2177419354838728,1153.0,,False,,False,,False
1952964690,"2026-08-02,30500,23087",2026-08-01T20:59:56.831279+00:00,,2.0,0.98,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pin88,Norway Premier League (Tippeligaen),NON_FRIENDLY,1.98,1.97,-0.5050505050505055,1346.0,,False,,False,,False
1953405945,"2026-08-01,640,44238",2026-08-01T22:38:37.431545+00:00,,2.0,1.76,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,bf,USA Major League Soccer,NON_FRIENDLY,1.891,1.882,-0.4759386567953527,1138.0,,False,,False,,False
1953452253,"2026-08-01,26823,98781",2026-08-01T22:48:47.450014+00:00,,2.0,1.78,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,bf,USA Major League Soccer,NON_FRIENDLY,1.903,1.892,-0.5780346820809311,1374.0,,False,,False,,False
1953473478,"2026-08-01,640,44238",2026-08-01T22:53:46.452867+00:00,,2.0,-2.0,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,sharp,USA Major League Soccer,NON_FRIENDLY,2.078,2.069,-0.4331087584215542,1172.0,,False,,False,,False
1954222044,"2026-08-02,602,555",2026-08-02T01:45:05.382377+00:00,,2.0,0.0,VOID_PUSH,H3BUP_vNext,H3BUP_vNext_20260629,vx,USA Major League Soccer,NON_FRIENDLY,1.88,1.862,-0.9574468085106274,1111.0,-1.585623678646919,True,-2.86906624934794,True,-1.585623678646919,True
1954383559,"2026-08-02,54106,1058",2026-08-02T02:22:34.587420+00:00,,2.0,-2.0,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pin88,Denmark Division 1,NON_FRIENDLY,2.078,2.07,-0.3849855630413863,1239.0,,False,,False,,False
1954897029,"2026-08-02,1095,1237",2026-08-02T05:16:22.546418+00:00,,2.0,-1.62,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pmk,Club Friendly,FRIENDLY,1.96,1.855,-5.357142857142856,1089.0,,False,,False,,False
1955092566,"2026-08-02,1095,1237",2026-08-02T06:43:18.533773+00:00,,2.0,1.32,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pmk,Club Friendly,FRIENDLY,1.862,1.788,-3.974221267454354,1107.0,,False,,False,,False
1955345825,"2026-08-02,157,510",2026-08-02T08:20:29.880489+00:00,,2.0,1.78,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pin88,Norway Premier League (Tippeligaen),NON_FRIENDLY,1.9,1.892,-0.4210526315789478,2049.0,,False,,False,,False
1955739431,"2026-08-02,335,331",2026-08-02T10:11:53.766496+00:00,,2.0,0.0,VOID_PUSH,H3BUP_vNext,H3BUP_vNext_20260629,sbo,Denmark Superliga (SAS Ligaen),NON_FRIENDLY,2.097,2.093,-0.19074868860276603,3163.0,,False,,False,,False
1955877125,"2026-08-02,47,23534",2026-08-02T10:46:56.167647+00:00,,2.0,2.0,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pin88,Club Friendly,FRIENDLY,2.127,2.0,-5.9708509637987675,1161.0,,False,,False,,False
1955918017,"2026-08-02,54106,1058",2026-08-02T10:58:31.128525+00:00,,2.0,1.76,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pin88,Denmark Division 1,NON_FRIENDLY,1.891,1.884,-0.37017451084083114,1148.0,,False,,False,,False
1956132009,"2026-08-05,1626,514",2026-08-02T11:43:59.831405+00:00,,2.0,1.0,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pin88,UEFA Champions League,NON_FRIENDLY,2.06,2.0,-2.9126213592233037,1112.0,-2.9126213592232997,True,-2.9126213592232997,True,10.192837465564741,True
1956169138,"2026-08-02,50,1516",2026-08-02T11:51:45.515583+00:00,,2.0,-2.0,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pin88,Club Friendly,FRIENDLY,1.862,1.793,-3.705692803437173,3362.0,-6.468440271257181,True,,False,-6.468440271257181,True
1956407764,"2026-08-02,933,243",2026-08-02T12:35:32.172797+00:00,,2.0,0.0,VOID_PUSH,H3BUP_vNext,H3BUP_vNext_20260629,mbook,Club Friendly,FRIENDLY,1.864,1.851,-0.6974248927038692,1777.0,,False,,False,,False
1956855259,"2026-08-02,802,242",2026-08-02T13:52:15.525835+00:00,,2.0,-2.0,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pin88,Club Friendly,FRIENDLY,1.917,1.757,-8.34637454355765,2799.0,,False,,False,,False
1957016525,"2026-08-02,127,133",2026-08-02T14:20:22.653301+00:00,,2.0,1.76,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,bf,Scotland Premier League,NON_FRIENDLY,1.884,1.881,-0.1592356687898032,1487.0,-0.05313496280552332,True,-1.5698587127158548,True,-3.041237113402062,True
1957053014,"2026-08-02,152,1283",2026-08-02T14:26:35.205826+00:00,,2.0,-2.0,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pmk,Club Friendly,FRIENDLY,2.068,2.004,-3.094777562862672,2736.0,,False,,False,,False
1957174461,"2026-08-02,152,1283",2026-08-02T14:46:52.399283+00:00,,2.0,1.35,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pmk,Club Friendly,FRIENDLY,1.917,1.821,-5.007824726134589,1327.0,,False,,False,,False
1957251384,"2026-08-02,337,158",2026-08-02T15:00:40.825847+00:00,,2.0,-2.0,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,sbo,Denmark Superliga (SAS Ligaen),NON_FRIENDLY,1.852,1.845,-0.37796976241901276,1429.0,0.654664484451728,True,-0.9129967776584369,True,-7.286432160804024,True
1958401684,"2026-08-02,49,45",2026-08-02T18:18:57.779763+00:00,,2.0,1.76,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,bdaq,Club Friendly,FRIENDLY,1.94,1.881,-3.041237113402059,1095.0,,False,,False,,False
1958693559,"2026-08-02,49,45",2026-08-02T19:11:34.478851+00:00,,2.0,-1.99,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,bdaq,Club Friendly,FRIENDLY,1.96,1.959,-0.05102040816325969,1246.0,,False,,False,,False
1958776889,"2026-08-02,49,45",2026-08-02T19:26:41.527772+00:00,,2.0,2.06,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pin88,Club Friendly,FRIENDLY,2.127,2.08,-2.209685002350715,1701.0,,False,,False,,False
1958798321,"2026-08-02,49,45",2026-08-02T19:30:27.660316+00:00,,2.0,-2.0,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pin88,Club Friendly,FRIENDLY,1.931,1.917,-0.7250129466597625,2872.0,,False,,False,,False
1959779918,"2026-08-02,10049302,10050227",2026-08-02T23:08:13.654260+00:00,,2.0,0.88,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,bf,Ecuador Serie A (Copa Pilsener),NON_FRIENDLY,1.901,1.882,-0.9994739610731261,1092.0,,False,,False,,False
1960460211,"2026-08-09,126,117",2026-08-03T02:29:18.343365+00:00,,2.0,1.7,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pin88,Scotland Premier League,NON_FRIENDLY,1.884,1.854,-1.5923566878980788,1068.0,,False,,False,,False
1960462220,"2026-08-09,126,117",2026-08-03T02:30:17.671366+00:00,,2.0,-2.0,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pin88,Scotland Premier League,NON_FRIENDLY,2.009,2.0,-0.4479840716774463,1196.0,,False,,False,,False
1960612232,"2026-08-09,140,127",2026-08-03T04:00:50.561310+00:00,,2.0,-2.0,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pin88,Scotland Premier League,NON_FRIENDLY,1.877,1.869,-0.4262120404901443,1141.0,-0.42621204049014816,True,-0.42621204049014816,True,,False
1960612609,"2026-08-07,1260,930",2026-08-03T04:00:51.805196+00:00,,2.0,1.62,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,sing2,UEFA Europa League,NON_FRIENDLY,1.862,1.84,-1.1815252416756186,17122.0,-1.1815252416756183,True,-1.1815252416756183,True,-1.7618793379604814,True
1961516907,"2026-08-08,650,1642",2026-08-03T11:58:39.599429+00:00,,2.0,2.08,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pin88,USA Major League Soccer,NON_FRIENDLY,2.07,2.04,-1.4492753623188313,1129.0,,False,,False,0.0,True
1963060196,"2026-08-03,24299,1313",2026-08-03T18:01:06.935672+00:00,,2.0,1.71,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pin88,Club Friendly,FRIENDLY,1.925,1.862,-3.2727272727272694,1195.0,,False,,False,,False
1963795407,"2026-08-05,24845,1140",2026-08-03T20:34:53.974257+00:00,,2.0,1.76,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,bf,UEFA Champions League,NON_FRIENDLY,1.891,1.882,-0.4759386567953527,1308.0,-0.4759386567953494,True,-1.517530088958663,True,-11.226415094339636,True
1965208793,"2026-08-04,310,1053",2026-08-04T04:02:45.833761+00:00,,2.0,1.41,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pmk,Club Friendly,FRIENDLY,1.9,1.89,-0.5263157894736847,1098.0,,False,,False,,False
1965427431,"2026-08-04,543,10002359",2026-08-04T06:01:18.129969+00:00,,2.0,1.76,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pmk,Club Friendly,FRIENDLY,1.892,1.821,-3.7526427061310756,1010.0,,False,,False,,False
1965626174,"2026-08-07,659,274",2026-08-04T08:06:12.870809+00:00,,2.0,-1.0,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pin88,Denmark Superliga (SAS Ligaen),NON_FRIENDLY,1.98,1.925,-2.7777777777777746,1181.0,,False,,False,,False
1965628217,"2026-08-07,659,274",2026-08-04T08:07:14.538606+00:00,,2.0,0.94,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pin88,Denmark Superliga (SAS Ligaen),NON_FRIENDLY,1.934,1.925,-0.46535677352636495,1132.0,,False,,False,,False
1965934987,"2026-08-05,1626,514",2026-08-04T10:09:49.415348+00:00,,2.0,0.0,VOID_PUSH,H3BUP_vNext,H3BUP_vNext_20260629,bf,UEFA Champions League,NON_FRIENDLY,1.852,1.843,-0.4859611231101576,1217.0,-0.4859611231101568,True,0.1630434782608603,True,-6.446700507614212,True
1966150340,"2026-08-05,22,233",2026-08-04T11:52:40.667734+00:00,,2.0,-1.99,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,polymarket,Club Friendly,FRIENDLY,2.068,2.066,-0.09671179883946923,1164.0,-0.09671179883946612,True,-0.09671179883946612,True,,False
1966546087,"2026-08-04,23682,730",2026-08-04T14:30:20.748854+00:00,,2.0,-2.0,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pin88,Russia Cup,NON_FRIENDLY,1.9,1.884,-0.8421052631578956,1563.0,-3.036541430777162,True,-2.1298701298701372,True,-7.192118226600986,True
1966578414,"2026-08-04,80848,744",2026-08-04T14:49:05.954705+00:00,,2.0,1.92,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pin88,Russia Cup,NON_FRIENDLY,1.98,1.961,-0.9595959595959549,1331.0,-3.8725490196078405,True,-0.9595959595959602,True,-0.4568527918781706,True
1966578432,"2026-08-05,10003088,1088",2026-08-04T14:49:08.215444+00:00,,2.0,1.75,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,sing2,UEFA Champions League,NON_FRIENDLY,1.892,1.87,-1.162790697674408,8919.0,-1.1627906976744096,True,-1.5789473684210464,True,3.1439602868174488,True
1966638033,"2026-08-04,599,153",2026-08-04T15:15:47.910439+00:00,,2.0,0.86,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pin88,Russia Cup,NON_FRIENDLY,1.862,1.847,-0.8055853920515641,1161.0,,False,-2.378435517970401,True,0.7637752318603308,True
1966755711,"2026-08-05,24845,1140",2026-08-04T15:45:32.399621+00:00,,2.0,-1.8,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pin88,UEFA Champions League,NON_FRIENDLY,2.117,2.09,-1.275389702409076,1219.0,-0.4761904761904856,True,,False,-0.9478672985781977,True
1966766743,"2026-08-05,230,231",2026-08-04T15:48:46.345828+00:00,,2.0,0.86,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pin88,Club Friendly,FRIENDLY,1.864,1.862,-0.10729613733905588,1192.0,,False,,False,0.0,True
1966776073,"2026-08-04,310,1053",2026-08-04T15:51:37.734974+00:00,,2.0,1.96,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pin88,Club Friendly,FRIENDLY,1.999,1.98,-0.9504752376188157,1148.0,,False,,False,-1.4435042309606683,True
1966981976,"2026-08-04,26906,535",2026-08-04T16:39:18.936661+00:00,,2.0,-1.99,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pin88,Club Friendly,FRIENDLY,1.999,1.952,-2.3511755877939042,1218.0,,False,,False,,False
1967025492,"2026-08-05,151,179",2026-08-04T16:48:28.738247+00:00,,2.0,2.03,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,bdaq,Club Friendly,FRIENDLY,2.019,2.018,-0.04952947003468717,1295.0,,False,,False,,False
1967236060,"2026-08-04,599,153",2026-08-04T17:35:32.691765+00:00,,2.0,0.0,VOID_PUSH,H3BUP_vNext,H3BUP_vNext_20260629,pin88,Russia Cup,NON_FRIENDLY,1.862,1.847,-0.8055853920515641,1942.0,,False,,False,,False
1967525240,"2026-08-04,21672,10059199",2026-08-04T18:30:15.368862+00:00,,2.0,0.0,VOID_PUSH,H3BUP_vNext,H3BUP_vNext_20260629,pin88,UEFA Europa League,NON_FRIENDLY,2.009,1.961,-2.389248382279732,1864.0,0.05102040816327147,True,-4.248046875,True,-7.499999999999996,True
1967975651,"2026-08-06,330,96602",2026-08-04T20:07:49.348066+00:00,,2.0,0.0,VOID_PUSH,H3BUP_vNext,H3BUP_vNext_20260629,pin88,UEFA Champions League,NON_FRIENDLY,1.877,1.819,-3.0900372935535456,1083.0,-2.309344790547807,True,-2.309344790547807,True,,False
1969785000,"2026-08-05,533,37488",2026-08-05T07:51:49.695305+00:00,,2.0,-1.16,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,sharp,Club Friendly,FRIENDLY,1.911,1.816,-4.971219256933542,1174.0,,False,,False,,False
1969850236,"2026-08-05,22148,540",2026-08-05T08:27:29.436514+00:00,,2.0,-2.0,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,bdaq,Club Friendly,FRIENDLY,1.97,1.932,-1.928934010152286,1017.0,-2.4242424242424288,True,-7.868383404864099,True,,False
1969853487,"2026-08-05,25428,342",2026-08-05T08:29:12.900626+00:00,,2.0,-1.49,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pmk,Club Friendly,FRIENDLY,1.98,1.926,-2.7272727272727297,1088.0,,False,-4.131408661025382,True,,False
1970051593,"2026-08-05,1,184",2026-08-05T10:18:27.038236+00:00,,2.0,1.9,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,sing2,Club Friendly,FRIENDLY,1.961,1.94,-1.0708822029576812,3994.0,-1.0708822029576792,True,,False,,False
1970097130,"2026-08-05,22,233",2026-08-05T10:38:32.394710+00:00,,2.0,-2.0,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pin88,Club Friendly,FRIENDLY,1.98,1.9,-4.040404040404044,1042.0,,False,,False,-7.766990291262143,True
1970136241,"2026-08-05,22,233",2026-08-05T11:02:11.088397+00:00,,2.0,-2.0,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pin88,Club Friendly,FRIENDLY,1.877,1.806,-3.782631859350024,1116.0,-4.545454545454541,True,-3.7826318593500274,True,-3.7826318593500274,True
1970817831,"2026-08-05,51546,23764",2026-08-05T15:00:05.095485+00:00,,2.0,1.64,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,sing2,Club Friendly,FRIENDLY,1.862,1.791,-3.8131041890440476,3022.0,-3.8131041890440476,True,-1.2134583563155,True,,False
1971477018,"2026-08-05,927,23681",2026-08-05T17:07:44.943012+00:00,,2.0,1.9,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pin88,Russia Cup,NON_FRIENDLY,1.98,1.952,-1.4141414141414155,1032.0,-2.400000000000002,True,-4.780487804878042,True,-4.780487804878042,True
1971492712,"2026-08-05,34072,747",2026-08-05T17:10:51.340816+00:00,,2.0,-2.0,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pin88,Russia Cup,NON_FRIENDLY,2.04,1.961,-3.8725490196078414,1096.0,-4.805825242718442,True,,False,-4.805825242718442,True
1971516607,"2026-08-05,34072,747",2026-08-05T17:15:23.328698+00:00,,2.0,2.1,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,overtime,Russia Cup,NON_FRIENDLY,2.05,2.043,-0.34146341463413044,1082.0,0.14705882352941124,True,,False,0.14705882352941124,True
1971688129,"2026-08-05,31488,10068082",2026-08-05T17:50:06.674333+00:00,,2.0,-1.65,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pmk,Club Friendly,FRIENDLY,1.862,1.788,-3.974221267454354,1410.0,,False,,False,,False
1973235970,"2026-08-06,229,190",2026-08-06T00:12:26.872448+00:00,,2.0,1.89,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,mbook,Club Friendly,FRIENDLY,1.96,1.949,-0.5612244897959132,1160.0,,False,,False,-5.754352030947773,True
1973688890,"2026-08-06,180,26866",2026-08-06T02:15:37.638757+00:00,,2.0,1.81,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,polymarket,Club Friendly,FRIENDLY,1.921,1.908,-0.6767308693388924,1242.0,,False,,False,1.9230769230769162,True
1973951923,"2026-08-06,186,10016552",2026-08-06T04:01:13.933176+00:00,,2.0,-2.0,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,sing2,Club Friendly,FRIENDLY,1.862,1.84,-1.1815252416756186,1865.0,,False,,False,,False
1973951916,"2026-08-06,186,10016552",2026-08-06T04:01:14.199958+00:00,,2.0,2.41,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,sing2,Club Friendly,FRIENDLY,1.925,1.9,-1.2987012987013056,1523.0,,False,,False,,False
1973952168,"2026-08-06,22135,1284",2026-08-06T04:01:14.649901+00:00,,2.0,0.54,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,sing2,Club Friendly,FRIENDLY,1.892,1.87,-1.162790697674408,6182.0,,False,,False,,False
1974296779,"2026-08-06,186,10016552",2026-08-06T06:46:32.433196+00:00,,2.0,-2.0,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pin88,Club Friendly,FRIENDLY,1.862,1.847,-0.8055853920515641,1198.0,,False,,False,2.4403771491957826,True
1974438568,"2026-08-07,915,1702",2026-08-06T07:54:00.461678+00:00,,2.0,1.73,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,sxbet,UEFA Europa League,NON_FRIENDLY,1.864,1.861,-0.16094420600858977,1370.0,-0.16094420600859527,True,1.5275504637206838,True,-10.956937799043054,True
1975365473,"2026-08-07,23543,140",2026-08-06T14:51:01.077613+00:00,,2.0,2.24,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,bf,UEFA Europa League,NON_FRIENDLY,2.127,2.115,-0.564174894217187,1254.0,-0.5641748942171843,True,,False,3.271484375,True
1975383653,"2026-08-06,1441,24900",2026-08-06T14:55:00.506260+00:00,,2.0,1.78,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pin88,Club Friendly,FRIENDLY,1.98,1.892,-4.444444444444449,1126.0,,False,,False,-9.904761904761916,True
1975646747,"2026-08-07,23543,140",2026-08-06T15:57:34.201593+00:00,,2.0,-2.0,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pin88,UEFA Europa League,NON_FRIENDLY,1.99,1.884,-5.326633165829151,1232.0,,False,,False,-3.926568077511483,True
1975822153,"2026-08-06,920,21647",2026-08-06T16:37:24.545521+00:00,,2.0,-1.0,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,bf,UEFA Europa League,NON_FRIENDLY,2.087,2.067,-0.9583133684714908,1180.0,-0.5293551491818871,True,0.4373177842565745,True,1.8728437654016883,True
1976044181,"2026-08-06,180,26866",2026-08-06T17:24:49.062221+00:00,,2.0,1.96,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pin88,Club Friendly,FRIENDLY,2.087,1.98,-5.126976521322482,1174.0,-7.735321528424977,True,-8.587257617728527,True,-3.790087463556846,True
1978385076,"2026-08-09,140,127",2026-08-07T04:05:01.895920+00:00,,2.0,1.79,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,sbo,Scotland Premier League,NON_FRIENDLY,1.97,1.964,-0.304568527918782,1659.0,,False,,False,,False
1978915607,"2026-08-07,183,539",2026-08-07T08:45:47.733083+00:00,,2.0,0.77,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pin88,Club Friendly,FRIENDLY,1.872,1.769,-5.502136752136763,1090.0,-2.9621503017004946,True,-2.9621503017004946,True,,False
1979209920,"2026-08-07,35,29",2026-08-07T10:39:08.229713+00:00,,2.0,2.13,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pin88,Club Friendly,FRIENDLY,2.078,2.07,-0.3849855630413863,1203.0,-0.48076923076924016,True,,False,,False
1979346182,"2026-08-07,198,2",2026-08-07T11:15:04.840804+00:00,,2.0,-1.99,SETTLED_DECIDED,H3BUP_vNext,H3BUP_vNext_20260629,pin88,Club Friendly,FRIENDLY,2.058,2.05,-0.3887269193391646,1458.0,,False,,False,-1.7728797316722722,True
