level,n_days,n_orders,observed_roi,mean,ci90_lo,ci90_hi,ci95_lo,ci95_hi,p_gt_0,classification,n_boot,seed
day_utc,13,244,-0.01551020408163266,-0.013294828224657367,-0.06489871086556172,0.038364779874213835,-0.07524439918533607,0.051126543209876536,0.32506,WEAK,100000,20260812
