scenario,n,events,stake,pnl,roi,ci90_lo,ci90_hi,ci95_lo,ci95_hi,p_gt_0
A_drop_top1_winning_order,243,188,1166.0,-29.140000000000008,-0.02499142367066896,-0.12157590759075909,0.07254816112084064,-0.14063709677419353,0.09128295254833038,0.33538
B_drop_top3_winning_orders,241,186,1146.0,-50.25000000000001,-0.04384816753926702,-0.13938814531548757,0.052935540069686385,-0.15760606060606064,0.07099320882852292,0.22684
C_drop_top1_winning_event,243,188,1166.0,-29.140000000000008,-0.02499142367066896,-0.12115716753022454,0.07284974093264249,-0.139342762063228,0.09176258992805754,0.33593
D_drop_top3_winning_events,241,186,1146.0,-50.25000000000001,-0.04384816753926702,-0.13921052631578945,0.051974637681159425,-0.15767195767195774,0.07053754266211602,0.22456
E_drop_top1_positive_league,232,181,1120.0,-38.62000000000001,-0.03448214285714287,-0.13357020547945206,0.06646090534979425,-0.15300165837479274,0.0858203125,0.28693
F_drop_top3_positive_leagues,212,166,984.0,-61.21000000000001,-0.06220528455284554,-0.16488775510204082,0.0419784946236559,-0.18379530916844347,0.06225806451612902,0.16242
