level,n,observed_roi,mean,median,se,ci80_lo,ci80_hi,ci90_lo,ci90_hi,ci95_lo,ci95_hi,ci99_lo,ci99_hi,p_gt_0,p_gt_0_02,p_gt_0_05,p_gt_0_10,p_lt_0,one_sided_tail_leq_0,n_boot,seed
order,176,-0.029057692307692312,-0.028776048767136186,-0.028731201944821354,0.07960868373452634,-0.13044921874999998,0.07391472868217054,-0.1593703007518797,0.10262596899224807,-0.18458333333333335,0.1273272357723577,-0.213974609375,0.15685714285714283,0.35754,0.2696,0.1613,0.05328,0.64243,0.64246,100000,20260810
