window,n,events,roi,spearman,kendall,spearman_ci95_lo,spearman_ci95_hi,spearman_perm_p,clv_gt0_n,clv_gt0_roi,clv_le0_n,clv_le0_roi
POST_5M,51,42,-0.13111888111888112,0.11730057382813307,0.08603896103896104,-0.22882212805436858,0.44265326307742414,0.40735926407359263,8,0.16321428571428567,43,-0.20278260869565218
POST_15M,46,39,-0.10671641791044777,0.033044106886287186,0.036742800397219465,-0.2890701513489135,0.3636503576823014,0.8218178182181782,8,0.17446428571428568,38,-0.18099056603773583
CLOSING,57,46,-0.08990196078431374,0.32396455032177673,0.2438070404172099,0.06463816584685124,0.5314627846094337,0.013398660133986601,17,0.6471698113207547,40,-0.48055
