level,n_days,n_orders,observed_roi,mean,ci90_lo,ci90_hi,ci95_lo,ci95_hi,p_gt_0,classification,n_boot,seed
day_utc,11,176,-0.029057692307692312,-0.027893156829061103,-0.08442352941176472,0.023565891472868222,-0.0957706093189964,0.03532608695652173,0.18912,WEAK,100000,20260812
