level,n_orders,n_events,observed_roi,mean,median,se,ci80_lo,ci80_hi,ci90_lo,ci90_hi,ci95_lo,ci95_hi,ci99_lo,ci99_hi,p_gt_0,p_gt_0_02,p_gt_0_05,p_gt_0_10,p_lt_0,one_sided_tail_leq_0,n_boot,seed,preferred
event_cluster,176,135,-0.029057692307692312,-0.028643941922342136,-0.0289225492833263,0.06588821204570287,-0.11225048923679064,0.0561111111111111,-0.13643137254901963,0.0804285714285714,-0.15695238095238095,0.10054888507718694,-0.18056730769230772,0.1254405737704918,0.32918,0.22961,0.1168,0.02535,0.67082,0.67082,100000,20260811,True
